Licensee Name Search Results - Mar. 10, 2010

Search Criteria
***********************************************************************************
Licensee Name = 


Query Results
***********************************************************************************

NOTE: THESE RESULTS DO NOT INCLUDE PROTECTED FREQUENCY RECORDS. Valid EMC
studies require coordination with protected frequency owners. To
obtain a list of protected frequency owners by microwave frequency
band and longitude range, go to:  http://sd.ic.gc.ca/pls/engdoc_anon/web_search.protected_input

Data from unsubmitted microwave applications is no longer available in the search results.

Coded fields can be decoded using the information in files available for
download from the following page:  http://sd.ic.gc.ca/pls/engdoc_anon/sd_pages.decode

[DATA]
  14570.000000   15045.000000    20000.00 G7WET FX    15HC20HIC1 A 0 41062825001 452121  754345 OTTAWA (1339 MEADOWLANDS) ON          106   41 2              5399 I   39.7   0.0 B 540  263.0  -9.5  -0.200  30.2   41        5399 I   39.7   0.0 B 540  263.0 -105.0  -0.200  -74.0   41        CHK980     5093524 OTTAWA ON                                   Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5093262 CHK958     1            41   ANT15G2.5C ANT15G2.5C 1 B E                                0        
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40HFC1 A 0 41062484002 433455  794513 MISSISSAUGA (6550 GLEN ERIN DR )ON    196   44 2              5420 M   38.7   0.0 B 192    9.3  -9.5   0.000  29.2   44        5420 M   38.7   0.0 B 192    9.3 -101.0   0.000  -71.8   44        CHG777     5089378 BRAMPTON ON                                 Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5091612 CHK737     1            41   A-ANT18G2C A_ANT18G2C 2 A E                                0        
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40HFC1 A 0 41062805001 452318  753724 OTTAWA (2240 HALIFAX DR) ON            79   39 2              5420 K   38.7   0.0 B 295   14.9  -7.0   0.060  31.7   43        5420 K   38.7   0.0 B 295   14.9 -105.0   0.060  -64.4   43        CHG916     5093420 OTTAWA ON                                   Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5090678 CHG917     1            41   A-ANT18G2C A-ANT18G2C 1 B E                                0        
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40HFC1 A 0 41062805001 452318  753724 OTTAWA (2240 HALIFAX DR) ON            79   39 2              5420 K   38.7   0.0 B 295   14.9  -7.0   0.060  31.7   43        5420 K   38.7   0.0 B 295   14.9 -105.0   0.060  -64.4   43        CHK916             OTTAWA ON                                   Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5090678 CHG917     1            41   A-ANT18G2C A-ANT18G2C 1 B E                                0        
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40HFC1 A 6 41062229001 434535  791318 SCARBOROUGH(65 GREENCREST CIRCT)ON    152   38 2              5420 M   38.6   0.0 B 192  234.2 -19.5   0.070  19.1   38        5420 M   38.6   0.0 B 192  234.2 -101.0   0.070  -71.4   38        CHG744     5089836 SCARBOROUGH                                 Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5089348 CHG941     1 2009-09-15 41   A-ANT18G2C A-ANT18G2C 1 A E                                2   92641
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40HFC2 A 0 41062315001 433925  793904 MISSISSAUGA (6090 DIXIE RD) ON        168   30 2              5420 N   38.6   0.0 A 529  258.1 -10.0   0.390  28.6   27        5420 N   38.6   0.0 A 529  258.1  -99.0   0.390  -63.9   27        CHK303     5090512 MISSISSAUGA ON                              Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5089398 CHG925     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2   92580
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40HFC2 A 0 41062445001 434837  792655 THORNHILL (7601 BATHURST ST) ON       206   48 2              5420 N   38.7   0.0 B 529   84.9 -10.0  -0.280  28.7   48        5420 N   38.7   0.0 B 529   84.9  -99.0  -0.280  -69.4   48        CHK646     5091323 MARKHAM ON                                  Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5089408 CHG939     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2   92944
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40HFC2 A 0 41062796001 452121  754345 OTTAWA (1339 MEADOWLANDS) ON          106   41 2              5350 N   41.0   0.0 B 529   68.0 -10.0  -0.110  31.0   41        5350 N   41.0   0.0 B 529   68.0  -99.0  -0.110  -67.0   41        CHG992     5090530 OTTAWA ON                                   Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5093262 CHK958     1            41   ANT18G2.5C ANT18G2.5C 1 B E                                0        
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40SFC1 A 0 41062194001 434552  792948 DOWNSVIEW (31 FOUR WINDS DR) ON       196   34 2              5420 M   38.7   0.0 B 192  105.4 -20.0  -0.008  18.7   34        5420 M   38.7   0.0 B 192  105.4 -101.0  -0.008  -67.9   34        CHG935     5089402 NORTH YORK ON                               Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5089404 CHG936     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2   93237
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40SFC1 A 0 41062304001 434552  792948 DOWNSVIEW (31 FOUR WINDS DR) ON       196   34 2              5420 M   38.7   0.0 B 192  296.5 -20.0  -0.008  18.7   34        5420 M   38.7   0.0 B 192  296.5 -101.0  -0.008  -67.9   34        CHG938     5089406 DOWNSVIEW ON                                Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5089404 CHG936     1            41                         1 A E                                2   92589
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40SFC1 A 0 41062319001 452345  754147 OTTAWA (315 HOLMWOOD AVE) ON           71   33 2              5420 K   38.6   0.0 A 295  249.0 -17.0  -0.020  21.6   33        5420 K   38.6   0.0 A 295  249.0 -105.0  -0.020  -68.3   33        CHK239     5090518 OTTAWA ON                                   Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5090516 CHK238     1            41   A-ANT181C  A-ANT181C  1 B E                                0        
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40SFC1 A 0 41062395001 435029  792356 RICHMOND HILL (330 HWY 7 E.) ON       207   30 2              5420 K   38.7   0.0 B 295  340.3 -17.0   0.445  21.7   30        5420 K   38.7   0.0 B 295  340.3 -105.0   0.445  -70.2   30        CHG738     5089368 RICHMOND HILL ON                            Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5091242 CHK651     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2   93031
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40SFC1 A 0 41062481001 433610  794432 MISSISSAUGA (6750 MISSISSAUGA RD)ON   186   50 2              5420 M   38.6   0.0 B 192  115.4 -19.5  -0.490  19.1   50        5420 M   38.6   0.0 B 192  115.4 -101.0  -0.490  -75.6   50        CHK735     5091608 MISSISSAUGA ON                              Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5090291 CHG891     1            41   A-ANT18G2C A_ANT18G2C 2 A E                                2   92943
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40SFC1 A 0 41062500001 434312  793613 ETOBICOKE (900 QUEEN'S PLATE DR) ON   161   43 2              5420 M   38.7   0.0 B 192  342.7 -19.5   0.190  19.2   43        5420 M   38.7   0.0 B 192  342.7 -101.0   0.190  -71.6   43        CHK706     5091337 ETOBICOKE ON                                Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5089376 CHG776     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2   93767
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40SFC1 A 0 41062517001 433610  794432 MISSISSAUGA (6750 MISSISSAUGA RD)ON   186   50 2              5420 M   38.7   0.0 A 192  178.6 -19.5  -0.270  19.2   48        5420 M   38.7   0.0 A 192  178.6 -101.0  -0.270  -70.5   48        CHK736     5091610 MISSISSAUGA ON                              Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5090291 CHG891     1            41   A-ANT18G2C A-ANT18G2C 2 A E                                2   93132
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40SFC1 A 0 41062739002 433654  793957 MISSISSAUA (25 GLENN HAWTHORNE) ON    180   30 2              5420 M   38.6   0.0 B 192   84.0 -19.5  -0.350  19.1   28        5420 M   38.6   0.0 B 192   84.0 -101.0  -0.350  -76.0   28        CHG896     5090504 ETOBICOKE ON                                Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5092946 CHG855     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2   93612
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40SFC2 A 0 41062183001 431623  795148 HAMILTON (500 MACNAB ST) ON            88   50 2              5420 N   38.6   0.0 B 529  162.2 -10.0   1.400  28.6   50        5420 N   38.6   0.0 B 529  162.2  -99.0   1.400  -72.9   50        CHG805     5089384 HAMILTON ON                                 Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5089382 CHG804     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2   93239
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40SFC2 A 0 41062301001 432105  795005 BURLINGTON(2050AMHERST HEIGHT DR)ON   146   37 2              5420 N   38.6   0.0 B 529   84.3 -10.0  -0.660  28.6   37        5420 N   38.6   0.0 B 529   84.3  -99.0  -0.660  -65.7   37        CHG895     5089392 BURLINGTON ON                               Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5090450 CHG809     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2   93235
  18040.000000   19600.000000    40000.00 D7WET FX    18HC40SFC2 A 6 41062299001 431623  795148 HAMILTON (500 MACNAB ST) ON            88   50 2              5420 N   38.7   0.0 B 529   19.7 -20.0   0.110  18.7   50        5420 N   38.7   0.0 B 529   19.7  -99.0   0.110  -72.1   50        CHG886     5089386 BURLINGTON ON                               Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5089382 CHG804     1 2009-09-15 41   A-ANT18G2C A-ANT18G2C 1 A E                                2   92594
  18105.000000   19665.000000    10000.00 G7WDT FX    18HC10SFC0 A 0 41062841001 435459  792835 VAUGHAN(12060 BATHURST ST) ON         320   21 2              5420 D   38.6   0.0 B 492  141.0 -32.2  -0.930   6.4   20        5420 D   38.6   0.0 B 492  141.0 -119.0  -0.930  -86.0   20        CHK973     5093542 RICHMOND HILL ON                            Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5093544 CHK974     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                0        
  18105.000000   19665.000000    10000.00 G7WDT FX    18HC10SFC0 A 0 41062922001 434449  794440 BRAMPTON (2100 BOVAIRD DR E) ON       241   17 2              5420 D   38.6   0.0 A 492  145.0 -32.2   0.000   6.4   17        5420 D   38.6   0.0 A 492  145.0 -119.0   0.000  -84.0   17        CHG869     5090303 BRAMPTON ON                                 Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5094362 CHL283     1            41   A-ANT18G2C A-ANT18G2C 2 A E                                2   93884
  18105.000000   19665.000000    10000.00 G7WDT FX    18HC10SFC0 A 0 41063089001 431149  795020 HAMILTON (85 HEMPSTEAD RD) ON         220   19 2              5420 D   38.6   0.0 A 492  348.0 -28.0  -0.060  10.6   19        5420 D   38.6   0.0 A 492  348.0 -119.0  -0.060  -84.0   19        CHG888     5090502 HAMILTON ON                                 Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5096156 CHL382     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                0        
  18105.000000   19665.000000    10000.00 G7WDT FX    18HC10SFC0 A 0 41063110001 452034  754723 OTTAWA (2600 DRAPER AVE.) ON           75   48 2              5420 D   38.6   0.0 A 492  182.0 -13.0  -0.030  25.6   48        5420 D   38.6   0.0 A 492  182.0 -119.0  -0.030  -73.0   48        CHL401     5096262 NEAPEAN ON                                  Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5092820 CHK909     1            41   A-ANT18G2C A-ANT18G2C 1 B E                                0        
  18110.000000   19670.000000    20000.00 D7WET FX    18HC20HFC1 A 0 41062521001 435102  790319 AJAX (92 CHURCH ST. S.) ON             81   40 2              5350 I   41.0   0.0 B 540  249.5  -9.5   0.300  31.5   40        5350 I   41.0   0.0 B 540  249.5 -102.0   0.300  -69.1   40        CHG942     5089350 SCARBOROUGH ON                              Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5091331 CHK699     1            41   ANT18G2.5C ANT18G2.5C 1 A E                                2   93134
  18110.000000   19670.000000    20000.00 D7WET FX    18HC20HFC1 A 0 41062546001 435429  785407 OSHAWA (600 THORNTON PLACE) ON        135   22 2              5350 I   41.0   0.0 A 540  233.0  -9.5  -0.190  31.5   22        5350 I   41.0   0.0 A 540  233.0 -102.0  -0.190  -62.1   22        CHK700     5091333 WHITBY ON                                   Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5091970 CHK808     1            41   ANT18G2.5C ANT18G2.5C 1 A E                                2   93254
  18110.000000   19670.000000    20000.00 D7WET FX    18HC20HFC1 A 0 41062546001 435429  785407 OSHAWA (600 THORNTON PLACE) ON        135   22 2              5350 I   41.0   0.0 A 540  233.0  -9.5  -0.190  31.5   22        5350 I   41.0   0.0 A 540  233.0 -102.0  -0.190  -62.1   22        CHK807     5091333 WHITBY ON                                   Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5091970 CHK808     1            41   ANT18G2.5C ANT18G2.5C 1 A E                                2   93254
  18110.000000   19670.000000    20000.00 D7WET FX    18HC20SFC0 A 0 41062713001 433833  792228 TORONTO (1 YONGE ST) ON                76   28 2              5420 G   38.7   0.0 B 141  356.5 -24.9   1.880  13.8   28        5420 G   38.7   0.0 B 141  356.5 -109.0   1.880  -59.4   28        CHG915     5090540 TORONTO ON                                  Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5092833 CHK904     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2   93487
  18110.000000   19670.000000    20000.00 D7WET FX    18HC20SFC0 A 0 41062877001 433833  792228 TORONTO (1 YONGE ST) ON                76   28 2              5420 G   38.6   0.0 B 141   55.0 -35.2   0.630   3.4   22        5420 G   38.6   0.0 B 141   55.0 -109.0   0.630  -78.0   22        CHK902     5092831 TORONTO ON                                  Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5092833 CHK904     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2   93757
  18110.000000   19670.000000    20000.00 G7WDT FX    18HC20HFC0 A 0 41063349001 435445  792642 RICHMOND HILL  (11685 YONGE ST) ON    280   15 2              5420 E   38.6   0.0 B 498  151.0 -17.0  -0.590  21.6   15        5420 E   38.6   0.0 B 498  151.0 -116.0  -0.590  -75.0   15        CHG738     5089368 RICHMOND HILL ON                            Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5097556 CHL468     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2  100833
  18110.000000   19670.000000    20000.00 G7WDT FX    18HC20SFC0 A 0 41062438001 432354  794221 OAKVILLE (2263 MARINE DR) ON           82   48 2              5420 E   38.7   0.0 B 498  227.6 -13.0  -0.110  25.7   48        5420 E   38.7   0.0 B 498  227.6 -116.0  -0.110  -74.9   48        CHG895     5089392 BURLINGTON ON                               Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5091335 CHK704     1            41                         2 A E                                2   92950
  18110.000000   19670.000000    20000.00 G7WDT FX    18HC20SFC0 A 0 41062708001 433842  793141 TORONTO (41 MABELLE AVE) ON           120   55 2              5420 G   38.6   0.0 A 498    1.7 -13.0   0.050  25.6   55        5420 G   38.6   0.0 A 498    1.7 -116.0   0.050  -70.0   55        CHK708     5091339 TORONTO ON                                  Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5092827 CHK866     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2   93492
  18110.000000   19670.000000    20000.00 G7WDT FX    18HC20SFC0 A 0 41062837001 452916  752947 OTTAWA (3547 ST JOESPH BLVD) ON        55   25 2              5350 E   41.0   0.0 B 498  240.0 -13.0   0.270  28.0   25        5350 E   41.0   0.0 B 498  240.0 -116.0   0.270  -73.0   25        CHK916     5093536 OTTAWA ON                                   Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5093536 CHK969     1            41   ANT18G2.5C ANT18G2.5C 2 B E                                0        
  18110.000000   19670.000000    20000.00 G7WDT FX    18HC20SFC0 A 0 41062837001 452916  752947 OTTAWA (3547 ST JOESPH BLVD) ON        55   25 2              5350 E   41.0   0.0 B 498  240.0 -13.0   0.270  28.0   25        5350 E   41.0   0.0 B 498  240.0 -116.0   0.270  -73.0   25        CHK967             OOT0023                                     Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5093536 CHK969     1            41   ANT18G2.5C ANT18G2.5C 2 B E                                0        
  18110.000000   19670.000000    20000.00 G7WDT FX    18HC20SFC0 A 0 41062912001 435258  785453 WHITBY (200 GLEN HILL DR) ON          110   35 2              5420 E   38.6   0.0 B 498  106.0 -24.9  -0.250  13.7   35        5420 E   38.6   0.0 B 498  106.0 -116.0  -0.250  -80.7   35        CHK976     5093548 OSHAWA ON                                   Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5091223 CHK673     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2   93789
  18115.000000   19675.000000    10000.00 G7WDT FX    18HC10HFC0 A 0 41063114001 432105  795005 BURLINGTON(2050AMHERST HEIGHT DR)ON   146   37 2              5420 D   38.6   0.0 A 492   18.0 -18.0  -0.100  20.6   40        5420 D   38.6   0.0 A 492   18.0 -119.0  -0.100  -76.2   40        CHK789     5092106 BURLINGTON ON                               Globalive Wireless Management Corp. Attn: Ahmed Derini                  207 Queens Quay West, P.O. Box 114, Toronto ON, M5J1A7                           416-637-3525 090045300 5090450 CHG809     1            41   A-ANT18G2C A-ANT18G2C 1 A E                                2  100413
