Time-Piece,1.31,id/E/ES/ESAYM/Time-Piece-1.31.tar.gz
Unicode-Collate,1.19,id/S/SA/SADAHIRO/Unicode-Collate-1.19.tar.gz
Unicode-Normalize,1.25,id/K/KH/KHW/Unicode-Normalize-1.25.tar.gz
XML-XSH2,2.1.26,id/C/CH/CHOROBA/XML-XSH2-2.1.26.tar.gz
XSLoader,0.24,id/S/SA/SAPER/XSLoader-0.24.tar.gz
ack,2.16,id/P/PE/PETDANCE/ack-2.16.tar.gz
autodie,2.29,id/P/PJ/PJF/autodie-2.29.tar.gz
bignum,0.47,id/P/PJ/PJACKLAM/bignum-0.47.tar.gz
gettext,1.07,id/P/PV/PVANDRY/gettext-1.07.tar.gz
if,0.0606,id/R/RJ/RJBS/if-0.0606.tar.gz
libnet,3.10,id/S/SH/SHAY/libnet-3.10.tar.gz
parent,0.236,id/C/CO/CORION/parent-0.236.tar.gz
podlators,4.09,id/R/RR/RRA/podlators-4.09.tar.gz
threads,2.15,id/J/JD/JDHEDDEN/threads-2.15.tar.gz
threads-shared,1.55,id/J/JD/JDHEDDEN/threads-shared-1.55.tar.gz
version,0.9917,id/J/JP/JPEACOCK/version-0.9917.tar.gz
