node,neighbor,weight
dk1196,qi1254,0
dk1196,mf249,0
dk1196,dr9237,0
dm289,iy1831,0
do6293,ye6494,0
do6293,sr3372,0
do6293,ic7857,0
do6293,ro2574,0
do6968,ov1701,0
do6968,na7320,0
do6968,pe9783,0
dp2336,fa8142,0
dp2336,zp8057,0
dp2336,qf9651,0
dp2336,bh6421,0
dp2336,be9331,0
dp2336,li8892,0
dq3437,ke606,0
dq3437,tg4800,0
dq3437,ak4118,0
dr9237,ga9055,0
dr9237,dk1196,0
dr9237,xn176,0
dr9237,wn1800,0
du154,gd9865,0
du154,vn7687,0
du154,hd9342,0
du154,fl7431,0
dv5029,vp6581,0
dv5029,tu4447,0
dz6851,fw9487,0
dz6851,qz7117,0
dz6851,ix2192,0
dz6851,ue4588,0
dz6851,ke606,0
dz6851,un4299,0
ec1555,mp5609,0
ec1944,ms312,0
ec1944,ch3596,0
ec3443,uj9536,0
ec3443,qe3433,0
ec3443,sz2013,0
ec5391,na6482,0
ee7634,yk6365,0
ee7888,gq9217,0
ee7888,mf249,0
ee7888,dg1351,0
ee7888,hy3174,0
eg2686,uh304,0
eg2686,bm4147,0
eg2686,sh2067,0
eh1473,em6133,0
eh1473,mf249,0
eh1473,fl7431,0
eh1473,cn8124,0
ei472,zp8057,0
ei472,ne6428,0
ek8183,gx5104,0
ek8183,gd4919,0
ek8183,ro2574,0
ek8183,je7901,0
ek8323,pa1072,0
ek8323,sy8858,0
ek8323,pk4400,0
el6623,vw1841,0
el6623,de467,0
em6133,nv860,0
em6133,eh1473,0
em6133,au7224,0
em6133,xs7608,0
en47,jq7077,0
eq7321,at4967,0
er2522,gz4167,0
er2522,xb1518,0
er2522,fs3272,0
er2522,ph7161,0
er9529,zp8057,0
er9529,td4497,0
er9529,sz2013,0
er9529,sp6461,0
et5403,wk5311,0
et5403,gi8205,0
ev3106,fx1826,0
fa8142,dp2336,0
fa8142,pi120,0
fa8142,yb1050,0
fb3490,jg2446,0
fb3490,xx7916,0
fc3375,ne9090,0
fc3375,qq3013,0
fc3375,lt7281,0
fd912,uu3136,0
fd912,ci7288,0
fd912,vn7687,0
fe904,hx3841,0
fg7503,tq4436,0
fg7503,hy3382,0
fg7503,mt9254,0
fh182,xl1934,0
fh182,tu4447,0
fh182,uz246,0
fk9509,bf2896,0
fk9509,nq925,0
fl7431,du154,0
fl7431,eh1473,0
fm54,ov1701,0
fm54,zf3593,0
fm54,bx7525,0
fm54,bk8288,0
fn5880,mo4393,0
fr2296,aa5233,0
fs3272,er2522,0
fs3272,hm5725,0
fs8419,tr1237,0
ft5115,io867,0
fv6232,tx1494,0
fv6232,ms4711,0
fv7200,os3755,0
fv7200,az6386,0
fv7200,lt7281,0
fw9487,dz6851,0
fw9487,is6230,0
fw9818,hr2417,0
fw9818,xp7295,0
fw9818,wi9349,0
fx132,ws7365,0
fx1826,qz3065,0
fx1826,ev3106,0
fx1826,pa1072,0
fx2297,he6962,0
fx6598,gl672,0
fy3475,vw1841,0
fy3651,ak4814,0
fy3651,fz6467,0
fy3651,hv6123,0
fy3651,cz4473,0
fy3651,wd2398,0
fz6467,fy3651,0
fz6467,xj1482,0
ga9055,dr9237,0
ga9055,gq9217,0
gc3300,xr5273,0
gc3300,va291,0
gd4919,ek8183,0
gd4919,vn7687,0
gd9865,kf1575,0
gd9865,du154,0
gd9865,zf2607,0
ge3490,ph7161,0
ge3490,cn9075,0
gi4134,pg4318,0
gi4134,mr6362,0
gi4134,hf8740,0
gi6491,af1779,0
gi6491,od148,0
gi8205,qc6916,0
gi8205,an4403,0
gi8205,et5403,0
gj2382,yc4884,0
gj2382,tr1237,0
gl6332,lt9513,0
gl672,ii4132,0
gl672,fx6598,0
gl672,ci7288,0
gl672,nw4625,0
gm2892,vf7697,0
gm3252,ro9902,0
gm3252,ws3639,0
gm3252,ts445,0
gm3252,zb6924,0
gm9678,zn1446,0
gm9678,al4959,0
gm9678,dh7890,0
gq7417,ix290,0
gq9217,ee7888,0
gq9217,rp5733,0
gq9217,ga9055,0
gu5761,qf9651,0
gu5761,jf4349,0
gu5761,nc4472,0
gu8035,ih7919,0
gu8035,rm3464,0
gu8035,tj8472,0
gv2529,km8121,0
gv2529,sh2460,0
gx5104,cz2959,0
gx5104,ek8183,0
gx5104,jr8817,0
gx5104,ws3135,0
gz3416,px9961,0
gz4167,er2522,0
gz8916,kr2914,0
gz8916,lx1045,0
ha2145,dg2812,0
hb2719,xx7916,0
hb2719,rm4649,0
hb2719,tf8733,0
hb5778,qk5909,0
hb5778,zi81,0
hb5778,pm6356,0
hc2350,ok9103,0
hc3433,vc4113,0
hc3433,rp5733,0
hd4499,qz6108,0
hd9342,tx1494,0
hd9342,ms4711,0
hd9342,du154,0
he5237,lx1045,0
he5237,ri5711,0
he6962,fx2297,0
he6962,qg6028,0
hf8740,gi4134,0
hg8108,yl1187,0
hh4186,ai1358,0
hh4392,qz7117,0
hh4392,us8589,0
hh5387,tu4447,0
hh5387,us8589,0
hh5387,tk2433,0
hh5387,na8469,0
hh5387,tn1152,0
hh6395,cz2959,0
hh733,mn7468,0
hh733,tq4436,0
hh733,de467,0
hi4075,xs7608,0
hi4075,au2939,0
hi7649,pl2599,0
hi7649,an4403,0
hi7649,bc9189,0
hk4353,tr7186,0
hk4353,xh1648,0
hk4353,jp4131,0
hk4353,la2365,0
hk4353,at4967,0
hk4353,hr1138,0
hk6611,dj7704,0
hk6611,uv7506,0
hk9532,mo4393,0
hk9532,iq2323,0
hm5725,we737,0
hm5725,fs3272,0
hn1256,yk6365,0
hn1256,pm6302,0
ho4079,hr2417,0
ho4079,ry2913,0
hq8064,rk7505,0
hq8064,ab3886,0
hr1138,xo1331,0
hr1138,hk4353,0
hr1138,mp5609,0
hr2417,ho4079,0
hr2417,fw9818,0
hv2478,ve6536,0
hv4312,yl1187,0
hv4312,nx9645,0
hv6123,ix3120,0
hv6123,fy3651,0
hv6123,mo4393,0
hv8592,bx7525,0
hv8592,ql5695,0
hv8592,ah4571,0
hx3841,oo5372,0
hx3841,md4523,0
hx3841,nn867,0
hx3841,fe904,0
hx3841,zj5063,0
hy3174,yn1423,0
hy3174,ee7888,0
hy3174,ld4764,0
hy3382,px7283,0
hy3382,fg7503,0
hy3382,yg5116,0
hz5317,nq925,0
hz5317,pm6302,0
hz5317,su2910,0
hz5317,il5505,0
ic7857,sp7525,0
ic7857,be9331,0
ic7857,do6293,0
ih7919,zj633,0
ih7919,mm2662,0
ih7919,gu8035,0
ih7919,js758,0
ih7919,qz4133,0
ih7919,ac7558,0
ih7919,mm2662,0
ih7919,jc7057,0
ii4132,kb7767,0
ii4132,gl672,0
ii4132,uj9536,0
il5505,kr2914,0
il5505,hz5317,0
io867,sb5092,0
io867,ft5115,0
io867,tq4436,0
iq2323,iy1831,0
iq2323,qz7117,0
iq2323,hk9532,0
ir1804,ny9206,0
ir1804,sr3372,0
ir1804,ch3596,0
ir1804,az6386,0
is6230,fw9487,0
is6230,lj7780,0
is6230,is9349,0
is9349,lu1915,0
is9349,qb5715,0
is9349,sk9901,0
is9349,is6230,0
ix2192,od1494,0
ix2192,dz6851,0
ix2192,wq146,0
ix290,xo1331,0
ix290,gq7417,0
ix3120,hv6123,0
ix3120,qe2408,0
iy1031,mm2662,0
iy1831,iq2323,0
iy1831,mh2517,0
iy1831,dm289,0
jc7057,ih7919,0
jc7057,oo7773,0
jd5736,ta2687,0
jd5736,pk4400,0
jd5736,kw9551,0
je7901,ek8183,0
jf4349,gu5761,0
jg2446,fb3490,0
jg8054,nv860,0
jg8054,bn5781,0
ji3943,kb7767,0
jn5213,qz6819,0
jn5213,qe3433,0
jn5213,nl258,0
jp4131,hk4353,0
jp4131,yx718,0
jp4131,cg5732,0
jq7077,en47,0
jq7077,vi8455,0
jr7393,yl1187,0
jr7393,ll3242,0
jr8817,gx5104,0
js758,ih7919,0
js758,zv8418,0
ju6568,vw1841,0
ju6568,qb5715,0
ju9183,zi81,0
ju9183,rk7505,0
jw3025,xf3819,0
jw3025,ze6740,0
jw3025,sf3297,0
jz5747,yx718,0
ka3831,sh2067,0
ka3831,xc5080,0
ka3831,we737,0
ka3831,xr5273,0
ka668,ms4711,0
ka668,vv396,0
ka668,oa655,0
ka668,ox8252,0
ka668,wz5535,0
kb5692,px7283,0
kb7767,nv6812,0
kb7767,ii4132,0
kb7767,rn5778,0
kb7767,ji3943,0
ke606,dq3437,0
ke606,yt4043,0
ke606,od148,0
ke606,dz6851,0
kf1575,gd9865,0
kh8029,ti6048,0
kh8029,ox9970,0
kk423,ce2492,0
kl8501,ss4569,0
km8121,gv2529,0
km8121,vw2262,0
km8121,xp7295,0
kq3776,cz2959,0
kr2914,il5505,0
kr2914,wm1134,0
kr2914,gz8916,0
kr2914,mh9553,0
kt7351,wb1473,0
kt7351,qz3065,0
kt7351,ve6536,0
kv4910,qf3840,0
kw9551,rm3464,0
kw9551,ri5711,0
kw9551,jd5736,0
kx4527,zs3569,0
kx4527,ss4569,0
la2365,pg409,0
la2365,ot2960,0
la2365,hk4353,0
ld4764,mm7101,0
ld4764,rn5778,0
ld4764,hy3174,0
li8892,dp2336,0
li8892,yl9012,0
lj7780,az184,0
lj7780,tp9155,0
lj7780,ud8663,0
lj7780,is6230,0
lj7780,na8469,0
lk9550,af1779,0
ll3242,jr7393,0
ln8088,uk1476,0
lq8629,ux232,0
lt7281,fv7200,0
lt7281,fc3375,0
lt9513,ud8747,0
lt9513,gl6332,0
lt9513,zy949,0
lt9513,yl9012,0
lu1915,is9349,0
lu1915,xn176,0
lv8052,xo1331,0
lv8052,pu2190,0
lx1045,us8589,0
lx1045,he5237,0
lx1045,gz8916,0
lz9845,cm986,0
lz9845,ti6048,0
lz9845,au7224,0
lz9845,dj8643,0
mb2034,qc6916,0
md4523,hx3841,0
md7040,qz7117,0
md7040,vg4706,0
mf249,dk1196,0
mf249,ee7888,0
mf249,pg409,0
mf249,eh1473,0
mh2517,iy1831,0
mh2706,pu2190,0
mh9553,kr2914,0
mh9553,xb4042,0
mj5816,nv860,0
mm2662,ih7919,0
mm2662,ih7919,0
mm2662,iy1031,0
mm7101,xs349,0
mm7101,ld4764,0
mn7468,hh733,0
mn7468,zg5284,0
mo4393,hk9532,0
mo4393,rm3464,0
mo4393,fn5880,0
mo4393,hv6123,0
mp5609,ec1555,0
mp5609,hr1138,0
mq1731,pl941,0
mq1731,zr4249,0
mq1731,dh523,0
mr6362,yl1187,0
mr6362,tj8472,0
mr6362,gi4134,0
mr6362,yl9725,0
ms2223,cz4473,0
ms2223,xl1934,0
ms312,ec1944,0
ms4711,zq9947,0
ms4711,hd9342,0
ms4711,ka668,0
ms4711,fv6232,0
mt9254,zq8076,0
mt9254,ox9970,0
mt9254,fg7503,0
my4602,oe7550,0
my4602,vw2262,0
my4602,bf7284,0
na1134,pl941,0
na1134,xj1482,0
na6482,ec5391,0
na6482,od1494,0
na7320,do6968,0
na8469,hh5387,0
na8469,lj7780,0
nb2508,ov1701,0
nb2508,cd1196,0
nb2508,zy949,0
nc4472,wc7763,0
nc4472,gu5761,0
nc4472,zo39,0
nc4472,oo5372,0
nd3257,tu4447,0
nd3257,xv6125,0
ne6428,cz4473,0
ne6428,uf3359,0
ne6428,ei472,0
ne6428,dg2812,0
ne6428,oo5372,0
ne7522,vq4907,0
ne7522,wu9915,0
ne9090,fc3375,0
ni5492,wi3934,0
nl258,wj9923,0
nl258,jn5213,0
nn867,um5142,0
nn867,hx3841,0
nn867,zv8418,0
np2341,xh7281,0
np2341,pk3349,0
np2341,ql5695,0
nq925,hz5317,0
nq925,tu928,0
nq925,fk9509,0
nv6812,kb7767,0
nv6812,cn9075,0
nv860,jg8054,0
nv860,em6133,0
nv860,rj5854,0
nv860,mj5816,0
nv860,oo315,0
nv860,zj5063,0
nw4625,gl672,0
nw4625,qz6108,0
nx9645,hv4312,0
ny9206,qz6819,0
ny9206,ir1804,0
nz4382,ze6740,0
nz4382,wb1473,0
oa5255,rm3464,0
oa655,ka668,0
oc6306,ze6740,0
oc6306,un4299,0
od148,ke606,0
od148,am9416,0
od148,xh1648,0
od148,gi6491,0
od1494,na6482,0
od1494,cp7916,0
od1494,ix2192,0
od1494,ci7288,0
od2814,ry6636,0
od2814,aa5233,0
od2814,ze6740,0
od2814,ot2960,0
od588,ue4588,0
od588,zr3285,0
od588,dh7890,0
oe7550,my4602,0
oe7550,wu9915,0
ok9103,bk8288,0
ok9103,ac7477,0
ok9103,hc2350,0
ok9103,ag5722,0
oo315,nv860,0
oo315,yl9725,0
oo5372,hx3841,0
oo5372,nc4472,0
oo5372,ne6428,0
oo5372,yg5116,0
oo7773,jc7057,0
oo7773,su2910,0
oq9020,py4885,0
oq9020,uv8665,0
or9035,pe7519,0
or9035,ck9173,0
os3755,fv7200,0
os3755,wd2398,0
ot2960,od2814,0
ot2960,la2365,0
ot8931,xx7916,0
ot8931,bm4147,0
ot8931,ow6377,0
ot8931,ah4571,0
ov1701,nb2508,0
ov1701,fm54,0
ov1701,do6968,0
ov1701,tr1237,0
ov1701,va3615,0
ow6377,bg3981,0
ow6377,ot8931,0
ow7149,sd6570,0
ow7149,px7283,0
ow7933,zf7611,0
ow7933,qv9989,0
ox8252,ka668,0
ox9970,mt9254,0
ox9970,kh8029,0
oy8324,af1779,0
oy8324,xf3819,0
oy8324,ac7558,0
pa1072,ek8323,0
pa1072,fx1826,0
pa1072,td4497,0
pc6840,sp6461,0
pc6840,vv396,0
pd1930,uk913,0
pd6030,vf7195,0
pd6030,az6386,0
pd9443,vv5266,0
pd9443,cd1196,0
pd9443,vv5266,0
pd9443,xm8218,0
pe7519,or9035,0
pe7519,vq4907,0
pe9783,do6968,0
pe9783,dj7704,0
pg409,mf249,0
pg409,ch3596,0
pg409,la2365,0
pg4318,gi4134,0
pg4318,cn8124,0
ph7161,ge3490,0
ph7161,tp9155,0
ph7161,er2522,0
pi120,fa8142,0
pi120,ae8904,0
pk3349,np2341,0
pk3349,dd8634,0
pk4400,qz3065,0
pk4400,ek8323,0
pk4400,jd5736,0
pl2599,pm6302,0
pl2599,hi7649,0
pl2599,au7224,0
pl2599,al4959,0
pl941,na1134,0
pl941,mq1731,0
pl941,zi81,0
pm6302,hz5317,0
pm6302,pl2599,0
pm6302,hn1256,0
pm6356,hb5778,0
pu2190,mh2706,0
pu2190,lv8052,0
px7283,hy3382,0
px7283,ro2574,0
px7283,kb5692,0
px7283,am9416,0
px7283,ow7149,0
px9961,gz3416,0
px9961,tu928,0
py4885,oq9020,0
py5378,qg6028,0
py5378,be9331,0
qa9948,qv9989,0
qb5715,is9349,0
qb5715,ju6568,0
qb5715,ri5711,0
qc6916,gi8205,0
qc6916,mb2034,0
qc6916,zv8418,0
qe2408,wc7763,0
qe2408,vq4907,0
qe2408,ix3120,0
qe3433,ec3443,0
qe3433,jn5213,0
qf3840,zq8076,0
qf3840,vx5322,0
qf3840,ve6536,0
qf3840,kv4910,0
qf3840,bo3143,0
qf3840,ry2913,0
qf4663,rj5854,0
qf4663,uj6618,0
qf9651,dp2336,0
qf9651,gu5761,0
qf9651,xh1648,0
qg6028,py5378,0
qg6028,he6962,0
qg6028,qk5909,0
qg6028,ri5711,0
qg7396,yb8561,0
qg7396,yt1640,0
qi1254,dk1196,0
qi1254,ug2812,0
qk5909,hb5778,0
qk5909,qg6028,0
ql5695,np2341,0
ql5695,hv8592,0
ql5695,su1485,0
qq3013,uk1476,0
qq3013,fc3375,0
qq3013,xv276,0
qv9989,cm986,0
qv9989,ow7933,0
qv9989,qa9948,0
qz3065,fx1826,0
qz3065,kt7351,0
qz3065,pk4400,0
qz4133,ih7919,0
qz4133,su1485,0
qz4133,yx718,0
qz4133,wz5535,0
qz6108,hd4499,0
qz6108,ro9902,0
qz6108,yn1423,0
qz6108,nw4625,0
qz6819,ny9206,0
qz6819,yn1423,0
qz6819,jn5213,0
qz6819,yb8561,0
qz7117,uj6618,0
qz7117,hh4392,0
qz7117,dz6851,0
qz7117,md7040,0
qz7117,iq2323,0
rh2810,uv7506,0
rh2810,xs349,0
rh2810,as5311,0
ri3059,xh7281,0
ri5711,he5237,0
ri5711,kw9551,0
ri5711,qg6028,0
ri5711,qb5715,0
rj5854,nv860,0
rj5854,qf4663,0
rj5854,af1779,0
rj5854,az184,0
rk7505,hq8064,0
rk7505,ju9183,0
rm3464,gu8035,0
rm3464,dg1351,0
rm3464,mo4393,0
rm3464,oa5255,0
rm3464,kw9551,0
rm3464,tu4447,0
rm4649,zv8418,0
rm4649,hb2719,0
rn5778,ld4764,0
rn5778,kb7767,0
ro2574,px7283,0
ro2574,zj633,0
ro2574,ek8183,0
ro2574,do6293,0
ro9902,gm3252,0
ro9902,yc4884,0
ro9902,qz6108,0
ro9902,xf3819,0
ro9902,zf3593,0
ro9902,dh523,0
rp5733,hc3433,0
rp5733,gq9217,0
rp6452,xl1934,0
rt4084,xc5080,0
ry2913,ho4079,0
ry2913,tw9827,0
ry2913,qf3840,0
ry6636,od2814,0
ry6636,wn1800,0
sb105,xx7916,0
sb5092,io867,0
sb5092,cm986,0
sd6570,ow7149,0
sd6570,vv5266,0
sf3297,ss4569,0
sf3297,jw3025,0
sf3297,sh2460,0
sf3297,zu5260,0
sf7629,au7703,0
sf7629,ux232,0
sf7629,tu928,0
sh2067,ka3831,0
sh2067,ws7365,0
sh2067,eg2686,0
sh2460,sf3297,0
sh2460,gv2529,0
si4037,dj8643,0
si4037,ss4569,0
sk9901,zj9867,0
sk9901,is9349,0
sp6461,pc6840,0
sp6461,wz5535,0
sp6461,er9529,0
sp7525,ic7857,0
sp7525,ct2566,0
sr3372,ir1804,0
sr3372,ai1358,0
sr3372,do6293,0
sr9617,bk8288,0
ss4569,sf3297,0
ss4569,si4037,0
ss4569,kx4527,0
ss4569,kl8501,0
st2304,yb8561,0
su1485,qz4133,0
su1485,ab3886,0
su1485,yb1050,0
su1485,ql5695,0
su2910,hz5317,0
su2910,am9416,0
su2910,oo7773,0
su2910,zf3593,0
sy4779,zb6924,0
sy8858,ek8323,0
sy8858,az1985,0
sy8858,ac7558,0
sy8858,ud8663,0
sz2013,zj633,0
sz2013,er9529,0
sz2013,ec3443,0
ta2687,jd5736,0
ta8811,zv8418,0
tb8059,au7224,0
tc8581,ue4588,0
td4497,er9529,0
td4497,pa1072,0
tf8733,hb2719,0
tg4800,uf2800,0
tg4800,dq3437,0
ti6048,lz9845,0
ti6048,kh8029,0
ti6048,cn9075,0
tj8472,gu8035,0
tj8472,xv276,0
tj8472,mr6362,0
tj8472,zx8907,0
tk2433,hh5387,0
tk2433,de467,0
tk2433,bf7284,0
tn1152,hh5387,0
tp6781,bx7525,0
tp6781,zx8907,0
tp9155,ph7161,0
tp9155,lj7780,0
tq4436,fg7503,0
tq4436,hh733,0
tq4436,io867,0
tr1237,cu5046,0
tr1237,fs8419,0
tr1237,xh1648,0
tr1237,ov1701,0
tr1237,gj2382,0
tr7186,ue4588,0
tr7186,xh4758,0
tr7186,hk4353,0
tr7186,xh4758,0
ts445,gm3252,0
tu4447,va291,0
tu4447,hh5387,0
tu4447,nd3257,0
tu4447,dv5029,0
tu4447,fh182,0
tu4447,rm3464,0
tu928,xn176,0
tu928,nq925,0
tu928,sf7629,0
tu928,px9961,0
tw2019,xx7916,0
tw9827,ry2913,0
tw9827,wk5311,0
tx1494,hd9342,0
tx1494,cw1950,0
tx1494,fv6232,0
ud8663,lj7780,0
ud8663,sy8858,0
ud8747,lt9513,0
ue4588,tr7186,0
ue4588,od588,0
ue4588,tc8581,0
ue4588,dz6851,0
uf2800,tg4800,0
uf3359,dh7890,0
uf3359,ne6428,0
uf3359,am9416,0
ug2812,qi1254,0
uh304,eg2686,0
uj6618,qz7117,0
uj6618,qf4663,0
uj9536,ii4132,0
uj9536,yt4043,0
uj9536,ec3443,0
uj9536,vi8455,0
uk1476,ln8088,0
uk1476,qq3013,0
uk1476,wm959,0
uk913,xh1648,0
uk913,pd1930,0
um5142,nn867,0
un4299,oc6306,0
un4299,dz6851,0
us8589,cz4473,0
us8589,hh4392,0
us8589,lx1045,0
us8589,hh5387,0
uu3136,fd912,0
uv7506,rh2810,0
uv7506,hk6611,0
uv8665,oq9020,0
uv8665,xn176,0
ux232,lq8629,0
ux232,sf7629,0
uz246,cf913,0
uz246,ws3135,0
uz246,fh182,0
va291,tu4447,0
va291,gc3300,0
va291,ci7288,0
va3615,yb1050,0
va3615,ov1701,0
vc4113,hc3433,0
vc4113,ve6536,0
ve6536,vc4113,0
ve6536,hv2478,0
ve6536,qf3840,0
ve6536,kt7351,0
vf7195,vp6581,0
vf7195,pd6030,0
vf7697,zw5368,0
vf7697,xv276,0
vf7697,gm2892,0
vg4706,md7040,0
vi8455,uj9536,0
vi8455,jq7077,0
vn7687,gd4919,0
vn7687,du154,0
vn7687,fd912,0
vp6581,vf7195,0
vp6581,dv5029,0
vq4907,ne7522,0
vq4907,pe7519,0
vq4907,qe2408,0
vs1509,xb1518,0
vs1509,cp7916,0
vv396,ka668,0
vv396,pc6840,0
vv396,zv8418,0
vv5266,pd9443,0
vv5266,pd9443,0
vv5266,sd6570,0
vv5266,ak4118,0
vw1841,el6623,0
vw1841,ju6568,0
vw1841,fy3475,0
vw2262,xc5080,0
vw2262,my4602,0
vw2262,km8121,0
vx5322,qf3840,0
vx5322,wi9349,0
wb1473,kt7351,0
wb1473,nz4382,0
wb1473,dd8634,0
wb1473,cg5732,0
wc7763,nc4472,0
wc7763,qe2408,0
wd2398,zm6239,0
wd2398,os3755,0
wd2398,fy3651,0
wd2398,ct2566,0
we737,hm5725,0
we737,ka3831,0
wi3934,yb1050,0
wi3934,zr4249,0
wi3934,ni5492,0
wi9349,fw9818,0
wi9349,vx5322,0
wj9923,dg1351,0
wj9923,nl258,0
wk5311,et5403,0
wk5311,tw9827,0
wm1134,xj1482,0
wm1134,kr2914,0
wm959,uk1476,0
wn1800,dr9237,0
wn1800,ry6636,0
wq146,ix2192,0
wq146,zs3569,0
ws3135,gx5104,0
ws3135,au7224,0
ws3135,cn9075,0
ws3135,uz246,0
ws3639,gm3252,0
ws7365,sh2067,0
ws7365,fx132,0
wu9915,ne7522,0
wu9915,oe7550,0
wz5535,sp6461,0
wz5535,ka668,0
wz5535,qz4133,0
xb1518,er2522,0
xb1518,vs1509,0
xb4042,mh9553,0
xc5080,vw2262,0
xc5080,ka3831,0
xc5080,rt4084,0
xf3819,jw3025,0
xf3819,oy8324,0
xf3819,ce2492,0
xf3819,ro9902,0
xh1648,hk4353,0
xh1648,uk913,0
xh1648,ca1661,0
xh1648,qf9651,0
xh1648,tr1237,0
xh1648,od148,0
xh4758,tr7186,0
xh4758,tr7186,0
xh7281,ri3059,0
xh7281,np2341,0
xh7281,ye6494,0
xh7281,yk6365,0
xj1482,wm1134,0
xj1482,fz6467,0
xj1482,na1134,0
xl1934,fh182,0
xl1934,ms2223,0
xl1934,rp6452,0
xm8218,xo1331,0
xm8218,pd9443,0
xm8218,ye5945,0
xn176,tu928,0
xn176,dr9237,0
xn176,ck9173,0
xn176,lu1915,0
xn176,uv8665,0
xo1331,xm8218,0
xo1331,ix290,0
xo1331,hr1138,0
xo1331,lv8052,0
xp7295,fw9818,0
xp7295,km8121,0
xr5273,gc3300,0
xr5273,ka3831,0
xs349,mm7101,0
xs349,rh2810,0
xs7608,hi4075,0
xs7608,em6133,0
xv276,tj8472,0
xv276,vf7697,0
xv276,qq3013,0
xv6125,cn6750,0
xv6125,au7703,0
xv6125,nd3257,0
xx7916,tw2019,0
xx7916,hb2719,0
xx7916,ot8931,0
xx7916,sb105,0
xx7916,fb3490,0
yb1050,wi3934,0
yb1050,va3615,0
yb1050,su1485,0
yb1050,fa8142,0
yb8561,qg7396,0
yb8561,st2304,0
yb8561,qz6819,0
yb9172,cz4473,0
yb9172,zp8057,0
yc2224,zw5368,0
yc2224,at4967,0
yc4884,ro9902,0
yc4884,gj2382,0
ye5945,xm8218,0
ye6494,do6293,0
ye6494,xh7281,0
yg5116,hy3382,0
yg5116,oo5372,0
yk6365,hn1256,0
yk6365,ee7634,0
yk6365,xh7281,0
yl1187,mr6362,0
yl1187,hg8108,0
yl1187,zj6054,0
yl1187,hv4312,0
yl1187,jr7393,0
yl1187,zx8907,0
