node,neighbor,weight
nj4052,yi3109,1021
nj4052,rd7078,4584
nj4052,uw1658,4741
ax4314,at9521,1702
ax4314,ya3725,9592
nf7233,wp8113,8608
nf7233,xi9135,1009
nf7233,qk6576,6767
xi9135,nf7233,1009
xi9135,wa4121,8162
qz9443,ha6101,9567
bu1392,lx9280,3298
ex8694,qt1590,5983
ex8694,kh6756,452
bq6457,ch3323,6087
bq6457,pa5579,7821
pa5579,bq6457,7821
ai1658,sw3023,5992
ai1658,kk3073,1073
rm2039,bg7899,4388
st8982,ni4341,2027
st8982,vd8290,1803
st8982,dt5095,6854
st8982,zp6567,6755
st8982,uf4566,280
ni4341,st8982,2027
ni4341,rn450,935
wa4121,yd4935,4827
wa4121,xi9135,8162
wa4121,cs2311,729
op1167,gj9047,6826
op1167,vv9602,5886
gj9047,op1167,6826
gj9047,wf9743,1855
gj9047,ao797,262
gj9047,oy3493,6591
rl3072,qx5488,3740
cm3430,qt1590,3224
ga7514,ue7262,5401
dc47,kh6756,3649
dc47,sw3023,5178
tg8045,ur522,5230
tg8045,bm7369,7516
cv6473,ap9192,22
cv6473,gq2593,9716
hk3735,bw5625,9881
wh6635,de7674,4116
de7674,wh6635,4116
gq2593,cv6473,9716
qk6576,nf7233,6767
qk6576,kh6756,117
hw6408,dy7908,3962
hy1734,zu1158,6155
hy1734,kj4371,9977
kj4371,hy1734,9977
nl5215,dn4436,9137
nl5215,qg1175,8514
qg1175,nl5215,8514
di3939,ww967,7081
abc123,xyz789,1000000
abc123,I_AM_A_TEST,12345
xyz789,abc123,1000000
I_AM_A_TEST,abc123,12345
