node,neighbor,weight,is_directed
jk6502,kv4153,37870,1
jl481,nl8444,88722,1
jl7576,kx9187,91634,1
jm5548,qo5459,95046,1
jm6485,ho8889,48224,1
jn658,rc1751,41068,1
jn9139,da9126,52192,1
jo7013,xv7256,66922,1
jr2704,gk1873,34693,1
jr7046,qk7785,94234,1
js2022,kg3752,89939,1
ju100,lf2235,85331,1
ju5146,sm4345,28227,1
ju5488,jf9552,2023,1
jv225,lr6321,17017,1
jv8570,tq1915,39580,1
jw7759,ir8690,89469,1
jw9671,rt9346,44094,1
jx4652,nj7168,80421,1
jx4652,rp124,67166,1
jx4652,ga363,14448,1
jx8544,jk6502,35973,1
jz3478,ax5974,93866,1
jz3478,ae7762,11949,1
jz4406,tj582,60862,1
jz4406,qn3389,8337,1
ka6442,gg4549,47758,1
ka6989,dg183,67341,1
ka6989,cg2350,1498,1
ka6989,ot5795,51422,1
ka9786,zf5119,13192,1
kb3398,ax5974,68419,1
kc1703,gh8537,89203,1
kc4251,jm6485,6012,1
kc469,df291,89509,1
kc469,ze5150,90410,1
kd3099,th5116,11710,1
kd7521,kz1471,21907,1
kf7681,pw8140,72786,1
kf9557,ip6127,94218,1
kg3752,iv3701,34699,1
kg8666,rk5878,6812,1
kg8666,lw1790,35087,1
kg8666,am2001,83551,1
kg8666,an1433,67603,1
kj6284,ko870,82143,1
km9953,xi481,99157,1
kn7072,xv7256,18931,1
kn7072,ql8614,91787,1
ko1404,gh1974,97590,1
ko3070,pk4926,20113,1
ko5383,rr4872,86537,1
ko7382,au6086,24969,1
ko7382,ya438,65996,1
ko870,fw3936,96601,1
kp2930,ob2938,53924,1
kp3962,sp6830,120,1
kp4616,nc6614,60576,1
kq4005,gp6219,93160,1
kq6912,jf9552,58211,1
kr1928,cf9413,12715,1
kr1928,fi6314,66234,1
kr1928,uo207,37418,1
kr350,wi4248,21894,1
kr8325,qq6790,85457,1
kr8325,gh8969,481,1
kr8837,ek3107,18846,1
ks3058,pf3605,21415,1
kt4735,nb639,96735,1
kt6611,gh1974,94219,1
kt6611,yx487,68557,1
ku6868,ee4360,31888,1
kv4153,xy1975,61754,1
kw2652,yo970,10403,1
kw7768,vy6258,18879,1
kw7768,cg2350,22210,1
kx9187,ya438,97100,1
ky5235,tt6476,49333,1
kz1471,dh6292,40424,1
kz416,wq6165,54691,1
ld3911,ct9380,50648,1
ld9659,lj8599,28641,1
lf2235,ra5388,46080,1
lf7181,ry4300,74169,1
lg5228,lw1790,9660,1
lg5228,qp1940,67986,1
li2819,rf4561,64814,1
li2819,qj3208,64549,1
li2941,oq1768,13450,1
lj5340,uk9781,45822,1
lj8599,pw8140,49630,1
lj8935,bf9328,6393,1
lk3965,ip9817,17259,1
ln6645,wy2318,8249,1
ln8535,rt3118,69080,1
ln8535,uh8563,24073,1
lo2561,hd3519,45000,1
lo2756,tz8627,51845,1
lr6321,lj8935,80874,1
ls7790,vs7884,23589,1
lt612,oj5059,48070,1
lt612,wt7046,60807,1
lt8283,kq4005,2202,1
lt8283,fp7117,66056,1
lt9699,ia7391,88314,1
lu8047,si6868,10936,1
lu8310,ng9051,78039,1
lw1790,jx4652,50810,1
lx7229,eu8387,67412,1
ly3244,tc6312,90925,1
ly4561,iw2783,2968,1
lz1484,co8370,61872,1
lz6529,hg2554,14059,1
mb5589,bs7299,11193,1
mb8157,pg5665,16048,1
mc1454,mu5339,10642,1
mc1454,gf1051,80096,1
mc6696,wm7966,5684,1
mc7857,ui2431,27020,1
mc8023,ts6690,83178,1
mc8633,bp6310,52720,1
me587,xp4977,19983,1
me587,ff3628,99647,1
me8562,tw5071,45628,1
mf8058,qy3830,94081,1
mf8058,cx7736,97177,1
mg99,iv6020,52958,1
mh6068,yl9044,41377,1
mk1312,ev9478,47000,1
mk1312,bs7299,67892,1
ml1519,iz5137,34046,1
ml1519,nh991,19127,1
ml9837,wk556,77340,1
ml9925,qx5035,97343,1
mm7669,dl3326,50412,1
mm7669,bl2875,97844,1
mn1920,zy843,8336,1
mn8067,jb6258,46499,1
mn8067,ru2710,67464,1
mo7215,pa9457,98738,1
mo7215,gq9738,45744,1
mo7215,jo7013,24507,1
mp4256,zz552,3368,1
mr3061,vb3377,28724,1
mr8801,bs7299,11564,1
ms1897,am2001,72157,1
ms7665,fm2937,88998,1
ms7665,ay8436,89062,1
mt5395,jx4652,45110,1
mu1629,tg9035,87781,1
mu6878,jx4652,24522,1
mu6878,tx2972,28656,1
mw3710,jb7755,52809,1
mw3710,jm5548,81859,1
mw3710,vv6528,17947,1
mx6871,rh7841,25661,1
mx8288,nc6614,7196,1
my2071,mp4256,4585,1
my2071,ci4571,2916,1
my5512,xp4977,40344,1
nb4363,ee8718,65356,1
nb639,fz6157,24244,1
nb8842,ji4048,39770,1
nc3009,xe1941,79337,1
nd2174,cb7730,68053,1
nf1755,ya6667,56857,1
nf4116,bu8243,54027,1
nf6556,jc3442,37293,1
nf6556,xz7144,47894,1
ng5897,aq2197,29135,1
ng9051,xd1956,37236,1
nh2227,rm4127,45579,1
nh7262,yp36,76939,1
nh991,hu3627,27967,1
ni5973,vh2022,51561,1
nj7168,an1769,98360,1
nk5780,bd3266,10421,1
nk5780,qb3153,59779,1
nl138,lx7229,36875,1
nl7882,bu6268,94364,1
nl8444,cx7736,68600,1
no1593,yu3271,99542,1
no7744,cf8302,15195,1
no9280,kf7681,58623,1
np8627,ba1076,55302,1
nq677,uf3974,76908,1
nq7131,fn4060,49281,1
ns4533,zx4514,5901,1
ns5127,tb6770,97003,1
ny8128,fw5991,57404,1
ny9344,bs7299,32563,1
ny9344,ot4857,34649,1
nz5577,ju100,14496,1
nz5577,qt1721,21345,1
oa2520,sw5854,70901,1
oa2520,pf3605,1723,1
oa2520,vs7884,22866,1
ob2938,sa3960,84676,1
ob4148,us5074,9762,1
oc1962,uo7526,33401,1
od1875,us3230,31617,1
od1875,wz2338,27171,1
od8191,iv9978,8167,1
of5474,oz1542,13983,1
og7458,jn658,24199,1
oj4290,mh6068,50618,1
oj434,vh6272,79131,1
oj5059,gq7277,90128,1
oj5059,hl9325,91618,1
oj907,iv9978,8363,1
op9414,ct9380,86249,1
oq1768,un2664,86457,1
oq1768,et9714,51819,1
oq1768,zy1581,63746,1
oq4739,oa2520,25981,1
oq4887,br2750,45927,1
or3360,cm7567,28650,1
or3360,ku6868,80150,1
os841,gq7277,10939,1
os9129,iq8552,8123,1
os9129,qp2887,47998,1
os9129,tl7573,17812,1
ot4857,fc6975,34158,1
ot5795,os841,55382,1
ot8084,uv9827,27550,1
ot8084,gu7067,25101,1
ot903,sm4345,47067,1
ot9145,gl43,90858,1
ov971,db8372,51547,1
ov971,ev7438,31388,1
ow3590,ny8128,31481,1
ow4244,dp2791,28518,1
ow7183,wz89,16090,1
ox466,pi6808,39100,1
ox6513,sb5445,13565,1
ox6987,cc107,47831,1
oz1542,cc4390,3597,1
oz5996,hd9794,65619,1
pa2987,gp6219,71150,1
pa4517,wn7282,1254,1
pa4517,um9215,61266,1
pa5533,mf8058,49860,1
pa5533,fd7575,32379,1
pa9457,wr5785,82703,1
pc3078,wk556,25006,1
pe2421,cw8575,33478,1
pe4192,ep2421,98240,1
pe8615,wk556,78812,1
pe8615,dc4471,76611,1
pe986,jg8756,59675,1
pe986,wi4248,10821,1
pf3605,mh6068,31720,1
pf4626,dj1525,64260,1
pg2878,ey6806,52032,1
pg5665,yu1185,96141,1
ph2543,nt850,11671,1
ph2543,da9126,55109,1
ph2543,ht5557,81791,1
pi3617,ny9344,42350,1
pi6808,uo7526,12208,1
pj8868,ub8080,99254,1
pk4926,ez3768,17970,1
pl2087,yp36,33947,1
pm9063,ks3058,1182,1
pn8313,qb5253,31726,1
po826,gx8707,3933,1
pq3925,co2751,32087,1
pq3925,lu8047,15980,1
pq4051,df291,88816,1
pq4051,da6822,68618,1
ps279,un2664,45963,1
pu5223,aq2197,19878,1
pv2476,cf8302,33259,1
pv9108,qq7950,63939,1
pw996,an8047,7980,1
px219,me587,42048,1
px219,hf5622,3213,1
py2140,eg466,63147,1
py5960,my2071,26694,1
py9707,bm9021,18638,1
qb3153,bu9408,3782,1
qb5253,pj8868,78752,1
qb8305,nq677,81312,1
qc9864,tu2542,88401,1
qh2264,aa7488,23215,1
qh7700,gg4549,51978,1
qh7700,gh1974,83639,1
qj3208,jb2194,19820,1
qj4166,nf1755,78752,1
qj5852,gl1579,41562,1
qj8715,qr1219,59592,1
qj8715,tj582,96090,1
qj8715,mh6068,65710,1
qk1567,gh8969,74111,1
qk7785,ns5127,58445,1
qk7785,ae7762,24465,1
ql8614,lg9569,75100,1
qm1943,ed3528,98689,1
qn3389,nl7882,17403,1
qo5459,bl2875,13405,1
qo5459,id2246,3196,1
qp1940,wb8531,19376,1
qp2887,mx6871,340,1
qp6476,af6452,56754,1
qq4806,fd3930,52498,1
qq4806,eb8528,96389,1
qq7950,zg8383,74542,1
qr1219,fp186,46011,1
qs7978,jb6258,16996,1
qt1721,sv8250,14270,1
qu5810,no1593,3919,1
qu6077,ff5084,72100,1
qu7187,rj7448,7324,1
qv8322,ot9145,69040,1
qw199,ln6645,29572,1
qw199,zs315,964,1
qw199,ee8718,64272,1
qw8935,ev2673,97625,1
qx5035,wy2318,52388,1
qy3830,uz9723,37137,1
qz2866,lj8935,45861,1
qz4056,fy3407,19108,1
qz4262,li2941,70667,1
ra5388,pg2878,11299,1
rb5114,hn1857,40431,1
rb5114,hu4240,22142,1
rb7795,hh3158,21451,1
rc1751,al4834,68453,1
re8329,wc5695,23235,1
rf2246,kg3752,38034,1
rf3076,ts3964,28972,1
rf4561,xp7163,3569,1
rh4631,aa5526,48938,1
rh7841,je9993,11638,1
rh8085,us5074,6737,1
rj7448,ce8546,55441,1
rj8698,lj8599,63454,1
rk3040,fb7953,78151,1
rk5878,ym4642,54039,1
rk5878,jb6258,3484,1
rl5820,fp1485,24418,1
rl8498,ow3590,71580,1
rm4127,bk1977,37556,1
rm4127,yz3731,23232,1
ro4058,uf5874,53766,1
rp124,cl4666,83127,1
rp7574,tx3925,76228,1
rr4872,dz9560,7208,1
rr4872,xv7256,43670,1
rr4872,wi4248,22507,1
rr8891,rj8698,91687,1
rs9411,zf8177,65910,1
rt3118,db8372,42073,1
rt9346,iu9718,1877,1
ru2710,xg4705,4110,1
ru5298,da5738,52484,1
rv2220,lu8047,16,1
rw7023,lk3965,7052,1
rw7023,tc6312,77579,1
ry4300,sf7630,88936,1
ry4300,dr7123,10430,1
rz1427,si6868,78141,1
rz6808,cj212,68876,1
sa3960,zz6714,52354,1
sa3960,hy6974,88154,1
sa8187,lu8310,51026,1
sb2755,ya8954,54639,1
sb5445,yu3271,817,1
sb5445,hw3663,84194,1
sb8119,cn6814,44172,1
sb8119,if9352,7182,1
sb9082,rk3040,75658,1
sb9082,ds5706,75825,1
sb9082,ch3674,37797,1
sf7630,ev9478,85588,1
sg2193,ef9405,51490,1
sg2193,bj4573,61736,1
sg2193,eg5568,82878,1
sh1936,vw8603,51513,1
sh5843,yn6402,92088,1
sh5845,ht6599,91643,1
sh8228,ge9248,62146,1
si6868,kr8325,49331,1
sl9557,ch4132,3580,1
sm4345,do2461,22214,1
sn3426,lg5228,89486,1
sp6830,ko870,44023,1
sp8200,xp7163,13580,1
sp8200,wy3029,96795,1
sp9118,ht5557,83059,1
sq1244,hs5467,79930,1
sq9126,cs3137,9767,1
sq9126,dp5232,42445,1
sq9126,sm5072,95039,1
sq9126,gt6790,5791,1
sr4325,by1560,7108,1
ss1507,wr5785,59785,1
ss71,qq7950,25535,1
ss9564,uk9781,40776,1
sv3764,ej2264,63377,1
sv8250,qz4056,29394,1
sv8250,jr7046,75362,1
sw5854,iy5486,66686,1
sw927,jm6485,34839,1
sx4812,xg4705,15131,1
sz3375,gx8707,41172,1
tb6770,dc4471,53928,1
tb8241,co8370,89739,1
tc4032,cl7887,97073,1
tc6312,bd3266,57059,1
td1460,um5697,16635,1
td7793,ca365,58948,1
td9749,tp8261,81972,1
te7187,rj8698,68100,1
tf7160,bi1135,53395,1
tg3317,sf7630,56704,1
tg8213,xh579,29038,1
tg8213,mo7215,25151,1
tg833,ze5150,29009,1
tg833,rj7448,84067,1
tg9035,gh8537,75017,1
th5116,oq4887,84797,1
tk9561,ek3107,54938,1
tl3235,ib17,60401,1
tl3884,hf7865,81474,1
tl5221,tr5542,76647,1
tn476,qo1703,24988,1
tn476,qj5852,79991,1
tn9774,ho8889,39258,1
to320,un2664,46605,1
tp8261,qb8305,31937,1
tq1915,kr1928,27088,1
tr5542,gu107,50574,1
ts3964,vr6674,16680,1
ts6690,ah9816,44514,1
tt6476,fb8743,32663,1
tu2542,jc4599,53599,1
tw5071,hy6974,6623,1
tw5071,yg1357,79415,1
ty8174,en6739,73775,1
tz8627,wr5785,28026,1
ub8080,kg3752,80489,1
uc4172,ws5662,52041,1
uc4617,sh5843,513,1
uc4617,zh4249,64315,1
ud4624,gt644,57662,1
ue1846,rk3040,12199,1
ue1908,ji4048,22631,1
ue2328,jd1097,39752,1
uf3974,tc4032,98869,1
uf5874,sa8187,1842,1
uf7618,tg833,19808,1
ug256,hf7865,17540,1
uh1070,ln8535,38368,1
uh8563,rs9411,93935,1
uh8563,wa2692,73062,1
ui2431,rf4561,44009,1
ui2431,bp6310,16698,1
ui2431,he1801,49658,1
uj4572,lg9569,22813,1
uk1793,cu8645,64762,1
um5697,ab2663,56302,1
um5697,ij1263,88044,1
um9215,ze730,40637,1
un2664,yg1357,39223,1
uo207,xl3520,79363,1
uo207,iq8552,44633,1
uo7526,ql8614,85993,1
