node,neighbor,weight
dm1507,ot6151,32921
dm1507,ui8456,44324
dm1507,pl1849,62082
gh6358,nc1923,69319
nc1923,gh6358,69319
nc1923,wf7705,83147
nc9054,zk2743,80159
nc9054,iu881,41509
nc9054,ie4647,73832
zk2743,nc9054,80159
zk2743,ld9805,69763
zk2743,wl601,20069
zk2743,kn6945,85321
ht8836,ui7758,72328
ut496,yj8352,30763
yj8352,ut496,30763
yj8352,mg6928,2330
he2320,is1107,81599
is1107,he2320,81599
is1107,iu8672,55573
yg9936,nh3661,95624
yg9936,ag9265,22346
yg9936,vu8901,87790
hm2591,nh3661,52365
hm2591,rh3442,31906
hm2591,zp1111,93210
sc528,wr499,84126
sc528,tr9183,54757
sc528,tt3569,35746
sc528,ou2096,28787
wr499,sc528,84126
wr499,vh1751,85220
wr499,pw8838,81464
wr499,wg8036,52231
wr499,xa6187,82751
ak9451,nt9684,74787
nt9684,ak9451,74787
nt9684,gp9201,67333
nt9684,qh8529,14618
nt9684,vu1265,38714
nt9684,nl6874,95601
nt9684,ec4116,92110
nt9684,nq5829,42210
aw2562,kd5520,16931
kd5520,aw2562,16931
kd5520,nv2923,40201
kd5520,tc9225,50171
kd5520,ob8419,9200
kd5520,yn2694,29786
ni2219,gn7566,95037
ni2219,em6998,86365
gn7566,ni2219,95037
gn7566,st576,98859
ji5023,lf734,44142
lf734,ji5023,44142
lf734,bc7736,35097
gr697,pm5474,42672
pm5474,gr697,42672
pm5474,vb3047,59606
pm5474,za3776,47653
qv7933,sm1912,74561
qv7933,sp4141,4066
qv7933,vr2922,20584
qv7933,pg3996,2868
qv7933,ch1069,74145
sm1912,qv7933,74561
sm1912,py3910,55449
sp4141,qv7933,4066
sp4141,wl6549,44638
sp4141,kx6242,34070
pc6097,im7226,84584
im7226,pc6097,84584
im7226,mq4474,58557
tf8901,jy6804,75267
tf8901,wq2662,21864
tf8901,qq4802,61097
jy6804,tf8901,75267
jy6804,rz7240,78470
wq2662,tf8901,21864
wq2662,gu2635,86255
wq2662,ul2336,57431
dg4133,wl1349,43653
dg4133,gl9316,67969
dg4133,eb3960,69708
wl1349,dg4133,43653
wl1349,fv9649,805
wl1349,mj8862,87097
gl9316,dg4133,67969
ju6285,zb5919,32559
ju6285,nd5487,54487
zb5919,ju6285,32559
zb5919,ci7861,16114
fs1885,dr7261,39626
fs1885,wp9623,17307
qb4571,qs3678,52793
qb4571,yx4349,14251
qs3678,qb4571,52793
qs3678,op4238,31540
qs3678,fx3240,95716
qs3678,pt8036,49410
gn3578,gk768,18167
gk768,gn3578,18167
gk768,gl4045,57252
qv4191,zf9266,36369
qv4191,qb5606,41150
zf9266,qv4191,36369
zf9266,bk7740,38102
zf9266,hg3223,28159
zf9266,xt688,15935
ku9550,ic4993,58097
ku9550,ts1825,25998
ic4993,ku9550,58097
ic4993,ck9831,33792
ic4993,fe1273,42434
vq7919,ct5392,5099
vq7919,cv9959,70586
vq7919,tv7320,61349
sp6004,xe2237,9008
sp6004,st576,8917
sp6004,dz2263,38905
sp6004,nh58,14269
xe2237,sp6004,9008
xe2237,oy6252,4216
st576,sp6004,8917
st576,gn7566,98859
st576,ji6022,53887
iz7076,vv3312,84792
iz7076,vn3174,12525
iz7076,za3776,15099
iz7076,wc365,92337
il7477,zp5727,91714
zp5727,il7477,91714
zp5727,rt8310,42902
zp5727,kk7621,6113
zp5727,ps8152,1769
zp5727,ga2978,25134
bn8780,xr8357,72098
xr8357,bn8780,72098
xr8357,zw4333,85983
xr8357,xn4215,24912
fm3146,ve9472,60951
fm3146,yl9250,51162
fm3146,kg1314,17118
fm3146,ff3741,77381
et7643,yc159,52399
et7643,gj4637,85853
et7643,zp1111,65589
va924,jj2878,44589
va924,uz7271,73542
va924,pc5979,36910
jj2878,va924,44589
jj2878,tn9863,45594
jj2878,fx2918,89785
ht1293,kf1761,3528
qz2117,mq8985,52172
qz2117,ad2106,56540
mq8985,qz2117,52172
mq8985,xv8282,13192
dy4898,kt8493,21261
dy4898,bc7736,84784
dy4898,yd3256,56423
kt8493,dy4898,21261
kt8493,vk7534,21327
kt8493,ij6854,21223
kt8493,fv9649,39272
bc7736,dy4898,84784
bc7736,lf734,35097
bc7736,ra8851,50058
mj8862,dr5159,81996
mj8862,cw8844,43019
mj8862,da4007,33508
mj8862,wl1349,87097
dr5159,mj8862,81996
dr5159,gj4637,36984
dr5159,iq5516,82333
nv2923,kd5520,40201
nv2923,rn1919,96071
nv2923,tj3671,78777
wl601,gp1807,78429
wl601,zk2743,20069
wl601,xv125,58158
gp1807,wl601,78429
gp1807,pe188,3888
dd5478,sa1364,82330
sa1364,dd5478,82330
sa1364,rz7240,5702
sa1364,xb1968,18813
sa1364,gb6562,32957
sa1364,no9845,546
iz6513,nh58,21487
iz6513,zs9326,5691
iz6513,em813,5820
zs9326,iz6513,5691
zs9326,ec8966,55614
kl511,rb2461,11912
rb2461,kl511,11912
rb2461,xh1372,63747
rb2461,em2937,11056
iw4731,aw3132,12317
iw4731,mp9039,50201
aw3132,iw4731,12317
aw3132,wi8725,81033
ic5992,ik1095,36664
ic5992,ak2756,18020
ic5992,gm6897,91445
ic5992,wa5686,83340
ik1095,ic5992,36664
ik1095,na5286,24025
ik1095,lm304,47257
ik1095,wj7232,99829
yk9482,rt8310,19964
qo4197,kf6163,57284
qo4197,dq6891,61391
kf6163,qo4197,57284
kf6163,jz6618,96734
kf6163,ze628,10711
gp1169,sa6171,46013
sa6171,gp1169,46013
sa6171,ag9265,28029
re2510,yn2694,32036
re2510,kj7196,27793
yn2694,re2510,32036
yn2694,vq4959,4337
yn2694,kd5520,29786
ti4500,eo8638,6225
eo8638,ti4500,6225
eo8638,bq9863,40064
eo8638,xs9816,87624
hl78,at9419,36804
hl78,so2930,35017
hl78,qh7894,61228
at9419,hl78,36804
at9419,sn5941,39466
mx5987,bb597,85276
bb597,mx5987,85276
bb597,ht9930,99740
bb597,rz7240,47069
bb597,ve9472,89518
yl9250,fm3146,51162
if5315,ln9855,33819
if5315,or7772,44165
if5315,zo5264,87292
if5315,qn8362,3476
ln9855,if5315,33819
ln9855,gl7861,17233
ln9855,df2260,50990
ln9855,ps5462,3077
ln9855,on9784,64956
ln9855,ke3104,86905
op6899,ya1255,82630
ya1255,op6899,82630
ya1255,pf6298,87303
ya1255,yk8690,68663
ya1255,pa6852,30875
ya1255,uv6937,39680
pw803,uc1899,2304
uc1899,pw803,2304
uc1899,ak4296,88745
uc1899,rn7649,56646
uc1899,rn1919,13717
wg8036,ly7413,59654
wg8036,ji7667,7963
wg8036,wr499,52231
ly7413,wg8036,59654
ly7413,fm257,97755
ly7413,nw3870,56428
bd9660,id9588,69055
bd9660,sf7178,70605
bd9660,qe3087,48227
id9588,bd9660,69055
id9588,lv5707,73268
id9588,cq4335,67912
sf7178,bd9660,70605
sf7178,hd5927,30635
ss6368,sx401,87997
sx401,ss6368,87997
sx401,vv3312,92473
sx401,zm6387,34997
vb6437,br1646,21506
br1646,vb6437,21506
br1646,bd5164,5304
br1646,ct5392,44866
br1646,gs1436,87992
br1646,km367,53720
pm4365,fw843,74413
pm4365,yt7155,32296
fw843,pm4365,74413
fw843,hu7964,53129
fw843,kx8783,89719
fw843,fe314,95829
fw843,bj4745,7914
fw843,os6251,79382
fo7766,xi1723,53690
lz8171,fe314,22505
lz8171,ez9046,1631
fe314,lz8171,22505
fe314,fw843,95829
wa2566,ot9280,50617
wa2566,eu7056,32075
ot9280,wa2566,50617
ot9280,pi8281,50404
rr2141,vd5488,68955
rr2141,se1614,42452
vd5488,rr2141,68955
vd5488,tu2561,64534
vd5488,nf8626,65291
vd5488,rz2345,59296
mh2502,ye4780,21268
ye4780,mh2502,21268
ye4780,fv6049,27613
ye4780,vv3312,4965
dx6353,nl6874,50007
dx6353,qj3284,4464
vb6221,wi8725,99646
vb6221,cm3836,2436
vb6221,lu5922,11476
wi8725,vb6221,99646
wi8725,ad2106,86130
wi8725,aw3132,81033
cm3836,vb6221,2436
cm3836,py3910,9376
cm3836,gy1707,60502
mm7145,yb7225,54577
mm7145,gl7861,42532
yb7225,mm7145,54577
yb7225,yq4283,90378
yb7225,er3718,94637
yb7225,sw335,86757
yb7225,iq5516,57376
rp4236,ux8420,80460
bs3607,wb1059,83607
wb1059,bs3607,83607
wb1059,oj2013,35712
wb1059,ag9909,72758
ad2106,wi8725,86130
ad2106,cv9959,17076
ad2106,qz2117,56540
ad2106,yf1625,71390
yq4283,tb1080,29194
yq4283,yb7225,90378
tb1080,yq4283,29194
tb1080,tq1274,85219
tb1080,uv6937,48041
ft5489,hw6485,5951
ft5489,pi2874,69373
hw6485,ft5489,5951
hw6485,wa2376,37096
hw6485,up4993,37250
hw6485,yc3737,29753
pi2874,ft5489,69373
pi2874,em1971,21522
pi2874,be2778,56680
hf2260,na5286,51936
na5286,hf2260,51936
na5286,ik1095,24025
na5286,qk1043,46419
hd5927,sf7178,30635
hd5927,ud8495,4109
hd5927,gq1988,73990
hd5927,ts1825,51045
hd5927,be6258,82858
td7003,ek9782,52522
td7003,nw3870,52961
ek9782,td7003,52522
ek9782,lk4277,4008
ek9782,fj6560,97747
ek9782,hg7148,46892
ek9782,xf1009,18255
wz7370,kp9544,48530
wz7370,sc2522,90683
wz7370,wq6804,22875
kp9544,wz7370,48530
kp9544,as1067,66978
nd5487,ju6285,54487
qe8653,tl4834,47840
qe8653,rl105,32596
tl4834,qe8653,47840
tl4834,bl44,26343
tl4834,ce6041,79716
fq247,av8848,14703
fq247,aw9103,82809
aw9103,fq247,82809
aw9103,hq3789,60645
aw9103,qs922,42687
aw9103,ut6085,19899
er3718,yb7225,94637
er3718,ie9010,25798
em6998,ni2219,86365
em6998,tq8361,17974
uu9134,sp4151,80173
uu9134,pl5854,79171
sp4151,uu9134,80173
sp4151,lb6880,97668
sp4151,pw9636,4564
sp4151,kt9222,85085
br8356,nk5506,6720
nk5506,br8356,6720
nk5506,wt2261,11695
nk5506,qo2414,81016
nk5506,tz853,17924
nk5506,ck1469,65857
vg1263,np6160,99639
np6160,vg1263,99639
np6160,uw9441,73053
lk4277,ek9782,4008
lk4277,nm9525,2754
lk4277,yu8992,88968
lk4277,ag9909,59689
lk4277,lc3510,19979
sa9337,yw3882,85853
sa9337,fj3902,14481
yw3882,sa9337,85853
yw3882,vq4959,74166
yw3882,ak4296,37781
hq3789,if3534,60016
hq3789,aw9103,60645
hq3789,xe1097,51506
hq3789,eh4677,14605
cv3683,gg8025,28598
cv3683,zl9314,81359
cv3683,sd897,3350
ou5345,zk753,55749
ou5345,fu6446,8523
zk753,ou5345,55749
zk753,qj3284,68777
ou9102,ir1658,39798
ou9102,lj6915,27602
ir1658,ou9102,39798
ir1658,tx7277,98218
ji7667,wg8036,7963
za1421,bi7356,59534
bi7356,za1421,59534
bi7356,vr2922,14761
bi7356,ff3741,66225
bi7356,mi3095,66651
bi7356,bd229,94623
zb3201,hu6485,7170
zb3201,ir5898,9706
zb3201,oy6846,46855
hu6485,zb3201,7170
hu6485,mv335,24380
hu6485,zr2770,57726
hu6485,jv5447,83023
vn3174,zl5368,94741
vn3174,iz7076,12525
vn3174,by5842,97578
vn3174,vn2604,48239
zl5368,vn3174,94741
zl5368,wh474,87025
zl5368,ds2648,76571
by5842,vn3174,97578
by5842,nn846,76932
ni3067,av8848,64365
ni3067,bl4704,16523
kd6165,zh6226,46865
zh6226,kd6165,46865
zh6226,eh4677,70568
zh6226,an907,54405
wi3556,rq7973,42223
kq4734,bq7478,12340
bq7478,kq4734,12340
bq7478,ly794,94568
bq7478,vb2250,34535
wb9235,wf7705,47867
wb9235,wm3419,76786
wb9235,mu6132,9861
wf7705,wb9235,47867
wf7705,kz1233,90011
wf7705,nc1923,83147
kf9909,ww4930,14356
kf9909,sw6276,35103
ww4930,kf9909,14356
ww4930,bf3137,92530
ww4930,mv3578,90665
sw6276,kf9909,35103
sw6276,gl4045,30526
sw6276,xj7567,55376
wg2257,le9485,14976
mi6723,kk4306,59292
kk4306,mi6723,59292
kk4306,rr2348,94408
xh4387,eu2400,58562
xf5754,lj3544,4642
pi8281,ot9280,50404
pi8281,kn6945,73366
pi8281,bq6392,47758
pi8281,mu6132,44111
np8247,dz2263,55022
np8247,rv1220,82451
dz2263,np8247,55022
dz2263,sp6004,38905
wh2949,lx7445,57608
wh2949,xi4769,59837
wh2949,tr9183,52355
xi4769,wh2949,59837
xi4769,nq5829,1013
tr9183,wh2949,52355
tr9183,sc528,54757
vq4959,yn2694,4337
vq4959,yw3882,74166
vq4959,kx6242,38960
vq4959,bu220,49348
fx5756,bl44,62166
fx5756,ha4560,47782
fx5756,ia9227,63976
bl44,fx5756,62166
bl44,tl4834,26343
ra8851,je2806,47257
ra8851,ps5462,78038
ra8851,bj4745,53853
ra8851,bu3038,27006
ra8851,sv2672,94503
ra8851,gl4045,13859
ra8851,bc7736,50058
je2806,ra8851,47257
ps5462,ra8851,78038
ps5462,ln9855,3077
ps5462,gh2056,35882
bj4745,ra8851,53853
bj4745,fw843,7914
yi6955,be8825,64535
yi6955,dq6891,74107
be8825,yi6955,64535
be8825,al3877,1399
be8825,ho8806,61307
hv6587,qb3774,3279
hv6587,ja6726,59356
hv6587,zp4246,4965
qb3774,hv6587,3279
qb3774,ak2756,81900
qb3774,kx6242,78479
kk7621,zp5727,6113
yk1690,sp9640,84587
yk1690,rx2511,84975
sp9640,yk1690,84587
sp9640,zq687,98979
bk7740,zf9266,38102
bk7740,ro8098,61220
bk7740,fz9363,43098
bk7740,dt174,30696
ir5898,zt3852,8825
ir5898,zb3201,9706
ir5898,nm262,74494
dp9643,nh3661,38908
dp9643,so6765,96470
uf3517,hk3891,43165
uf3517,rp3165,63441
uf3517,iu881,1821
uf3517,dr3910,72947
hk3891,uf3517,43165
hk3891,kx5077,79601
rp3165,uf3517,63441
rp3165,xs9816,98561
rp3165,ho5325,28018
iu881,uf3517,1821
iu881,nc9054,41509
rt4834,bl4226,79866
pw3237,rf2710,27276
pw3237,du5873,19936
rf2710,pw3237,27276
rf2710,dk4181,88027
ck9831,ic4993,33792
ck9831,pl2113,30979
aq3467,ky3183,91299
aq3467,cm9523,75340
aq3467,je1358,28378
ky3183,aq3467,91299
ky3183,gh3961,66656
cm9523,aq3467,75340
ho8936,cg7395,95643
db3649,hl9539,78241
db3649,ol4264,95710
db3649,ql8667,86423
db3649,yl5791,1511
db3649,tg9653,10081
ol4264,db3649,95710
ol4264,lj9338,22924
ol4264,bx5035,65076
ol4264,hr3869,31845
jx21,kw4904,77667
kw4904,jx21,77667
kw4904,br3052,26338
kw4904,re814,9297
kw4904,oy6846,14754
wb8562,vv3312,7700
pt6581,cg7395,79607
pt6581,yf3600,71191
ih53,cf6416,46672
ih53,gi1956,84088
gi1956,ih53,84088
gi1956,ob8419,39312
gp9201,nt9684,67333
pg4063,qj3284,96010
cx8066,sc2522,34875
cx8066,cn4278,97203
cx8066,hl7792,22093
tn9863,jj2878,45594
tn9863,zm9545,47193
or7772,wh474,42639
or7772,if5315,44165
or7772,np1579,33404
wh474,or7772,42639
wh474,zl5368,87025
wh474,kz7906,87153
ee7482,xd6320,4674
ee7482,uv2483,51305
rn1919,nv2923,96071
rn1919,uc1899,13717
cm5268,ug768,72857
cm5268,uv6937,30115
ug768,cm5268,72857
ug768,vu8693,47913
ug768,hf7327,82660
ug768,hw1807,70941
fv7256,lx2659,60365
lx2659,fv7256,60365
lx2659,lj6915,14350
lx2659,su559,89493
vb5653,cg7395,56557
vb5653,os6251,90080
vb5653,ml5059,95669
vb5653,wd125,80503
pw9636,ee5518,60419
pw9636,up1194,95371
pw9636,ub2776,67746
pw9636,sp4151,4564
pw9636,ul4520,3289
ee5518,pw9636,60419
ee5518,rn6163,55680
ee5518,tw1797,68238
up1194,pw9636,95371
up1194,ow4375,59723
up1194,vx1027,4467
kg1314,fm3146,17118
kg1314,ak2756,63868
ut5108,sd897,9611
sd897,ut5108,9611
sd897,cv3683,3350
cw8844,mj8862,43019
cw8844,ty4338,34083
uz8261,sg7259,13656
uz8261,je5152,19420
gs1436,la6634,96261
gs1436,br1646,87992
gs1436,iu8672,41772
lu4590,ul2336,40061
lu4590,ci7861,99450
lu4590,pj7016,24318
lu4590,hb4910,22043
ul2336,lu4590,40061
ul2336,wq2662,57431
ci7861,lu4590,99450
ci7861,eo4979,22297
ci7861,zb5919,16114
hl7379,tv7320,79600
tv7320,hl7379,79600
tv7320,vq7919,61349
zo5264,if5315,87292
zo5264,fz9363,52862
bc4084,kt9222,66614
bc4084,gc9801,27738
kt9222,bc4084,66614
kt9222,dt174,54591
kt9222,rz2345,20863
kt9222,sp4151,85085
gj4637,rq7973,21402
gj4637,et7643,85853
gj4637,dr5159,36984
ed3979,wb1230,88622
ed3979,ri8387,50922
ed3979,ye3769,95060
ed3979,jj8979,93355
wb1230,ed3979,88622
wb1230,en7082,30867
wb1230,pe8756,34964
ri8387,ed3979,50922
ri8387,fu778,93415
ri8387,mf2208,82191
gh4927,rd8305,4243
rd8305,gh4927,4243
rd8305,je1358,30859
rd8305,fp181,8723
vr2922,bi7356,14761
vr2922,qj4951,53103
vr2922,qv7933,20584
vr2922,yq3891,80219
vr2922,ut6085,8974
vr2922,uw9441,57449
ff3741,bi7356,66225
ff3741,fm3146,77381
mi3095,bi7356,66651
mi3095,zt3852,1124
xl2542,xf1009,47615
xf1009,xl2542,47615
xf1009,vh1751,30153
xf1009,ek9782,18255
wj2821,yk9063,39577
yk9063,wj2821,39577
yk9063,hn2010,75389
