"2008-08-13 03:02:19","Top 10 Stinky Cheeses in the World","http://blog.hotelclub.com/top-10-stinky-cheeses/"
"2008-08-13 03:08:03","Why don't we have a male pill yet? - Broadsheet - Salon.com","http://www.salon.com/mwt/broadsheet/2008/08/08/male_contraception/"
"2008-08-13 03:11:14","List of nicknames used by George W. Bush","http://en.wikipedia.org/wiki/List_of_nicknames_used_by_George_W._Bush"
"2008-08-13 03:15:53","\."Elite\." HIV wife may hold secret to AIDS vaccine","http://news.yahoo.com/s/nm/20080812/hl_nm/aids_couple_dc"
"2008-08-13 03:20:37","Misspelled Tattoos: Spelling Mistakes For Life","http://www.typobuddy.com/blog/index.php/2008/08/12/great-misspelled-tattoos-listings-spelling-mistakes-for-life/"
"2008-08-13 03:22:36","Ten million quake survivors move into prefab houses","http://rss.xinhuanet.com/newsc/english/2008-08/12/content_9225935.htm"
"2008-08-13 03:26:42","Fan Programming Language","http://fandev.org/"
"2008-08-13 03:31:44","Scientists develop skin for robots ","http://www.theage.com.au/news/technology/scientists-develop-skin-for-robots/2008/08/13/1218306953569.html"
"2008-08-13 15:39:07","Too Weird for The Wire","http://www.washingtonmonthly.com/features/2008/0805.carey.html"
"2008-08-13 16:58:18","Arnold Schoenberg's Twelve-Tone Method [video]","http://www.youtube.com/watch?v=u5dOI2MtvbA&feature=related"
"2008-08-14 01:23:35","10 Unexpected Costs of Owning Things","http://almostfearless.com/2008/06/02/the-10-unexpected-costs-of-owning-things/"
"2008-08-14 04:01:33","Page F30: Why Norwegian is the easiest language for English speakers to learn","http://mithridates.blogspot.com/2008/08/why-norwegian-is-easiest-language-for.html"
"2008-08-15 02:03:13","Patients 'free from cancer' after immune-boost treatment","http://www.telegraph.co.uk/earth/main.jhtml?xml=/earth/2008/08/14/scicancer114.xml"
"2008-08-15 02:05:47","HitMeLater - A Snooze Button For Your Email","http://www.hitmelater.com/"
"2008-08-15 02:06:08","Twitter: What are you doing?","http://twitter.com/"
"2008-08-15 02:10:15","Burj Dubai (Dubai Tower) [image]","http://www.burjdubaiskyscraper.com/2008/08August/burj_dubai_1009.jpg"
"2008-08-15 02:11:48","Federer’s Going-Away Party Includes the Williams Sisters - NYTimes.com","http://www.nytimes.com/2008/08/15/sports/olympics/15tennis.html?_r=1&oref=slogin"
"2008-08-15 02:13:09","OlymPix2008 [image]","http://olympix2008.org/2008/08/volleyballs.html"
"2008-08-15 02:14:51","Bike helmets that look like hats","http://www.boingboing.net/2008/08/14/bike-helmets-that-lo.html"
"2008-08-15 02:16:19","Bill Nye Goes to the Bathroom in “Stuff Happens” Premiere","http://www.treehugger.com/files/2008/08/stuff-happens-bill-nye-series-premiere.php"
"2008-08-15 14:57:43","CRTC approves Canadian porn channel","http://www.canada.com/vancouversun/news/story.html?id=36aa16ff-aee4-4cd1-9dd6-83a720dd73c8"
"2008-08-15 15:08:00","The Sunspot Enigma: The Sun is “Dead”—What Does it Mean for Earth?","http://www.dailygalaxy.com/my_weblog/2008/06/the-sunspot-mys.html"
"2008-08-15 17:29:56","Time To Pretend [video]","http://www.youtube.com/watch?v=XVnRzEjpUmE"
"2008-08-15 17:39:06","Joshua Keaton at Praise Hour with Linda Diamond on Vimeo","http://vimeo.com/1534482"
"2008-08-15 17:53:17","CouchSurfing Deletes Itself, Shuts Down","http://www.techcrunch.com/2006/06/29/couchsurfing-deletes-itself-shuts-down/"
"2008-08-15 17:55:23","China Raises Taxes on Big Cars (Up to 40%), Lowers Them on Small Cars (Down to 1%) : TreeHugger","http://www.treehugger.com/files/2008/08/china-taxes-big-cars-air-pollution.php"
"2008-08-17 18:58:42","Leah Culver Laser Etches Her Macbook Pro","http://www.youtube.com/watch?v=HuRS6isOS_k"
"2008-08-17 19:05:16","Ted Dziuba","http://teddziuba.com/"
"2008-08-17 19:11:03","An Article About Startups That Wasn't Written By A Pretentious Asshole","http://teddziuba.com/2008/08/an-article-about-startups-that.html"
"2008-08-17 20:21:35","A founding father of the web says it's come a long way, but its potential for worldwide change can and will be greater still |","http://www.guardian.co.uk/commentisfree/2008/aug/17/internet.google"
"2008-08-18 02:29:28","We're running out of IPv4 addresses. Time for IPv6. Really.","http://arstechnica.com/news.ars/post/20080817-were-running-out-of-ipv4-addresses-time-for-ipv6-really.html"
"2008-08-18 02:32:42","On The App Store","http://stevenf.com/archive/on-the-app-store.php"
"2008-08-18 02:44:33","The powers of ten [video]","http://www.vimeo.com/974259"
"2008-08-18 02:50:05","Stop Overplanning and Just Do It   ","http://alwayson.goingon.com/permalink/post/28693"
"2008-08-18 20:26:27","How To Hike Up A Hill","http://www.well.com/~woodman/hike.html"
"2008-08-18 21:19:54","Everyday Survival","http://adventure.nationalgeographic.com/2008/08/everyday-survival/laurence-gonzales-text"
"2008-08-18 23:36:21","A cloned dog, a Mormon in mink-lined handcuffs and a tantalising mystery","http://www.dailymail.co.uk/femail/article-1042506/A-cloned-dog-Mormon-mink-lined-handcuffs-tantalising-mystery.html"
