Station,OS X,OS Y,Latitude,Longitude,Zone,Postcode
West Kensington,524635,178321,51.490109027210565,-0.20620369221802679,2,W14 9NL
West Norwood,531956,171955,51.43124094913318,-0.1031891342990401,3,SE27 0HS
West Ruislip,508364,186791,51.56958715703546,-0.4378601343740381,6,HA4 7WD
West Silvertown,540455,180155,51.50288447390751,0.022246046681022418,3,E16 2AT
West Sutton,525081,164539,51.36614980218212,-0.20464454602828344,5,SM1 2EH
West Wickham,538266,166563,51.38128418000954,-0.014576330410962754,5,BR4 0PY
Westbourne Park,524920,181764,51.520988514909256,-0.20088251281474612,2,W11 1AB
Westcombe Park,540199,178103,51.48450892773305,0.01774570026305544,3,SE3 7EQ
Westferry,537064,180814,51.50963810743974,-0.026323137101783887,2,E14 8AD
Westminster,530240,179718,51.501401389193255,-0.1250020783467796,1,SW1A 2JR
White City,523296,180750,51.51223207227981,-0.2246319285152728,2,W12 7RH
White Hart Lane,533693,191340,51.60503465751185,-0.07087032653563699,3,N17 7RP
Whitechapel,534738,181859,51.5195876908872,-0.05942048498810923,2,E1 1BY
Whitton,514220,173568,51.44958760708497,-0.35768205341595,5,TW2 7LG
Whyteleafe,533842,158505,51.309929187849875,-0.08113516500500571,6,CR3 0AD
Whyteleafe South,534169,157797,51.30348968019657,-0.0767125144057694,6,CR3 0BD
Willesden Green,523350,184884,51.54937292482699,-0.22240760124964687,"2,3",NW2 4QT
Willesden Junction,521905,182942,51.53223356661704,-0.24390913983767806,3,NW10 4RA
Wimbledon,524791,170647,51.4211075087935,-0.20666283344005315,3,SW19 1PS
Wimbledon Chase,524306,169347,51.40953058388224,-0.21408976708418048,3,SW20 8DB
Wimbledon Park,525274,172158,51.4345806287444,-0.1991862729730618,3,SW19 7DZ
Winchmore Hill,531529,194494,51.63388669665079,-0.10091693272974836,4,N21 3NG
Wood Green,531038,190427,51.59745355165763,-0.10952658877613092,3,N22 8HH
Wood Lane,523314,180464,51.5096578296917,-0.22447260570993852,2,W12 7DS
Wood Street,538521,189426,51.586669943466376,-0.0019538980131841846,4,E17 3NZ
Woodford,540952,191778,51.607201902790344,0.034056202416625964,4,IG8 7QE
Woodgrange Park,541861,185332,51.54905261091028,0.04457249622679908,"3,4",E7 8AA
Woodmansterne,528720,159385,51.3190183289485,-0.15426212716203255,6,CR5 3HS
Woodside,534716,167115,51.38709757861517,-0.0653471778556766,"3,4,5,6",SE25 5DP
Woodside Park,525725,192564,51.61786809900362,-0.1854255027302192,4,N12 8SE
Woolwich,543931,178994,51.4915784950453,0.07181937852628936,4,SE18 6EU
Woolwich Arsenal,543754,178803,51.48990723258589,0.06919390669436659,4,SE18 6HX
Woolwich Dockyard,542738,178908,51.49110788693792,0.05461234849340901,3,SE18 5JY
Worcester Park,522192,166133,51.381104087182855,-0.2455752883081527,4,KT4 7ND
