release,date,author,status,maturity,version,first,distribution,abstract
ObjStore-REP-HashRecord-0.96,1999-01-12T16:27:29,JPRIT,latest,released,0.96,,ObjStore-REP-HashRecord,
SNMP-Monitor-0.1008,1999-01-12T22:04:15,JWIED,backpan,released,0.1008,,SNMP-Monitor,"A daemon for monitoring remote hosts via SNMP"
Tk-Date-0.24,1999-01-13T00:34:56,SREZIC,backpan,released,0.24,,Tk-Date,"a date/time widget for perl/Tk"
Sort-ArbBiLex-3.1,1999-01-13T05:16:49,SBURKE,backpan,released,3.1,1,Sort-ArbBiLex,"make sort functions for arbitrary sort orders"
Email-Valid-0.07,1999-01-13T09:02:58,MAURICE,backpan,released,0.07,1,Email-Valid,"Check validity of Internet e-mail addresses"
Devel-SawAmpersand-0.20,1999-01-13T10:45:36,ANDK,backpan,released,0.20,,Devel-SawAmpersand,"Report exactly where Perl sawampersand"
CPAN-1.44_52,1999-01-13T12:15:42,ANDK,backpan,developer,1.44_52,,CPAN,"query, download and build perl modules from CPAN sites"
FAQ-OMatic-2.609,1999-01-15T09:26:11,JHOWELL,cpan,released,2.609,,FAQ-OMatic,
CPAN-1.44_53,1999-01-15T09:26:40,ANDK,backpan,developer,1.44_53,,CPAN,"query, download and build perl modules from CPAN sites"
PlRPC-0.2003,1999-01-15T09:26:43,JWIED,cpan,released,0.2003,,PlRPC,"A bundle to install PlRPC-Server, Client and prerequisites."
ClearCase-Ct-1.13,1999-01-15T09:26:59,DSB,backpan,released,1.13,,ClearCase-Ct,"general-purpose wrapper for cleartool program"
XML-QL-0.03,1999-01-15T09:27:00,MSERGEANT,backpan,released,0.03,,XML-QL,"An XML query language"
mailagent-3.0@65,1999-01-15T09:27:04,RAM,backpan,released,3.0,1,mailagent,
CPAN-1.44_54,1999-01-15T09:27:45,ANDK,backpan,developer,1.44_54,,CPAN,"query, download and build perl modules from CPAN sites"
IO-stringy-1.205,1999-01-15T09:27:52,ERYQ,backpan,released,1.205,,IO-stringy,"a ""skeleton"" for writing ""t/*.t"" test files."
File-Tail-0.90,1999-01-15T09:27:53,MGRABNAR,backpan,released,0.90,,File-Tail,"Perl extension for reading from continously updated files"
Memoize-0.48,1999-01-15T20:41:51,MJD,backpan,released,0.48,,Memoize,"Make your functions faster by trading space for time"
Gtk-0.5000,1999-01-16T04:15:56,KJALB,cpan,released,0.5000,,Gtk,"Choose a color"
DBD-Pg-0.90,1999-01-16T06:10:32,MERGL,cpan,released,0.90,,DBD-Pg,"PostgreSQL database driver for the DBI module"
pgsql_perl5-1.8.1,1999-01-16T06:12:04,MERGL,backpan,released,v1.8.1,,pgsql_perl5,"Perl5 extension for PostgreSQL"
CIPP-doc-1.90,1999-01-16T14:40:24,JRED,backpan,released,1.90,1,CIPP-doc,
perl5.005_03-MAINT_TRIAL_3,1999-01-17T18:28:14,GBARR,backpan,developer,5.005_03,,perl,"converts a collection of POD pages to HTML format."
DBD-DB2-0.71,1999-01-18T01:19:35,MHM,cpan,released,0.71,,DBD-DB2,"DataBase Driver for DB2 UDB"
MRP-1.0,1999-01-18T10:51:40,MPOCOCK,latest,released,1.0,1,MRP,"My base class object"
GIFgraphExtensions-1.0,1999-01-18T10:53:28,MPOCOCK,latest,released,1.0,1,GIFgraphExtensions,"spaces the data points evenly"
Win32-ASP-2.0,1999-01-18T13:44:26,MSERGEANT,backpan,released,2.0,,Win32-ASP,"a Module for ASP (PerlScript) Programming"
DProf-19990108-bin-1-Mac,1999-01-18T17:00:11,CNANDOR,backpan,released,0,1,DProf-19990108-bin-1-Mac,"display perl profile data"
String-CRC-1.0-bin-1-MacOS,1999-01-18T17:10:33,CNANDOR,backpan,released,1.0,1,String-CRC,"Perl interface cyclic redundency check generation"
DBI-1.06-bin-1-MacOS,1999-01-18T21:52:15,CNANDOR,backpan,released,1.06,1,DBI,"Interactive command shell for the Perl DBI"
Email-Valid-0.08,1999-01-19T01:29:41,MAURICE,backpan,released,0.08,,Email-Valid,"Check validity of Internet e-mail addresses"
Msql-Mysql-modules-1.2016,1999-01-19T12:35:37,JWIED,backpan,released,1.2016,,Msql-Mysql-modules,"A bundle to install Perl drivers for mSQL or MySQL"
Msql-Mysql-modules-1.21_14,1999-01-19T12:43:26,JWIED,backpan,developer,1.21_14,,Msql-Mysql-modules,"A bundle to install Perl drivers for mSQL or MySQL"
Statistics-Descriptive-2.3a,1999-01-19T17:17:48,COLINK,backpan,released,2.3,,Statistics-Descriptive,"Module of basic descriptive statistical functions."
PDL-Options-0.90,1999-01-19T23:00:01,TJENNESS,cpan,released,0.90,1,PDL-Options,"simplifies option passing by hash in PerlDL"
ParallelUserAgent-2.40,1999-01-19T23:57:28,MARCLANG,cpan,released,2.40,,ParallelUserAgent,"CPAN Bundle for the LWP Parallel User Agent extension"
Chart-XMGR-0.95,1999-01-20T00:00:31,TJENNESS,latest,released,0.95,1,Chart-XMGR,"object for displaying data via XMGR"
AtExit-2.01,1999-01-20T00:02:04,BRADAPP,cpan,released,2.01,,AtExit,
Class-Singleton-1.03,1999-01-20T10:23:46,ABW,cpan,released,1.03,,Class-Singleton,"Implementation of a ""Singleton"" class"
Tk-ObjScanner-1.011,1999-01-20T13:50:16,DDUMONT,backpan,released,1.011,,Tk-ObjScanner,"Tk composite widget object scanner"
FAQ-OMatic-2.610,1999-01-20T15:16:51,JHOWELL,cpan,released,2.610,,FAQ-OMatic,
C-Scan-0.51,1999-01-21T08:12:00,ILYAZ,cpan,released,0.51,,C-Scan,"scan C language files for easily recognized constructs."
DBD-XBase-0.121,1999-01-21T19:37:25,JANPAZ,backpan,released,0.121,,DBD-XBase,"Perl module for reading and writing the dbf files"
File-Cat-1.2,1999-01-21T23:26:43,FIMM,latest,released,1.2,,File-Cat,"Perl implementation of cat(1)"
IO-Cat-1.0,1999-01-21T23:29:46,FIMM,cpan,released,1.0,1,IO-Cat,"Object-oriented Perl implementation of cat(1)"
IO-Cat-1.01,1999-01-21T23:37:21,FIMM,latest,released,1.01,,IO-Cat,"Object-oriented Perl implementation of cat(1)"
Text-Metaphone-1.93,1999-01-22T02:53:27,MSCHWERN,backpan,released,1.93,,Text-Metaphone,"A modern soundex. Phonetic encoding of words."
Data-PropertyList-1998.1217,1999-01-22T04:46:36,EVO,latest,released,1998.1217,1,Data-PropertyList,"Convert arbitrary objects to/from strings"
CGI-XMLForm-0.06,1999-01-22T11:52:52,MSERGEANT,backpan,released,0.06,1,CGI-XMLForm,"Extension of CGI.pm which reads/generates formated XML."
Tk-TreeGraph-1.004,1999-01-22T16:53:03,DDUMONT,backpan,released,1.004,1,Tk-TreeGraph,"Tk widget to draw a tree in a Canvas"
xdbfdump-win32-bin-0.03,1999-01-22T20:09:01,TOSTI,backpan,released,0.03,1,xdbfdump-win32-bin,
Text-Metaphone-1.94,1999-01-22T20:30:12,MSCHWERN,backpan,released,1.94,,Text-Metaphone,"A modern soundex. Phonetic encoding of words."
Apache-AutoIndex-0.03,1999-01-22T20:45:17,GOZER,cpan,released,0.03,1,Apache-AutoIndex,"Perl replacment for mod_autoindex and mod_dir Apache module"
curses_widgets_05,1999-01-22T22:03:41,CORLISS,backpan,released,05,1,curses_widgets,"Curses-based widgets and functions"
PodParser-1.07,1999-01-23T00:33:10,BRADAPP,cpan,released,1.07,,PodParser,"base class for creating POD filters and translators"
HTML-Validator-0.06,1999-01-23T12:33:00,SAIT,backpan,released,0.06,,HTML-Validator,"HTML validator"
xdbfdump-win32-bin-0.04,1999-01-23T14:23:05,TOSTI,cpan,released,0.04,,xdbfdump-win32-bin,
CPAN-1.45,1999-01-23T14:56:16,ANDK,backpan,released,1.45,,CPAN,"query, download and build perl modules from CPAN sites"
Apache-Icon-0.02,1999-01-23T19:24:40,DOUGM,latest,released,0.02,1,Apache-Icon,"Apache::Icon change log"
File-BSDGlob-0.94,1999-01-23T19:32:14,GBACON,latest,released,0.94,1,File-BSDGlob,"Perl extension for BSD glob routine"
Class-ISA-0.2,1999-01-23T20:17:35,SBURKE,backpan,released,0.2,1,Class-ISA,"report the search path for a class's ISA tree"
Geanfammer_V1.6.2,1999-01-24T01:05:39,JONG,backpan,released,v1.6.2,,Geanfammer,
Games-Rezrov-0.15,1999-01-24T23:08:26,EDMONSON,cpan,released,0.15,1,Games-Rezrov,"a pure Perl Infocom (z-code) game interpreter"
CPAN-1.46,1999-01-25T01:43:42,ANDK,backpan,released,1.46,,CPAN,"query, download and build perl modules from CPAN sites"
CGI-FastTemplate-1.07,1999-01-25T05:47:53,JMOORE,cpan,released,1.07,,CGI-FastTemplate,"Perl extension for managing templates, and performing variable interpolation."
Net-RawIP-0.04,1999-01-25T09:05:29,SKOLYCHEV,backpan,released,0.04,,Net-RawIP,"Perl extension for manipulate raw ip packets with interface to libpcap"
Mail-Sender-0.6.7,1999-01-25T11:18:20,JENDA,backpan,released,v0.6.7,1,Mail-Sender,"module for sending mails with attachments through an SMTP server"
CPAN-1.47,1999-01-25T13:11:23,ANDK,backpan,released,1.47,,CPAN,"query, download and build perl modules from CPAN sites"
Tk-TreeGraph-1.005,1999-01-25T13:58:08,DDUMONT,backpan,released,1.005,,Tk-TreeGraph,"Tk widget to draw a tree in a Canvas"
FAQ-OMatic-2.611,1999-01-25T18:19:42,JHOWELL,cpan,released,2.611,,FAQ-OMatic,
XML-XQL-0.58,1999-01-25T21:26:49,ENNO,backpan,released,0.58,1,XML-XQL,"A perl module for querying XML tree structures with XQL"
Db-Documentum-1.01,1999-01-25T22:04:57,BRIANSP,backpan,released,1.01,,Db-Documentum,"Perl extension for Documentum Client Libraries."
HTML-EP-0.1123,1999-01-26T02:07:08,JWIED,backpan,released,0.1123,,HTML-EP,"A bundle to install the HTML::EP package"
Mac-Conversions-1.00,1999-01-26T02:31:24,SCHINDER,cpan,released,1.00,1,Mac-Conversions,"A package for common MacOS file encoding/decoding tasks"
perl5.005_03-MAINT_TRIAL_4,1999-01-26T04:39:36,GBARR,backpan,developer,5.005_03,,perl,"converts a collection of POD pages to HTML format."
Math-Pari-2.001301,1999-01-26T07:06:00,ILYAZ,cpan,released,2.001301,,Math-Pari,"Perl interface to PARI."
Apache_CIPP_Handler-0.07,1999-01-26T11:05:48,JRED,backpan,released,0.07,1,Apache_CIPP_Handler,"Apache Request Module to handle CIPP embedded HTML Pages"
XML-Parser-2.19-bin-1-Mac,1999-01-26T14:01:16,CNANDOR,backpan,released,2.19,1,XML-Parser,"A perl module for parsing XML documents"
DBD-Fulcrum-0.20,1999-01-26T16:56:12,SHARI,latest,released,0.20,,DBD-Fulcrum,"Fulcrum SearchServer database driver for the DBI module"
Docserver-0.85,1999-01-26T19:31:31,JANPAZ,backpan,released,0.85,1,Docserver,"client module for MS format conversions"
Msql-Mysql-modules-1.21_15,1999-01-26T20:27:19,JWIED,backpan,developer,1.21_15,,Msql-Mysql-modules,"A bundle to install Perl drivers for mSQL or MySQL"
Msql-Mysql-modules-1.2017,1999-01-26T20:28:51,JWIED,backpan,released,1.2017,,Msql-Mysql-modules,"A bundle to install Perl drivers for mSQL or MySQL"
Object-Persistence-0.30,1999-01-26T23:27:51,VIPUL,backpan,released,0.30,1,Object-Persistence,"Object Persistence with Data::Dumper."
PerlCRT-1.02-bin-1-x86-VC,1999-01-27T00:09:58,DOUGL,backpan,released,1.02,,PerlCRT,
PerlCRT-1.02-bin-1-debug-x86-VC,1999-01-27T00:10:03,DOUGL,backpan,released,1.02,,PerlCRT,
PerlCRT-1.02-bin-1-debug-Alpha-VC,1999-01-27T00:10:05,DOUGL,backpan,released,1.02,,PerlCRT,
PerlCRT-1.02-bin-1-Alpha-VC,1999-01-27T00:10:06,DOUGL,backpan,released,1.02,,PerlCRT,
Watchdog-0.07,1999-01-27T11:09:14,PSHARPE,cpan,released,0.07,,Watchdog,"Test status of HTTP service"
CGI-XMLForm-0.07,1999-01-27T11:36:24,MSERGEANT,backpan,released,0.07,,CGI-XMLForm,"Extension of CGI.pm which reads/generates formated XML."
DailyUpdate-6.02,1999-01-27T16:18:30,DCOPPIT,backpan,released,6.02,,DailyUpdate,"A generator for handlers suitable for use by Daily Update."
Text-Metaphone-1.95,1999-01-27T20:20:00,MSCHWERN,backpan,released,1.95,,Text-Metaphone,"A modern soundex. Phonetic encoding of words."
PerlMagick-4.18,1999-01-28T00:40:57,JCRISTY,backpan,released,4.18,,PerlMagick,"Perl extension for calling ImageMagick's libmagick routines"
mod_perl-1.18,1999-01-28T06:27:45,DOUGM,backpan,released,1.18,,mod_perl,"common/known mod_perl traps"
libapreq-0.30_01,1999-01-28T06:29:19,DOUGM,backpan,developer,0.30_01,1,libapreq,"Apache Request C Library"
wpdfd10,1999-01-28T13:39:30,FPIVARI,backpan,released,10,1,wpdfd,
Apache-Session-0.99.0,1999-01-28T19:45:49,JBAKER,backpan,released,v0.99.0,,Apache-Session,
Mac-AppleEvents-Simple-0.60,1999-01-29T00:20:15,CNANDOR,backpan,released,0.60,,Mac-AppleEvents-Simple,"MacPerl module to do Apple Events more simply"
perl5.005_03-MAINT_TRIAL_5,1999-01-29T05:03:44,GBARR,backpan,developer,5.005_03,,perl,"converts a collection of POD pages to HTML format."
Apache-AutoIndex-0.04,1999-01-29T06:26:42,GOZER,backpan,released,0.04,,Apache-AutoIndex,"Perl replacment for mod_autoindex and mod_dir Apache module"
Apache-AutoIndex-0.05,1999-01-29T07:16:29,GOZER,cpan,released,0.05,,Apache-AutoIndex,"Perl replacment for mod_autoindex and mod_dir Apache module"
Set-Bag-1.007,1999-01-29T11:47:02,JHI,backpan,released,1.007,,Set-Bag,"bag (multiset) class"
Codex-0.01,1999-01-29T20:01:27,HVDS,backpan,released,0.01,1,Codex,
Net-Nessus-0.04,1999-01-29T21:24:27,JWIED,cpan,released,0.04,1,Net-Nessus,"A Nessus client written in Perl"
Net-Whois-0.23,1999-01-30T03:12:52,CHIPS,backpan,released,0.23,,Net-Whois,"Get and parse ""whois"" data from InterNIC"
Apache-SSI-2.04,1999-01-30T05:34:38,KWILLIAMS,backpan,released,2.04,,Apache-SSI,"Implement Server Side Includes in Perl"
Frontier-RPC-0.03,1999-01-30T14:19:47,KMACLEOD,backpan,released,0.03,1,Frontier-RPC,"example XML RPC client"
Term-Gnuplot-0.55,1999-01-30T21:54:00,ILYAZ,cpan,released,0.55,,Term-Gnuplot,"lowlevel graphics using gnuplot drawing routines."
Compress-Zlib-1.02,1999-01-31T15:27:42,PMQS,cpan,released,1.02,,Compress-Zlib,"Interface to zlib compression library"
File-Sort-0.18,1999-01-31T16:41:35,CNANDOR,backpan,released,0.18,,File-Sort,"Sort a file or merge sort multiple files"
Digest-MD5-2.02,1999-01-31T16:44:38,GAAS,backpan,released,2.02,,Digest-MD5,"Perl interface to the MD5 Algorithm"
GD-1.18-bin-2-MacOS,1999-01-31T17:52:34,CNANDOR,backpan,released,1.18,1,GD,"Interface to Gd Graphics Library"
MIME-Base64-2.10-bin-2-Mac,1999-01-31T17:54:13,CNANDOR,backpan,released,2.10,,MIME-Base64,"Encoding and decoding of quoted-printable strings"
SQL-Stmnt-0.1009-bin-2-Mac,1999-01-31T17:55:45,CNANDOR,backpan,released,0.1009,1,SQL-Stmnt,"SQL parsing and processing engine"
Storable-0.6@3-bin-2-Mac,1999-01-31T18:01:47,CNANDOR,backpan,released,0.6,,Storable,"persistency for perl data structures"
Text-CSV_XS-0.15-bin-2-Mac,1999-01-31T18:01:48,CNANDOR,backpan,released,0.15,1,Text-CSV_XS,"comma-separated values manipulation routines"
Text-Soundex-2.13-bin-2-Mac,1999-01-31T18:03:20,CNANDOR,backpan,released,2.13,1,Text-Soundex,"Implementation of the Soundex Algorithm as Described by Knuth"
Tie-Cache-0.05,1999-01-31T23:38:09,CHAMAS,backpan,released,0.05,,Tie-Cache,"LRU Cache in Memory"
HTML-EP-0.1124,1999-02-01T00:08:19,JWIED,backpan,released,0.1124,,HTML-EP,"A bundle to install the HTML::EP package"
Apache-SSI-2.05,1999-02-01T17:21:12,KWILLIAMS,backpan,released,2.05,,Apache-SSI,"Implement Server Side Includes in Perl"
Digest-MD5-2.02-bin-1-MacOS,1999-02-01T20:25:06,CNANDOR,backpan,released,2.02,,Digest-MD5,"Perl interface to the MD5 Algorithm"
Comprss-Zlib-1.02-bin-2-Mac,1999-02-01T20:53:48,CNANDOR,backpan,released,1.02,1,Comprss-Zlib,"Interface to zlib compression library"
File-Tail-0.91,1999-02-02T17:12:12,MGRABNAR,backpan,released,0.91,,File-Tail,"Perl extension for reading from continously updated files"
curses_widgets_06,1999-02-02T17:56:54,CORLISS,backpan,released,06,1,curses_widgets,"Curses-based widgets and functions"
Archive-Tar-0.21,1999-02-02T19:01:41,SRZ,cpan,released,0.21,,Archive-Tar,"module for manipulation of tar archives."
File-PathConvert-0.85,1999-02-03T04:59:32,RBS,backpan,released,0.85,,File-PathConvert,"convert an absolute path to a relative path"
ISA-0.31,1999-02-03T05:05:39,SBURKE,backpan,released,0.31,1,ISA,"modify and/or freeze a class's @ISA at compile time"
X11-Wcl-0.3,1999-02-03T05:10:11,JHPB,latest,released,0.3,,X11-Wcl,"Perl interface to the Widget Creation Library"
Apache-SSI-2.06,1999-02-03T05:23:47,KWILLIAMS,backpan,released,2.06,,Apache-SSI,"Implement Server Side Includes in Perl"
CIPP-1.92,1999-02-03T13:58:57,JRED,backpan,released,1.92,1,CIPP,"CgI Perl Preprocessor"
POE-0.06,1999-02-03T15:11:38,RCAPUTO,backpan,released,0.06,,POE,"Perl Object Environment"
Apache-SSI-2.06_1,1999-02-03T16:39:06,KWILLIAMS,backpan,developer,2.06_1,,Apache-SSI,"Implement Server Side Includes in Perl"
Config-Manager_1.00b,1999-02-03T17:10:47,MADWOLF,backpan,released,1.00,1,Config-Manager,
Net-RawIP-0.05,1999-02-03T17:50:14,SKOLYCHEV,backpan,released,0.05,,Net-RawIP,"Perl extension for manipulate raw ip packets with interface to libpcap"
Reporter_1.1,1999-02-03T18:36:59,RVAZ,backpan,released,1.1,1,Reporter,"Allows text formatting with simple instructions, mapping to a user-defined grid (the sheet)."
Lingua-EN-Syllable-0.251,1999-02-04T00:23:49,GREGFAST,cpan,released,0.251,1,Lingua-EN-Syllable,"Routine for estimating syllable count in words."
Apache-Language-0.01,1999-02-04T03:38:17,GOZER,cpan,released,0.01,1,Apache-Language,"Perl transparent language support for mod_perl scripts and Apache modules"
Event-0.30,1999-02-04T12:30:34,JPRIT,backpan,released,0.30,,Event,"Event loop processing"
ARSperl-1.63,1999-02-04T16:04:59,JMURPHY,backpan,released,1.63,,ARSperl,
Envy-2.29,1999-02-04T19:36:01,JPRIT,backpan,released,2.29,,Envy,"A comprehensive multi-dimensional environment manager"
Devel-PreProcessor-1999.0204,1999-02-04T22:47:31,EVO,cpan,released,1999.0204,,Devel-PreProcessor,"Module inlining and other Perl source manipulations"
Proc-ProcessTable-0.08,1999-02-05T03:21:51,DURIST,backpan,released,0.08,,Proc-ProcessTable,"Perl extension to access the unix process table"
Text-Template-1.0,1999-02-05T05:00:02,MJD,backpan,released,1.0,,Text-Template,"Expand template text with embedded Perl"
Puppet-Show-1.003,1999-02-05T12:08:34,DDUMONT,backpan,released,1.003,,Puppet-Show,"Optional Tk Gui for Puppet::Body"
Puppet-Body-1.013,1999-02-05T12:13:12,DDUMONT,backpan,released,1.013,,Puppet-Body,"Utility class to handle permanent data, has-a relations and logs"
wing-0.6,1999-02-05T15:01:00,MICB,cpan,released,0.6,1,wing,
CGI-Screen-0.122,1999-02-05T16:31:00,ULPFR,latest,released,0.122,,CGI-Screen,"Perl extension for easy creation of multi screen CGI scripts"
OpenCA_Config_1.01b,1999-02-05T16:36:08,MADWOLF,backpan,released,1.01,1,OpenCA_Config,
Pod-DocBook-0.04,1999-02-05T18:47:37,ADESC,cpan,released,0.04,,Pod-DocBook,"convert .pod files to .html files"
HTML-SimpleParse-0.06,1999-02-05T23:31:14,KWILLIAMS,backpan,released,0.06,,HTML-SimpleParse,"a bare-bones HTML parser"
XBase_0.121-Apollo-patch,1999-02-06T04:04:03,TOSTI,backpan,released,0.121,1,XBase,
Text-Template-1.03,1999-02-06T04:16:15,MJD,backpan,released,1.03,,Text-Template,"Expand template text with embedded Perl"
