release,date,author,status,maturity,version,first,distribution,abstract
Term-Screen-1.03,2005-01-05T12:39:19,JSTOWE,cpan,released,1.03,,Term-Screen,"A Simple all perl Term::Cap based screen positioning module"
Wx-GLCanvas-0.03,2005-01-05T14:45:53,MBARBON,backpan,released,0.03,,Wx-GLCanvas,"interface to wxWidgets' OpenGL canvas"
ai-nnflex-0.1,2005-01-05T14:58:17,CCOLBOURN,backpan,released,0.1,1,ai-nnflex,
Maypole-Plugin-Authentication-UserSessionCookie-1.7,2005-01-05T15:03:19,MRAMBERG,cpan,released,1.7,,Maypole-Plugin-Authentication-UserSessionCookie,"Track sessions and, optionally, users"
Event-SlidingWindow-0.05,2005-01-05T16:18:28,PATL,latest,released,0.05,,Event-SlidingWindow,"Count events that occur within a fixed sliding window of time"
WWW-Scraper-ISBN-0.25,2005-01-05T16:18:48,ASCHAMP,cpan,released,0.25,,WWW-Scraper-ISBN,"Perl extension for retrieving information about books (e.g., title, author, etc) from a variety of sources on the internet, by ISBN number."
WWW-Scraper-ISBN-Driver-0.18,2005-01-05T16:19:08,ASCHAMP,cpan,released,0.18,,WWW-Scraper-ISBN-Driver,"Driver class for WWW::Scraper::ISBN module."
GD-SecurityImage-1.53,2005-01-05T16:28:07,BURAK,backpan,released,1.53,,GD-SecurityImage,"Security image (captcha) generator."
Time-Out-0.03,2005-01-05T16:46:11,PATL,backpan,released,0.03,,Time-Out,"Easily timeout long running operations"
Petal-2.15,2005-01-05T16:46:29,BPOSTLE,backpan,released,2.15,1,Petal,"Perl Template Attribute Language - TAL for Perl!"
CGI-Wiki-Plugin-Locator-Grid-0.03,2005-01-05T17:22:52,KAKE,latest,released,0.03,,CGI-Wiki-Plugin-Locator-Grid,"A CGI::Wiki plugin to manage co-ordinate data."
Net-Server-Mail-0.09,2005-01-05T18:58:29,RSOLIV,cpan,released,0.09,,Net-Server-Mail,"Class to easily create a mail server"
Sman-0.94,2005-01-05T19:29:27,JOSHR,cpan,released,0.94,,Sman,"Perl tool for searching man pages"
ResourcePool-1.0104,2005-01-05T20:02:45,MWS,backpan,released,1.0104,,ResourcePool,"A connection caching and pooling class."
Test-MockRandom-0.93,2005-01-05T20:10:31,DAGOLDEN,backpan,released,0.93,,Test-MockRandom,"Replaces random number generation with non-random number
generation"
Template-TT2Site-0.92,2005-01-05T20:43:27,JV,backpan,released,0.92,,Template-TT2Site,"Template Toolkit site builder"
DateTime-TimeZone-0.32,2005-01-05T21:15:25,DROLSKY,backpan,released,0.32,,DateTime-TimeZone,"Provides a list of all valid time zone names"
WebService-TicketAuth-1.04,2005-01-05T21:15:43,BRYCE,backpan,released,1.04,,WebService-TicketAuth,"Ticket-based authentication module for SOAP services"
Audio-LADSPA-0.015,2005-01-05T22:03:09,JDIEPEN,backpan,released,0.015,,Audio-LADSPA,"Modular audio processing using LADSPA plugins. Implements a LADSPA 1.1 host."
Date-Object-0.05,2005-01-05T22:06:43,GMPASSOS,cpan,released,0.05,,Date-Object,"Handles dates/calendars/timezones and it's representation/convertions using a single Date::Object."
Date-Object-0.06,2005-01-05T23:00:37,GMPASSOS,latest,released,0.06,,Date-Object,"Handles dates/calendars/timezones and it's representation/convertions using a single Date::Object."
iCal-Parser-HTML-1.05,2005-01-05T23:07:16,RFRANKEL,backpan,released,1.05,,iCal-Parser-HTML,"Generate HTML calendars from iCalendars"
iCal-Parser-SAX-1.04,2005-01-05T23:07:33,RFRANKEL,backpan,released,1.04,,iCal-Parser-SAX,"Generate SAX events from an iCalendar"
Apache-Test-1.19,2005-01-05T23:45:12,GOZER,backpan,released,1.19,,Apache-Test,"Apache::Test change logfile"
NetStumbler-Wap-0.05,2005-01-05T23:58:19,SSCOTTO,backpan,released,0.05,,NetStumbler-Wap,"Module to determine Wireless NIC vendor based on MAC"
NetStumbler-Stumbler-0.05,2005-01-05T23:58:39,SSCOTTO,backpan,released,0.05,,NetStumbler-Stumbler,"Module to parse netstumbler files"
LJ-Simple-0.12,2005-01-06T00:34:26,SIMES,backpan,released,0.12,,LJ-Simple,"A perl module to access LiveJournal via its flat protocol"
Math-Calculus-Expression-0.1,2005-01-06T00:41:55,JONATHAN,backpan,released,0.1,,Math-Calculus-Expression,"Algebraic Calculus Tools Expression Class"
Math-Calculus-Differentiate-0.3,2005-01-06T00:44:02,JONATHAN,latest,released,0.3,,Math-Calculus-Differentiate,"Algebraic Differentiation Engine"
Math-Calculus-NewtonRaphson-0.1,2005-01-06T00:44:21,JONATHAN,latest,released,0.1,1,Math-Calculus-NewtonRaphson,"Algebraic Newton Raphson Implementation"
Gtk2-Ex-TreeMaker-0.01,2005-01-06T01:25:38,OFEYAIKON,cpan,released,0.01,1,Gtk2-Ex-TreeMaker,"A short intro"
mod_perl-2.0.0-RC3,2005-01-06T01:27:43,GOZER,backpan,released,v2.0.0,,mod_perl,"Apache mod_perl changes logfile"
Text-Tokenizer-0.2.4,2005-01-06T01:40:23,SAMSK,backpan,released,0.2.4,,Text-Tokenizer,"Perl extension for tokenizing text(config) files"
Lingua-Treebank-0.09,2005-01-06T02:10:50,KAHN,backpan,released,0.09,1,Lingua-Treebank,"Perl extension for manipulating the Penn Treebank format"
Lingua-EN-Numbers-1.01,2005-01-06T02:19:39,SBURKE,backpan,released,1.01,,Lingua-EN-Numbers,"turn ""407"" into ""four hundred and seven"", etc."
WWW-Form-1.14,2005-01-06T02:45:39,BSCHMAU,cpan,released,1.13,,WWW-Form,"Object-oriented module for HTML form input validation and display"
Lingua-EN-Numbers-Years-1.01,2005-01-06T03:28:46,SBURKE,cpan,released,1.01,1,Lingua-EN-Numbers-Years,"turn ""1984"" into ""nineteen eighty-four"", etc"
CPAN-Mini-Inject-0.14,2005-01-06T03:31:02,SSORICHE,backpan,released,0.14,,CPAN-Mini-Inject,"Inject modules into a CPAN::Mini mirror."
DBD-Mock-0.18,2005-01-06T04:34:24,STEVAN,backpan,released,0.18,,DBD-Mock,"Mock database driver for testing"
Class-Validating-0.02,2005-01-06T06:28:01,DMAKI,latest,released,0.02,,Class-Validating,"Provide Subclass-able Validation Mechanism"
Lingua-Han2PinYin-0.05,2005-01-06T06:57:34,FAYLAND,backpan,released,0.05,,Lingua-Han2PinYin,"convert Chinese character to its pinyin."
Lingua-Han2PinYin-Light-0.03,2005-01-06T06:57:51,FAYLAND,backpan,released,0.03,1,Lingua-Han2PinYin-Light,"convert Chinese character to its pinyin."
Net-Lite-FTP-0.6,2005-01-06T07:22:03,EYCK,backpan,released,0.6,,Net-Lite-FTP,"Perl extension for booga wooga doo"
DBD-iPod-0.01,2005-01-06T07:41:40,ALLENDAY,latest,released,0.01,1,DBD-iPod,"iPod config file for SQL::Parser"
RRDTool-OO-0.11,2005-01-06T08:42:46,MSCHILLI,backpan,released,0.11,,RRDTool-OO,"Object-oriented interface to RRDTool"
HTML-Parser-3.45,2005-01-06T09:09:45,GAAS,backpan,released,3.45,,HTML-Parser,"HTML parser class"
txt2html-2.34,2005-01-06T09:52:15,RUBYKAT,backpan,released,2.34,,txt2html,"convert plain text file to HTML"
AI-NNFlex-0.1,2005-01-06T10:24:53,CCOLBOURN,cpan,released,0.1,1,AI-NNFlex,
autobox-Core-0.3,2005-01-06T12:17:10,SWALTERS,backpan,released,0.3,,autobox-Core,"Perl built-in functions exposed as methods in primitive types"
Maypole-Plugin-Upload-0.02,2005-01-06T12:19:14,MRAMBERG,latest,released,0.02,1,Maypole-Plugin-Upload,"Handle file uploads in Maypole"
Net-Lite-FTP-0.07,2005-01-06T12:24:23,EYCK,backpan,released,0.07,1,Net-Lite-FTP,"Perl extension for booga wooga doo"
Crypt-ECB-1.2,2005-01-06T13:39:41,APPEL,backpan,released,1.2,,Crypt-ECB,"Encrypt Data using ECB Mode"
