name	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	sample	blanc	isotopes	adduct	pcgroup	fold	tstat	pvalue	norm,b1	CV,samp	CV,pool	CV,ind	sample_mean	sample_sd	sample_CV	pool_mean	pool_sd	pool_CV	poolCV_over_sampleCV
M556T1460	164.0618	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	2037.110418	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1461	165.0565	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	682.9962043	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1462	177.0694	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	1746.094644	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1463	178.0475	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	3082.391566	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1464	179.0527	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	31584.12013	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1465	180.0547	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	5155.136568	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1466	181.0517	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	1461.017968	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1467	192.0596	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	1300.662337	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1468	193.0669	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	3224.929904	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1469	194.0696	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	896.8037118	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1470	195.0675	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	320.7112612	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1471	206.0395	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	8290.980011	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1472	207.0721	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	2862.644961	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1473	208.0612	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	617.6661326	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1474	209.0996	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	44014.65105	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1475	210.1015	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	7518.897345	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1476	211.0984	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	2084.623198	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1477	221.0614	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	944.3164912	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1478	236.0826	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	849.2909324	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1479	237.0763	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	10084.58743	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1480	238.0779	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	1983.658541	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1481	239.0739	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	968.0728809	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1482	251.0901	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	558.2751583	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1483	252.0996	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	9074.940872	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1484	253.0987	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	2262.79612	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1485	254.0968	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	968.0728809	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1486	255.09	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	540.457866	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1487	267.1236	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	31946.40507	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1488	268.1248	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	7916.816873	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1489	269.122	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	2922.035935	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1490	270.1219	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	492.9450866	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1491	278.916	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	320.7112612	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1492	282.1464	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	4988.84184	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1493	283.1456	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	1306.601434	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1494	284.1445	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	457.310502	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1495	291.9319	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	308.8330663	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1496	293.9343	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	540.457866	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1497	296.0901	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	23310.95741	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1498	297.0925	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	5719.350824	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1499	298.0895	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	2215.283341	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1500	299.0913	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	380.1022355	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1501	306.9547	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	861.1691272	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1502	308.9579	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	1425.383383	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1503	311.1138	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	40373.98432	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1504	312.1154	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	10239.00397	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1505	313.1125	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	3884.169719	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1506	314.1131	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	677.0571069	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1507	326.1374	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	45695.41562	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
M556T1508	327.139	556.2620953	556.2652935	23.74074823	23.73360521	23.74559902	137	137	0			666	1137.937593	-38.65912299	0	0	0.413551822	0.1163749	1	12246.4189	2368.490416	0.413551822	5727.191349	666.5013197	0.1163749	0.281403427
