1719476586.40960908	ABC Path Solver Layout Version 1:
1719476586.40969491	OXBQFNH
1719476586.40972304	Y A   J
1719476586.40974808	L     G
1719476586.40977311	W     E
1719476586.40979695	V     S
1719476586.40982199	T     R
1719476586.40984392	DUCKIMP
1719476586.40986609	
1719476586.41495800	ABC Path Solver Layout Version 1:
1719476586.41503310	UVTOLKB
1719476586.41506004	D     Y
1719476586.41508508	F     X
1719476586.41513896	G A   S
1719476586.41516495	H     N
1719476586.41518807	I     P
1719476586.41521096	QRWMCEJ
1719476586.41523504	
1719476586.42482901	ABC Path Solver Layout Version 1:
1719476586.42491102	NYDPKME
1719476586.42494512	J   A X
1719476586.42496991	I     C
1719476586.42499304	L     U
1719476586.42501593	F     R
1719476586.42503905	Q     O
1719476586.42506790	SVTBGHW
1719476586.42509890	
1719476587.89798808	ABC Path Solver Layout Version 1:
1719476587.89820194	LGOQVYS
1719476587.89823389	P     T
1719476587.89825892	N     U
1719476587.89828205	J     E
1719476587.89830494	F     X
1719476587.89832902	B  A  H
1719476587.89835095	RIKDCWM
1719476587.89837408	
1719476587.92517090	ABC Path Solver Layout Version 1:
1719476587.92528796	YSKJCBO
1719476587.92532897	G     M
1719476587.92535806	H     N
1719476587.92538905	R     D
1719476587.92541790	T     Q
1719476587.92544293	U   A W
1719476587.92547011	FLVPIEX
1719476587.92549491	
1719476588.32114697	ABC Path Solver Layout Version 1:
1719476588.32123089	HBEIMKY
1719476588.32126093	N A   L
1719476588.32128811	O     C
1719476588.32131505	G     J
1719476588.32134104	W     S
1719476588.32136703	X     T
1719476588.32139301	PFDVURQ
1719476588.32141805	
1719476589.20025492	ABC Path Solver Layout Version 1:
1719476589.20033407	YTXFLMG
1719476589.20036101	H     D
1719476589.20038295	I     W
1719476589.20040298	U     K
1719476589.20042205	N A   P
1719476589.20044208	Q     O
1719476589.20046091	SVRBEJC
1719476589.20048189	
1719476589.22875404	ABC Path Solver Layout Version 1:
1719476589.22883797	YIMUBQH
1719476589.22886491	N     O
1719476589.22888803	R     K
1719476589.22891092	J     D
1719476589.22893310	W    AE
1719476589.22895503	G     X
1719476589.22897506	PLVFTSC
1719476589.22899508	
1719476589.23177409	ABC Path Solver Layout Version 1:
1719476589.23184490	UVHSEPO
1719476589.23187089	M     T
1719476589.23189402	L     R
1719476589.23191404	Q     W
1719476589.23193598	B     J
1719476589.23195696	C    AY
1719476589.23197603	XIKGNDF
1719476589.23199606	
1719476589.31576490	ABC Path Solver Layout Version 1:
1719476589.31584597	WBFGQMC
1719476589.31587195	H     J
1719476589.31589508	X     E
1719476589.31591511	D     L
1719476589.31593609	T     O
1719476589.31595612	PA    S
1719476589.31598997	UYVRIKN
1719476589.31601501	
1719476589.58216500	ABC Path Solver Layout Version 1:
1719476589.58224893	VWIREPH
1719476589.58227611	M     U
1719476589.58229995	O     T
1719476589.58232188	Q     X
1719476589.58234501	B     D
1719476589.58236694	G    AF
1719476589.58238792	KYJSLNC
1719476589.58240795	
1719476589.96850395	ABC Path Solver Layout Version 1:
1719476589.96858811	JUOQDCG
1719476589.96861410	R     F
1719476589.96865296	P     H
1719476589.96868110	K     N
1719476589.96870303	L     V
1719476589.96872306	W   A B
1719476589.96874309	MTXYEIS
1719476589.96876192	
1719476600.19858789	ABC Path Solver Layout Version 1:
1719476600.19869590	BVUPGNF
1719476600.19873190	O     Q
1719476600.19876409	RA    C
1719476600.19879293	S     K
1719476600.19882298	J     W
1719476600.19885206	X     Y
1719476600.19888091	MDETILH
1719476600.19891000	
1719476600.21899605	ABC Path Solver Layout Version 1:
1719476600.21907902	SXTEOPY
1719476600.21911001	R     Q
1719476600.21914005	V  A  N
1719476600.21916890	W     M
1719476600.21919703	I     L
1719476600.21922493	D     J
1719476600.21925402	CUBGHKF
1719476600.21928310	
1719476600.22761202	ABC Path Solver Layout Version 1:
1719476600.22771406	JIVWDPN
1719476600.22774696	M    AB
1719476600.22777796	C     F
1719476600.22780704	H     E
1719476600.22783494	T     R
1719476600.22786403	X     S
1719476600.22789311	UGKLQOY
1719476600.22792292	
1719476600.30533504	ABC Path Solver Layout Version 1:
1719476600.30541492	RXUMIPH
1719476600.30544591	E     J
1719476600.30547500	G     Y
1719476600.30550289	N     B
1719476600.30553102	OA    Q
1719476600.30555892	T     S
1719476600.30558801	WVCFLKD
1719476600.30561709	
1719476600.32593298	ABC Path Solver Layout Version 1:
1719476600.32601500	XKWOEBN
1719476600.32604504	F     D
1719476600.32607293	G    AY
1719476600.32610106	U     H
1719476600.32615089	I     P
1719476600.32617998	J     Q
1719476600.32620692	CLMVRTS
1719476600.32623410	
1719476600.33170700	ABC Path Solver Layout Version 1:
1719476600.33178496	YQONVKE
1719476600.33181500	D     X
1719476600.33183908	BA    C
1719476600.33186412	L     T
1719476600.33188796	H     M
1719476600.33191204	I     J
1719476600.33193803	PSRWGFU
1719476600.33196402	
1719476600.33445001	ABC Path Solver Layout Version 1:
1719476600.33451891	YXOTCFM
1719476600.33454800	W     H
1719476600.33457494	V     J
1719476600.33459997	L     R
1719476600.33462596	E     B
1719476600.33467102	N   A P
1719476600.33469701	IQSUKGD
1719476600.33472204	
1719476600.48340607	ABC Path Solver Layout Version 1:
1719476600.48348188	OXGSMCU
1719476600.48351097	D     Y
1719476600.48353696	F     K
1719476600.48356104	W    AJ
1719476600.48358607	Q     N
1719476600.48361206	P     R
1719476600.48365498	TVIELBH
1719476600.48370504	
1719476600.65560699	ABC Path Solver Layout Version 1:
1719476600.65570807	PQSTCHM
1719476600.65574002	R  A  D
1719476600.65576506	B     E
1719476600.65578794	W     F
1719476600.65581107	L     G
1719476600.65583301	K     J
1719476600.65585589	NOUVIYX
1719476600.65587997	
1719476601.49924898	ABC Path Solver Layout Version 1:
1719476601.49945688	XOCDEGW
1719476601.49949789	TA    U
1719476601.49953008	B     V
1719476601.49955511	Y     F
1719476601.49957895	N     L
1719476601.49960303	M     K
1719476601.49963307	PQRSJIH
1719476601.49968910	
1719476601.50300407	ABC Path Solver Layout Version 1:
1719476601.50308490	VPESIYN
1719476601.50311708	G A   H
1719476601.50314498	C     K
1719476601.50317407	O     X
1719476601.50320101	M     U
1719476601.50322795	T     R
1719476601.50325608	QBDFLWJ
1719476601.50328493	
1719476601.60365605	ABC Path Solver Layout Version 1:
1719476601.60373712	RTUPIMD
1719476601.60376811	N     O
1719476601.60379505	L     V
1719476601.60382295	J     W
1719476601.60384989	H   A B
1719476601.60387611	F     C
1719476601.60390210	YXQEKGS
1719476601.60392809	
1719476601.60711789	ABC Path Solver Layout Version 1:
1719476601.60718989	WNRIVBE
1719476601.60722089	M    AL
1719476601.60724711	K     D
1719476601.60727310	O     C
1719476601.60729909	S     X
1719476601.60732508	U     Q
1719476601.60735106	FPGTJYH
1719476601.60737705	
1719476602.44084692	ABC Path Solver Layout Version 1:
1719476602.44093299	FGDYVOS
1719476602.44096804	P A   Q
1719476602.44099307	B     E
1719476602.44101810	T     C
1719476602.44104195	M     J
1719476602.44106603	W     L
1719476602.44109011	KHIRNUX
1719476602.44112301	
1719476602.54245400	ABC Path Solver Layout Version 1:
1719476602.54254293	UMVPHCK
1719476602.54257703	W   A Y
1719476602.54260302	N     O
1719476602.54262805	S     E
1719476602.54267502	L     D
1719476602.54270005	J     I
1719476602.54273009	XTRQFBG
1719476602.54275990	
1719476602.54660511	ABC Path Solver Layout Version 1:
1719476602.54670596	ENPLXUJ
1719476602.54674006	F     Y
1719476602.54676700	I     V
1719476602.54679203	B     H
1719476602.54681706	OA    Q
1719476602.54684091	M     R
1719476602.54687309	WCDGKTS
1719476602.54690194	
1719476603.60220289	ABC Path Solver Layout Version 1:
1719476603.60228896	VUSDLBE
1719476603.60232902	X     W
1719476603.60235405	F    AC
1719476603.60237789	G     N
1719476603.60240197	O     H
1719476603.60242605	K     Q
1719476603.60244989	ITJRYMP
1719476603.60247397	
1719476603.61193109	ABC Path Solver Layout Version 1:
1719476603.61201501	TVQDIHN
1719476603.61205101	S     O
1719476603.61207700	F     R
1719476603.61210203	U     L
1719476603.61212611	Y     C
1719476603.61215091	B A   J
1719476603.61217499	EXWPGMK
1719476603.61220789	
1719476603.71672702	ABC Path Solver Layout Version 1:
1719476603.71693897	STNXYGM
1719476603.71697307	Q    AP
1719476603.71700001	O     D
1719476603.71702504	U     C
1719476603.71704888	F     H
1719476603.71707392	L     J
1719476603.71709800	WKRIBEV
1719476603.71712303	
1719476603.72528505	ABC Path Solver Layout Version 1:
1719476603.72537088	HOKQIYE
1719476603.72541904	W     R
1719476603.72544599	P   A X
1719476603.72547102	B     C
1719476603.72549701	L     D
1719476603.72554898	J     M
1719476603.72557592	NTUVFGS
1719476603.72560000	
1719476603.77222705	ABC Path Solver Layout Version 1:
1719476603.77231598	ERSDXJG
1719476603.77235198	U     Y
1719476603.77237797	H     V
1719476603.77240396	I     C
1719476603.77242899	B     O
1719476603.77245307	KA    M
1719476603.77247810	PQNWLFT
1719476603.77251005	
1719476603.77657604	ABC Path Solver Layout Version 1:
1719476603.77667809	BKNCRVQ
1719476603.77671409	M     O
1719476603.77674007	S     P
1719476603.77676392	H  A  T
1719476603.77678704	E     Y
1719476603.77681088	D     F
1719476603.77683592	GLJIXUW
1719476603.77686000	
1719476641.92392492	ABC Path Solver Layout Version 1:
1719476641.92413998	MEWUKPG
1719476641.92418694	X  A  V
1719476641.92422199	Y     B
1719476641.92425108	Q     D
1719476641.92427897	O     H
1719476641.92431211	J     N
1719476641.92434502	SFILTRC
1719476641.92437792	
1719476641.99168992	ABC Path Solver Layout Version 1:
1719476641.99178100	WDUYPNH
1719476641.99181700	E     C
1719476641.99184608	B     F
1719476641.99187303	OA    J
1719476641.99189997	S     K
1719476641.99192500	L     R
1719476641.99195790	XTVQGIM
1719476641.99199009	
1719476641.99870801	ABC Path Solver Layout Version 1:
1719476641.99880791	FVUBROT
1719476641.99884105	Q     G
1719476641.99887109	S     P
1719476641.99889994	Y     C
1719476641.99892712	N     X
1719476641.99895501	W  A  L
1719476641.99898291	IDEHJMK
1719476641.99901104	
1719476642.00277901	ABC Path Solver Layout Version 1:
1719476642.00285506	SXFIROT
1719476642.00288606	L     W
1719476642.00291491	U     J
1719476642.00294304	Y     N
1719476642.00297093	D  A  P
1719476642.00299907	B     C
1719476642.00302505	EVGHKMQ
1719476642.00305390	
1719476645.97823501	ABC Path Solver Layout Version 1:
1719476645.97833896	JDTBINP
1719476645.97837090	S     U
1719476645.97839999	H     O
1719476645.97842789	W     E
1719476645.97845602	L     F
1719476645.97849607	C   A K
1719476645.97852898	YVXRQMG
1719476645.97855592	
1719476646.10495901	ABC Path Solver Layout Version 1:
1719476646.10504007	DTUEXIY
1719476646.10507011	W A   B
1719476646.10509896	G     C
1719476646.10512710	S     F
1719476646.10515594	Q     K
1719476646.10518289	N     P
1719476646.10521102	HROVMLJ
1719476646.10524011	
1719476646.10792804	ABC Path Solver Layout Version 1:
1719476646.10800409	CYORKIH
1719476646.10803509	V     W
1719476646.10806394	T     D
1719476646.10809302	B     E
1719476646.10812092	JA    Q
1719476646.10815001	N     L
1719476646.10817909	FPXGSUM
1719476646.10820603	
1719476646.10823298	Finished Generating Deals. Exiting.
1719476646.12832499	
