Positional Cloning	noun	withdef.11	Positional cloning is a laboratory technique used to locate the position of a disease-associated gene along the chromosome. This approach works even when little or no information is available about the biochemical basis of the disease. Positional cloning is used in conjunction with linkage analysis. It involves the isolation of partially overlapping DNA segments that progress along the chromosome toward a candidate gene.	http://www.genome.gov/glossary/index.cfm?id=162
Gene Pool	noun	withdef.12	A gene pool is the total genetic diversity found within a population or a species. A large gene pool has extensive genetic diversity and is better able to withstand the challenges posed by environmental stresses. Inbreeding contributes to the creation of a small gene pool and makes populations or species more likely to go extinct when faced with some type of stress.	http://www.genome.gov/glossary/index.cfm?id=75
candidate gene	noun	withdef.13	A candidate gene is a gene whose chromosomal location is associated with a particular disease or other phenotype. Because of its location, the gene is suspected of causing the disease or other phenotype.	http://www.genome.gov/glossary/index.cfm?id=21
Mendelian Inheritance	noun	withdef.14	Mendelian inheritance refers to patterns of inheritance that are characteristic of organisms that reproduce sexually. The Austrian monk Gregor Mendel performed thousands of crosses with garden peas at his monastery during the middle of the 19th century. Mendel explained his results by describing two laws of inheritance that introduced the idea of dominant and recessive genes.	http://www.genome.gov/glossary/index.cfm?id=122
Yeast Artificial Chromosome	noun	withdef.15	Yeast artificial chromosome (YAC) is a human-engineered DNA molecule used to clone DNA sequences in yeast cells. YACs are often used in connection with the mapping and sequencing of genomes. Segments of an organism's DNA, up to one million base pairs in length, can be inserted into YACs. The YACs, with their inserted DNA, are then taken up by yeast cells. As the yeast cells grow and divide, they amplify the YAC DNA, which can be isolated and used for DNA mapping and sequencing.	http://www.genome.gov/glossary/index.cfm?id=211
Physical Map	noun	withdef.16	A physical map of a chromosome or a genome that shows the physical locations of genes and other DNA sequences of interest. Physical maps are used to help scientists identify and isolate genes by positional cloning.	http://www.genome.gov/glossary/index.cfm?id=154
bacterial artificial chromosome	noun	withdef.17	A bacterial artificial chromosome (BAC) is an engineered DNA molecule used to clone DNA sequences in bacterial cells (for example, E. coli). BACs are often used in connection with DNA sequencing. Segments of an organism's DNA, ranging from 100,000 to about 300,000 base pairs, can be inserted into BACs. The BACs, with their inserted DNA, are then taken up by bacterial cells. As the bacterial cells grow and divide, they amplify the BAC DNA, which can then be isolated and used in sequencing DNA.	http://www.genome.gov/glossary/index.cfm?id=14
Homologous Recombination	noun	withdef.18	Homologous recombination is a type of genetic recombination that occurs during meiosis (the formation of egg and sperm cells). Paired chromosomes from the male and female parent align so that similar DNA sequences from the paired chromosomes cross over each other. Crossing over results in a shuffling of genetic material and is an important cause of the genetic variation seen among offspring.	http://www.genome.gov/glossary/index.cfm?id=104
Newborn Screening	noun	withdef.19	Newborn screening is testing performed on newborn babies to detect a wide variety of disorders. Typically, testing is performed on a blood sample obtained from a heel prick when the baby is two or three days old. In the United States, newborn screening is mandatory for several different genetic disorders, though the exact set of required tests differs from state to state.	http://www.genome.gov/glossary/index.cfm?id=136
Mitochondrial DNA	noun	withdef.20	Mitochondrial DNA is the small circular chromosome found inside mitochondria. The mitochondria are organelles found in cells that are the sites of energy production. The mitochondria, and thus mitochondrial DNA, are passed from mother to offspring.	http://www.genome.gov/glossary/index.cfm?id=129
First Degree Relative	noun	withdef.21	A first degree relative is a family member who shares about 50 percent of their genes with a particular individual in a family. First degree relatives include parents, offspring, and siblings.	http://www.genome.gov/glossary/index.cfm?id=64
HapMap	noun	withdef.22	HapMap (short for "haplotype map") is the nickname of the International HapMap Project, an international project that seeks to relate variations in human DNA sequences with genes associated with health. A haplotype is a set of DNA variations, or polymorphisms, that tend to be inherited together. A haplotype can refer to a combination of alleles or to a set of single nucleotide polymorphisms (SNPs) found on the same chromosome.	http://www.genome.gov/glossary/index.cfm?id=98
contig	noun	withdef.23	A contig--from the word "contiguous"--is a series of overlapping DNA sequences used to make a physical map that reconstructs the original DNA sequence of a chromosome or a region of a chromosome. A contig can also refer to one of the DNA sequences used in making such a map.	http://www.genome.gov/glossary/index.cfm?id=39
DNA Replication	noun	withdef.24	DNA replication is the process by which a molecule of DNA is duplicated. When a cell divides, it must first duplicate its genome so that each daughter cell winds up with a complete set of chromosomes.	http://www.genome.gov/glossary/index.cfm?id=50
Gene Expression	noun	withdef.25	Gene expression is the process by which the information encoded in a gene is used to direct the assembly of a protein molecule. The cell reads the sequence of the gene in groups of three bases. Each group of three bases (codon) corresponds to one of 20 different amino acids used to build the protein.	http://www.genome.gov/glossary/index.cfm?id=73
Pharmacogenomics	noun	withdef.26	Pharmacogenomics is a branch of pharmacology concerned with using DNA and amino acid sequence data to inform drug development and testing. An important application of pharmacogenomics is correlating individual genetic variation with drug responses.	http://www.genome.gov/glossary/index.cfm?id=151
Nuclear Membrane	noun	withdef.27	A nuclear membrane is a double membrane that encloses the cell nucleus. It serves to separate the chromosomes from the rest of the cell. The nuclear membrane includes an array of small holes or pores that permit the passage of certain materials, such as nucleic acids and proteins, between the nucleus and cytoplasm.	http://www.genome.gov/glossary/index.cfm?id=139
Polymerase Chain Reaction	noun	withdef.28	Polymerase chain reaction (PCR) is a laboratory technique used to amplify DNA sequences. The method involves using short DNA sequences called primers to select the portion of the genome to be amplified. The temperature of the sample is repeatedly raised and lowered to help a DNA replication enzyme copy the target DNA sequence. The technique can produce a billion copies of the target sequence in just a few hours.	http://www.genome.gov/glossary/index.cfm?id=159
Drug Delivery Device	noun	withdef.29	A medical device that contains a clinical drug or drugs.	http://semanticnetwork.nlm.nih.gov/Download/RelationalFiles/SRDEF
Stop Codon	noun	withdef.30	A stop codon is a trinucleotide sequence within a messenger RNA (mRNA) molecule that signals a halt to protein synthesis. The genetic code describes the relationship between the sequence of DNA bases (A, C, G, and T) in a gene and the corresponding protein sequence that it encodes. The cell reads the sequence of the gene in groups of three bases. Of the 64 possible combinations of three bases, 61 specify an amino acid, while the remaining three combinations are stop codons.	http://www.genome.gov/glossary/index.cfm?id=189
Population Genomics	noun	withdef.31	Population genomics is the application of genomic technologies to understand populations of organisms. In humans, population genomics typically refers to applying technology in the quest to understand how genes contribute to our health and well-being.	http://www.genome.gov/glossary/index.cfm?id=161
Spectral Karyotype	noun	withdef.32	Spectral karyotype (SKY) is a karyotype in which the homologous pairs of chromosomes are manipulated in such a way that they have distinctive colors. The SKY technique makes it easier for scientists to detect chromosomal abnormalities, as compared with a conventional karyotype.	http://www.genome.gov/glossary/index.cfm?id=187
Microarray Technology	noun	withdef.33	Microarray technology is a developing technology used to study the expression of many genes at once. It involves placing thousands of gene sequences in known locations on a glass slide called a gene chip. A sample containing DNA or RNA is placed in contact with the gene chip. Complementary base pairing between the sample and the gene sequences on the chip produces light that is measured. Areas on the chip producing light identify genes that are expressed in the sample.	http://www.genome.gov/glossary/index.cfm?id=125
Missense Mutation	noun	withdef.34	A missense mutation is when the change of a single base pair causes the substitution of a different amino acid in the resulting protein. This amino acid substitution may have no effect, or it may render the protein nonfunctional.	http://www.genome.gov/glossary/index.cfm?id=127
Mouse Model	noun	withdef.35	A mouse model is a laboratory mouse used to study some aspect of human physiology or disease. A variety of different model organisms are used in this regard, but mice are especially useful because they share mammalian features with humans and suffer from many of the same diseases. A large number of mouse models have been created to target specific human diseases using selective breeding and genetic engineering.	http://www.genome.gov/glossary/index.cfm?id=132
Founder Effect	noun	withdef.36	The founder effect is the reduction in genetic variation that results when a small subset of a large population is used to establish a new colony. The new population may be very different from the original population, both in terms of its genotypes and phenotypes. In some cases, the founder effect plays a role in the emergence of new species.	http://www.genome.gov/glossary/index.cfm?id=66
Gene Environment Interaction	noun	withdef.37	Gene environment interaction is an influence on the expression of a trait that results from the interplay between genes and the environment. Some traits are strongly influenced by genes, while other traits are strongly influenced by the environment. Most traits, however, are influenced by one or more genes interacting in complex ways with the environment.	http://www.genome.gov/glossary/index.cfm?id=72
Research Device	noun	withdef.38	A manufactured object used primarily in carrying out scientific research or experimentation.	http://semanticnetwork.nlm.nih.gov/Download/RelationalFiles/SRDEF
Polygenic Trait	noun	withdef.39	A polygenic trait is one whose phenotype is influenced by more than one gene. Traits that display a continuous distribution, such as height or skin color, are polygenic. The inheritance of polygenic traits does not show the phenotypic ratios characteristic of Mendelian inheritance, though each of the genes contributing to the trait is inherited as described by Gregor Mendel. Many polygenic traits are also influenced by the environment and are called multifactorial.	http://www.genome.gov/glossary/index.cfm?id=158
Sickle Cell Disease	noun	withdef.40	Sickle cell disease is a hereditary disease seen most often among people of African ancestry. Caused by mutations in one of the genes that encode the hemoglobin protein, the disease is inherited as an autosomal recessive trait. The mutation causes the red blood cells to take on an unusual sickle shape. Individuals affected by sickle cell disease are chronically anemic and experience significant damage to their heart, lungs, and kidneys.	http://www.genome.gov/glossary/index.cfm?id=184
Fragile X Syndrome	noun	withdef.41	Fragile X syndrome is a hereditary disorder affecting mostly males. Symptoms include mental retardation, distinctive facial features, and poor muscle tone. The syndrome is caused by mutations in a gene on the X chromosome. Since males have a single copy of the X chromosome, they show symptoms if gene on their X chromosome is mutated. Females have a second, usually normal, copy of the gene on their other X chromosome. Consequently, they are less likely to show symptoms of the syndrome.	http://www.genome.gov/glossary/index.cfm?id=67
Genetic Variation	noun	withdef.42	Genetic variation refers to diversity in gene frequencies. Genetic variation can refer to differences between individuals or to differences between populations. Mutation is the ultimate source of genetic variation, but mechanisms such as sexual reproduction and genetic drift contribute to it as well.	http://www.genome.gov/glossary/index.cfm?id=89
Probe	noun	withdef.43	A probe is a single-stranded sequence of DNA or RNA used to search for its complementary sequence in a sample genome. The probe is placed into contact with the sample under conditions that allow the probe sequence to hybridize with its complementary sequence. The probe is labeled with a radioactive or chemical tag that allows its binding to be visualized. In a similar way, labeled antibodies are used to probe a sample for the presence of a specific protein.	http://www.genome.gov/glossary/index.cfm?id=165
Germ Line	noun	withdef.44	A germ line is the sex cells (eggs and sperm) that are used by sexually reproducing organisms to pass on genes from generation to generation. Egg and sperm cells are called germ cells, in contrast to the other cells of the body that are called somatic cells.	http://www.genome.gov/glossary/index.cfm?id=94
Centimorgan	noun	withdef.45	A centimorgan is a unit used to measure genetic linkage. One centimorgan equals a one percent chance that a marker on a chromosome will become separated from a second marker on the same chromosome due to crossing over in a single generation. It translates to approximately one million base pairs of DNA sequence in the human genome. The centimorgan is named after the American geneticist Thomas Hunt Morgan.	http://www.genome.gov/glossary/index.cfm?id=28
Zebrafish	noun	withdef.46	The zebrafish is a member of the minnow family of fish. The zebrafish is a model organism used to study the development of vertebrates. In this regard, zebrafish are useful because the embryo is transparent, it develops outside of its mother, and its development from eggs to larvae happens in just three days.	http://www.genome.gov/glossary/index.cfm?id=212
Gene Regulation	noun	withdef.47	Gene regulation is the process of turning genes on and off. During early development, cells begin to take on specific functions. Gene regulation ensures that the appropriate genes are expressed at the proper times. Gene regulation can also help an organism respond to its environment. Gene regulation is accomplished by a variety of mechanisms including chemically modifying genes and using regulatory proteins to turn genes on or off.	http://www.genome.gov/glossary/index.cfm?id=76
Open Reading Frame	noun	withdef.48	An open reading frame is a portion of a DNA molecule that, when translated into amino acids, contains no stop codons. The genetic code reads DNA sequences in groups of three base pairs, which means that a double-stranded DNA molecule can read in any of six possible reading frames--three in the forward direction and three in the reverse. A long open reading frame is likely part of a gene.	http://www.genome.gov/glossary/index.cfm?id=146
Holoprosencephaly	noun	withdef.49	Holoprosencephaly is a developmental disorder that results when the forebrain of the embryo fails to divide and form the right and left halves of the brain. The disorder produces a single-lobed brain structure and severe skull and facial abnormalities. Often the deformities cause babies to die before birth. In mild cases, babies are born with near-normal brain development and facial abnormalities involving cleft lip or cleft palate.	http://www.genome.gov/glossary/index.cfm?id=103
Archaeon	noun	withdef.50	A member of one of the three domains of life, formerly called Archaebacteria under the taxon Bacteria, but now considered separate and distinct. Archaea are characterized by: 1) the presence of characteristic tRNAs and ribosomal RNAs; 2) the absence of peptidoglycan cell walls; 3) the presence of ether-linked lipids built from branched-chain subunits; and 4) their occurrence in unusual habitats. While archaea resemble bacteria in morphology and genomic organization, they resemble eukarya in their method of genomic replication.	http://semanticnetwork.nlm.nih.gov/Download/RelationalFiles/SRDEF
Inherited	noun	withdef.51	An inherited trait is one that is genetically determined. Inherited traits are passed from parent to offspring according to the rules of Mendelian genetics. Most traits are not strictly determined by genes, but rather are influenced by both genes and environment.	http://www.genome.gov/glossary/index.cfm?id=111
Gene Amplification	noun	withdef.52	Gene amplification is an increase in the number of copies of a gene sequence. Cancer cells sometimes produce multiple copies of genes in response to signals from other cells or their environment.	http://www.genome.gov/glossary/index.cfm?id=71
Restriction Fragment Length Polymorphism	noun	withdef.53	Restriction fragment length polymorphism (RFLP) is a type of polymorphism that results from variation in the DNA sequence recognized by restriction enzymes. These are bacterial enzymes used by scientists to cut DNA molecules at known locations. RFLPs (pronounced "rif lips") are used as markers on genetic maps. Typically, gel electrophoresis is used to visualize RFLPs.	http://www.genome.gov/glossary/index.cfm?id=176
Professional Society	noun	withdef.54	An organization uniting those who have a common vocation or who are involved with a common field of study.	http://semanticnetwork.nlm.nih.gov/Download/RelationalFiles/SRDEF
Nucleopore	noun	withdef.55	The nucleopore is one of a series of small holes found in the nuclear membrane. The nucleopore serves as a channel used for transporting nucleic acids and proteins into and out of the cell nucleus.	http://www.genome.gov/glossary/index.cfm?id=142
Risk	noun	withdef.56	Risk, in the context of genetics, refers to the probability that an individual will be affected by a particular genetic disorder. Both genes and environment influence risk. An individual's risk may be higher because they inherit genes that cause or increase susceptibility to a disorder. Other individuals may be at higher risk because they live or work in an environment that promotes the development of the disorder.	http://www.genome.gov/glossary/index.cfm?id=179
Codominance	noun	withdef.57	Codominance is a relationship between two versions of a gene. Individuals receive one version of a gene, called an allele, from each parent. If the alleles are different, the dominant allele usually will be expressed, while the effect of the other allele, called recessive, is masked. In codominance, however, neither allele is recessive and the phenotypes of both alleles are expressed.	http://www.genome.gov/glossary/index.cfm?id=35
Non-Directiveness	noun	withdef.58	Non-directiveness refers to the nature of the genetic counseling process. According to the principle of non-directiveness, the genetic counselor has the responsibility to provide the client with accurate information about a test or outcome but should remain neutral and not try to influence the decisions made by the client.	http://www.genome.gov/glossary/index.cfm?id=456
carrier screening	noun	withdef.59	Carrier screening is a type of genetic testing performed on people who display no symptoms for a genetic disorder but may be at risk for passing it on to their children. A carrier for a genetic disorder has inherited one normal and one abnormal allele for a gene associated with the disorder. A child must inherit two abnormal alleles in order for symptoms to appear. Prospective parents with a family history of a genetic disorders are candidates for carrier screening.	http://www.genome.gov/glossary/index.cfm?id=24
Frameshift Mutation	noun	withdef.60	A frameshift mutation is a type of mutation involving the insertion or deletion of a nucleotide in which the number of deleted base pairs is not divisible by three. "Divisible by three" is important because the cell reads a gene in groups of three bases. Each group of three bases corresponds to one of 20 different amino acids used to build a protein. If a mutation disrupts this reading frame, then the entire DNA sequence following the mutation will be read incorrectly.	http://www.genome.gov/glossary/index.cfm?id=68
Genetic Information Nondiscrimination Act	noun	withdef.61	The Genetic Information Nondiscrimination Act (GINA) is federal legislation that makes it unlawful to discriminate against individuals on the basis of their genetic profiles in regard to health insurance and employment. These protections are intended to encourage Americans to take advantage of genetic testing as part of their medical care. President George W. Bush signed GINA into law on May 22, 2008.	http://www.genome.gov/glossary/index.cfm?id=84
Embryonic Structure	noun	withdef.62	An anatomical structure that exists only before the organism is fully formed; in mammals, for example, a structure that exists only prior to the birth of the organism. This structure may be normal or abnormal.	http://semanticnetwork.nlm.nih.gov/Download/RelationalFiles/SRDEF
Lyonization	noun	withdef.63	Lyonization is commonly known as X-inactivation. In mammals, males receive one copy of the X chromosome while females receive two copies. To prevent female cells from having twice as many gene products from the X chromosomes as males, one copy of the X chromosome in each female cell is inactivated. In placental mammals, the choice of which X chromosome is inactivated is random, whereas in marsupials it is always the paternal copy that is inactivated.	http://www.genome.gov/glossary/index.cfm?id=504
Immunologic Factor	noun	withdef.64	A biologically active substance whose activities affect or play a role in the functioning of the immune system.	http://semanticnetwork.nlm.nih.gov/Download/RelationalFiles/SRDEF
Neoplastic Process	noun	withdef.65	A new and abnormal growth of tissue in which the growth is uncontrolled and progressive. The growths may be malignant or benign.	http://semanticnetwork.nlm.nih.gov/Download/RelationalFiles/SRDEF
Insertion	noun	withdef.66	Insertion is a type of mutation involving the addition of genetic material. An insertion mutation can be small, involving a single extra DNA base pair, or large, involving a piece of a chromosome.	http://www.genome.gov/glossary/index.cfm?id=112
Nonsense Mutation	noun	withdef.67	A nonsense mutation is the substitution of a single base pair that leads to the appearance of a stop codon where previously there was a codon specifying an amino acid. The presence of this premature stop codon results in the production of a shortened, and likely nonfunctional, protein.	http://www.genome.gov/glossary/index.cfm?id=138
Genetic Discrimination	noun	withdef.68	Genetic discrimination is prejudice directed against people who have or may have a genetic disease. Genetic discrimination can involve being denied employment or health insurance. In a healthcare context, it can refer to people being treated based on their genetic status rather than by some more relevant criterion.	http://www.genome.gov/glossary/index.cfm?id=80
Marker	noun	withdef.69	A marker is a DNA sequence with a known physical location on a chromosome. Markers can help link an inherited disease with the responsible genes. DNA segments close to each other on a chromosome tend to be inherited together. Markers are used to track the inheritance of a nearby gene that has not yet been identified but whose approximate location is known. The marker itself may be a part of a gene or may have no known function.	http://www.genome.gov/glossary/index.cfm?id=455
LOD Score	noun	withdef.70	LOD stands for "logarithm of the odds." In genetics, the LOD score is a statistical estimate of whether two genes, or a gene and a disease gene, are likely to be located near each other on a chromosome and are therefore likely to be inherited. A LOD score of 3 or higher is generally understood to mean that two genes are located close to each other on the chromosome. In terms of significance, a LOD score of 3 means the odds are a thousand to one that the two genes are linked, and therefore inherited together.	http://www.genome.gov/glossary/index.cfm?id=531
DNA Fingerprinting	noun	withdef.71	DNA fingerprinting is a laboratory technique used to establish a link between biological evidence and a suspect in a criminal investigation. A DNA sample taken from a crime scene is compared with a DNA sample from a suspect. If the two DNA profiles are a match, then the evidence came from that suspect. Conversely, if the two DNA profiles do not match, then the evidence cannot have come from the suspect. DNA fingerprinting is also used to establish paternity.	http://www.genome.gov/glossary/index.cfm?id=49
Knockout	noun	withdef.72	A knockout typically refers to an organism that has been genetically engineered to lack one or more specific genes. Scientists create knockouts (often in mice) so that they can study the impact of the missing genes and learn something about the genes' function.	http://www.genome.gov/glossary/index.cfm?id=454
Phosphate Backbone	noun	withdef.73	A phosphate backbone is the portion of the DNA double helix that provides structural support to the molecule. DNA consists of two strands that wind around each other like a twisted ladder. Each strand has a backbone made of alternating sugar (deoxyribose) and phosphate groups. Attached to each sugar is one of four bases--adenine (A), cytosine (C), guanine (G), or thymine (T). The two strands are held together by bonds between the bases, with adenine forming a base pair with thymine, and cytosine forming a base pair with guanine.	http://www.genome.gov/glossary/index.cfm?id=153
Microbiome	noun	withdef.74	A microbiome is all of the genetic material found within an individual microbe such as a bacterium, fungal cell, or virus.	http://www.genome.gov/glossary/index.cfm?id=502
Personalized Medicine	noun	withdef.75	Personalized medicine is an emerging practice of medicine that uses an individual's genetic profile to guide decisions made in regard to the prevention, diagnosis, and treatment of disease. Knowledge of a patient's genetic profile can help doctors select the proper medication or therapy and administer it using the proper dose or regimen. Personalized medicine is being advanced through data from the Human Genome Project.	http://www.genome.gov/glossary/index.cfm?id=150
Promoter	noun	withdef.76	A promoter is a sequence of DNA needed to turn a gene on or off. The process of transcription is initiated at the promoter. Usually found near the beginning of a gene, the promoter has a binding site for the enzyme used to make a messenger RNA (mRNA) molecule.	http://www.genome.gov/glossary/index.cfm?id=167
typodont	noun	withdef.77	A model of the mouth, including teeth, gingiva, and the palate, used as an educational tool.	https://en.wiktionary.org/wiki/typodont#English
spoon excavator	noun	withdef.78	A curette with hooklike ends used to remove soft carious decay in dentistry.	https://en.wiktionary.org/wiki/spoon_excavator
nightguard	noun	withdef.79	A guard worn on the teeth to prevent damage from bruxism during sleep.	https://en.wiktionary.org/wiki/nightguard#English
disclusion	noun	withdef.80	A separation of the teeth when the jaw is slightly opened.	https://en.wiktionary.org/wiki/disclusion#English
crossbite	noun	withdef.81	An occlusal irregularity where a tooth (or teeth) has a more buccal or lingual position than its corresponding antagonist tooth in the upper or lower arcade.	https://en.wiktionary.org/wiki/crossbite#English
headgear	noun	withdef.82	A type of orthodontic appliance attached to dental braces that aids in correcting severe bite problems.	https://en.wiktionary.org/wiki/headgear#English
fossette	noun	withdef.83	A small depression in the crown of a tooth	https://en.wiktionary.org/wiki/fossette#English
abutment	noun	withdef.84	The tooth that supports a denture or bridge.	https://en.wiktionary.org/wiki/abutment#English
virophage	noun	withdef.85	Any virus that infects other viruses.	https://en.wiktionary.org/wiki/virophage#English
virogenesis	noun	withdef.86	The production or formation of a virus	https://en.wiktionary.org/wiki/virogenesis#English
occlusion body	noun	withdef.87	A crystalline protein matrix which occludes the nucleocapsid in some viruses.	https://en.wiktionary.org/wiki/occlusion_body#English
peplomer	noun	withdef.88	how viruses attach to cells; spike	https://en.wiktionary.org/wiki/peplomer#English
penton	noun	withdef.89	A pentagonal capsomere of an adenovirus capsid.	https://en.wiktionary.org/wiki/penton#English
tropism	noun	withdef.90	viral tropism, or which type of tissue supports a certain virus	https://en.wiktionary.org/wiki/tropism#English
girus	noun	withdef.91	a type of giant virus, a giant nucleocytoplasmic large DNA virus (giant NCLDV)	https://en.wiktionary.org/wiki/girus#English
pseudovirion	noun	withdef.92	A synthetic viral particle, that cannot replicate, used to inject foreign nucleic acid into a cell	https://en.wiktionary.org/wiki/pseudovirion#English
astrovirus	noun	withdef.93	Any member of the family Astroviridae of icosahedral viruses with a characteristic starlike surface structure.	https://en.wiktionary.org/wiki/astrovirus#English
papillomavirus	noun	withdef.94	Any variety of virus which causes warts	https://en.wiktionary.org/wiki/papillomavirus#English
payor	noun	withdef.95	The maker of a payment.	https://en.wiktionary.org/wiki/payor#English
scrub in	verb	withdef.96	To thoroughly wash one's hands and forearms in preparation for performing a surgery.	https://en.wiktionary.org/wiki/scrub_in#English
palliative care	noun	withdef.97	A specialized area of healthcare that focuses on relieving and preventing the suffering of patients.	https://en.wiktionary.org/wiki/palliative_care#English
never event	noun	withdef.98	particularly shocking medical error that should never occur.	https://en.wiktionary.org/wiki/never_event#English
high dependency unit	noun	withdef.99	An area for patients who require more intensive observation, treatment and nursing care than would be usually provided on a general ward. A standard of care between the general ward and full intensive care.	https://en.wiktionary.org/wiki/high_dependency_unit#English
home care	noun	withdef.100	Health care provided in the patient's home by healthcare professionals.	https://en.wiktionary.org/wiki/home_care#English
uninstall	verb	withdef.101	Remove hardware or software from a computer system.	https://www.lpi.org/study-resources/glossary-of-terms/
emulator	noun	withdef.102	A program that emulates the functions of some device or other program.	https://www.lpi.org/study-resources/glossary-of-terms/
Integrated Development Environment	noun	withdef.103	A programming environment integrated into an application; rare on Linux.	https://www.lpi.org/study-resources/glossary-of-terms/
Internet service provider	noun	withdef.104	A company which provides connections to the Internet.	https://www.lpi.org/study-resources/glossary-of-terms/
frame	noun	withdef.105	A packet as assembled and transmitted over the physical layer of a network (e.g. Ethernet, Token Ring, etc.).	https://www.lpi.org/study-resources/glossary-of-terms/
regular expression	noun	withdef.106	A formal expression of a string pattern which can be searched for and processed by a pattern-matching program such as vi, grep, awk or perl.	https://www.lpi.org/study-resources/glossary-of-terms/
environment	noun	withdef.107	A collection of variables associated with a process so that it knows about the user preferences and configuration of the system; they are inherited by a child process.	https://www.lpi.org/study-resources/glossary-of-terms/
pipe	noun	withdef.108	A data structure which connects a file handle in one process to a file handle in another; by convention stdout of one process to stdin of the next. Established on the shell command line by the ‘|’ symbol.	https://www.lpi.org/study-resources/glossary-of-terms/
alias	noun	withdef.109	Within a shell, a substitute word for a command string (e.g.: alias dir = “ls –color”).	https://www.lpi.org/study-resources/glossary-of-terms/
gateway	noun	withdef.110	A device or relay mechanism that connects two or more computer networks and which directs packets between the networks in an internet. In common usage today, a gateway is a general-purpose computer with a general-purpose operating system [e.g. Linux] which *may* be performing other functions, and in that role it operates at the third, network layer in the ISO/OSI model; while a router is a special-purpose computer with a special purpose operating system [e.g. IOS], generally from a specialist supplier [e.g. Cisco]). cf. bridge.	https://www.lpi.org/study-resources/glossary-of-terms/
executable	noun	withdef.111	A file that is a binary or a script that can be run as a program (may assume execute permission).	https://www.lpi.org/study-resources/glossary-of-terms/
colormap	noun	withdef.112	A table used to encode a palette of colors for images.	https://www.lpi.org/study-resources/glossary-of-terms/
spawn	verb	withdef.113	To create a child process by means of a fork() and an exec().	https://www.lpi.org/study-resources/glossary-of-terms/
kernel	noun	withdef.114	The core of an operating system, which provides multitasking (process creation, interprocess protection, interprocess communication), memory management, and basic I/O management.	https://www.lpi.org/study-resources/glossary-of-terms/
script	noun	withdef.115	A computer program that is written in an interpreted programming language, and therefore stays in human-readable text format; cf. executable, binary.	https://www.lpi.org/study-resources/glossary-of-terms/
ALT	noun	withdef.116	The Alternative key on a keyboard	https://www.lpi.org/study-resources/glossary-of-terms/
ANSI	noun	withdef.117	A standards body responsible for many protocols.	https://www.lpi.org/study-resources/glossary-of-terms/
fork	verb	withdef.118	When an executing process creates an exact executing duplicate (except for the different PID) of itself; see child process, spawn.	https://www.lpi.org/study-resources/glossary-of-terms/
shell	noun	withdef.119	A program which mediates between the user and the operating system, typically accepting commands and invoking the corresponding programs. In the UNIX world, the term shell is conventionally applied to command-line driven interfaces with scripting capabilities, such as bash, csh and zsh; however, graphical shells exist, such as Windowmaker, KDE and GNOME.	https://www.lpi.org/study-resources/glossary-of-terms/
alias	noun	withdef.120	An additional IP address on an interface.	https://www.lpi.org/study-resources/glossary-of-terms/
Local Maximum	noun	withdef.121	The highest point in a particular section of a graph.	http://www.mathwords.com/l/local_maximum.htm
