# lou-ja2kana.csv
# Copyright 2007 Naoki Tomita <tomita@cpan.org>
# License: GPL
#
# This dictionary is based on the following resource.
# - lou-en2kana.csv (Acme::Lou)
# - edict
#   Copyright (C) 2006 The Electronic Dictionary Research 
#   and Development Group, Monash University.

ええと,レット ミー シー
えぐい,シャープ
えげつない,ダーティー
えっと,レット ミー シー
えり抜き,ベリィ ベスト
おーい,ハロー
おいでやす,ウェルカム
おおみず,ホワイト エンジェル
おきなさい,マスト ドゥ
おぎゃあ,クライ
おこしやす,ウェルカム
おしっこ,ナンバー ワン
おしどり夫婦,ハピリー マリード カップル
おじゃんになる,フォール スルー
おそれ多い,オーガスト
おそろ,セイム
おたんこなす,フール
おっさん,アンクル
おっつかっつ,マッチ ザ セイム
おっと,ソーリィ
おっとり,ジェントル
おっ開く,オープン
おつむ,フェイス
おとっつあん,ファザー
おばはん,アーント
おめでた,ハッピー イベント
おもしい,インタレスティング
おもちゃ屋,トイ ショップ
おもろい,インタレスティング
おろおろ,ナーバス
おろか,ノット トゥ メンション
お握り,ライス ボール
お安いご用,イージー タスク
お安い御用,イージー タスク
お医者さん,ドクター
お蔭で,サンクス トゥ ユー
お蔭様で,サンクス トゥ ゴッド
お陰様で,サンク ユー
お化け,モンスター
お家騒動,ファミリー トラブル
お暇,フリー タイム
お菓子,キャンディー
お芽出度い,ハッピー イベント
お冠,バッド ムード
お寒い,プアー
お願い,プリーズ
お願いごと,リクエスト
お願いします,プリーズ
お願い事,リクエスト
お願い申し上げる,プリーズ
お願い致します,プリーズ
お帰り,リターン
お帰りなさい,ウェルカム ホーム
お気に召す,ライク
お気に入り,フェイヴァリット
お客さま,ゲスト
お客さん,ゲスト
お客様,ゲスト
お休み,ホリデイ
お休みなさい,グッド ナイト
お供,コンパニオン
お玉,エッグ
お玉杓子,ミュージカル ノート
お金,マネー
お結び,ライス ボール
お見えになる,アライブ
お言葉,ワード オブ ゴッド
お互い,イーチ アザー
お好み,チョイス
お絞り,ウェット タオル
お祭,フェスティヴァル
お祭り,フェスティヴァル
お菜,サイド ディッシュ
お札,ノート
お雑煮,ニュー イヤー ディッシュ
お皿,プレート
お産,バース
お仕舞い,エンド
お使い,アビリティー トゥ ユーズ
お子さん,チャイルド
お子様,チャイルド
お持て成し,サービス
お辞儀,バウ
お邪魔虫,サード ホイール
お酌,ダンシング ガール
お主,ユー
お手々,ハンド
お手て,ハンド
お手手,ハンド
お手上げ,オール オーバー
お手数,トラブル
お手数,トラブル
お手洗い,トイレット
お手伝い,ヘルプ
お出で,カム ヒア
お出まし,アピアランス
お暑うございます,イット イズ ウォーム
お暑うご座います,イット イズ ウォーム
お召し,コール
お召し列車,ロイヤル トレイン
お奨め,レコメンデーション
お笑い,コミック
お上,エンペラー
お嬢さん,ドーター
お食事処,レストラン
お尻,ボトム
お浸し,ベジタブル サイド ディッシュ
お人よし,イージー マーク
お人好し,イージー マーク
お水,ウォーター
お数,サイド ディッシュ
お世話をする,テイク ケア オブ
お声掛かり,アン オーダー
お先,フィーチャー
お先に,ビフォー
お前,ユー
お前さん,ユー
お祖父ちゃん,グランパ
お祖母ちゃん,グランマ
お粗末,プアー
お早う,グッド モーニング
お早うございます,グッド モーニング
お揃い,セイム
お多福豆,ラージ ブロード ビーン
お替り,アナザー カップ
お替わり,アナザー カップ
お代り,アナザー カップ
お代わり,アナザー カップ
お宅,ユア ハウス
お誕生日おめでとうございます,ハッピー バースデー
お知らせ,ノーティス
お茶,ティー
お茶を濁す,メイク ドゥ ウィズ
お昼,ランチ
お猪口,スモール カップ
お喋り,トーク
お釣り,チェンジ
お定まり,ユージュアル
お天気,ムード
お天道様,サン
お土産,プレゼント
お湯,ホット ウォーター
お馴染み,ファミリアー
お日様,サン
お婆ちゃん,グランマ
お八,アフターヌーン ティー
お八つ,アフターヌーン ティー
お疲れ様,サンク ユー
お百姓さん,ファーマー
お父さま,ファザー
お父さん,ファザー
お父様,ファザー
お負け,ボーナス
お腹が空いた,ハングリー
お聞きいただく,アスク
お聞き頂く,アスク
お平に,メイキング ワンセルフ コンフォタブル
お返し,リターン ギフト
お母さま,マザー
お母さん,マザー
お母様,マザー
お坊っちゃん,サン
お目もじ,パーソナル ミーティング
お目見え,アン オーディエンス
お目見え,アン オーディエンス
お目見得,アン オーディエンス
お目出度い,ハッピー イベント
お目文字,パーソナル ミーティング
お目目,Yes
お役所仕事,レッド テープ
お預けを食う,ハブ トゥ ウェイト
お預けを食らう,ハブ トゥ ウェイト
お話し中,ビジー
お話中,ビジー
お詫び,アポロジー
かき交ぜる,ミックス
かき合せる,アジャスト
かき混ぜる,ミックス
かき集める,ギャザー アップ
かけ直す,コール アゲイン
かけ離む,ラッシュ イン
かけ離れる,クワイト ディッファレント フロム
かさかさ,ドライ
かちかち,セット ロック ハード
かち合う,イン コンフリクト ウィズ
かっきり,ジャスト
かっ飛ばす,ノック アウト
かてて加えて,オン トップ オブ
かどうか,ホエザー or ノット
かなぐり捨てる,スロー オフ
かねてから,フォー サム タイム
かまける,トゥー ビジー
かむ,ブロゥ
かもしれん,メイ
かも知れない,メイ
かも知れません,メイ
から,フロム
からきし,クワイト
からっきし,クワイト
からと言って,ジャスト ビコーズ
からには,ナウ ザット
かんかん,アンガー
かんかん怒る,ゲット ベリィ マッド
かん木,ブッシュ
か細い,シン
か所,パッセージ
が,But
がくんと,サドンリー
がせ,ライ
がたい,ボディー ビルド
がたがくる,ウェアー アウト
がっかり,ルーズ ハート
がなる,シャウト
がぶる,ピッチ
がましい,ルック ライク
がまん強い,ペイシェント
がらり,サドンリー
がらりと,サドンリー
がらんと,エンプティー
がら空き,クワイト エンプティー
がら明き,クワイト エンプティー
がる,フィール
がん,ディッフィカルト
がんがん食べる,ピッグ アウト
がん首,パイプ ボール
きっちり,オン ザ ドット
きっぱり,クリアリー
きっぱりと,クリアリー
きつい,ハード
きゃっ,スクリーム
きょう体,ケース
きりきり,アット ワンス
きりっとした,ニート
き損,ダメージ
ぎくり,スタート
ぎゃあぎゃあ,スクリーム
ぎゅっと,ハード
くぐり抜ける,ゴー スルー
くすむ,クワイアット
くたくた,タイアード
くたばる,ダイ
くっきり,クリアリー
くっちゃべる,トーク
くっ付く,キープ クローズ トゥ
くねくね,メイキング サム 
くみ取る,アンダースタンド
くよくよ,ウォーリィ アバウト
くらい,アバウト
くり抜く,ドリル
くり返し,サイクル
くり返す,リピート
くるりと,ラウンド
ぐうぐう,ファスト
ぐうぐう寝ちゃう,フォール サウンド アスリープ
ぐたぐた,タイアード
ぐだぐだ,タイアード
ぐっすり,サウンド アスリープ
ぐっすりと,サウンド アスリープ
ぐったり,デッド タイアード
ぐっと,ファスト
ぐでんぐでん,デッド ドランク
ぐにゃぐにゃ,ソフト
ぐらい,アバウト
ぐらつく,シェイク
ぐるみ,ウィズ
けい秀画家,ウーマン ペインター
けたたましい,ノイジー
けた上げ,キャリー
けた上げる,キャリー
けた上り,キャリー
けど,But
けども,But
けりを付ける,フィニッシュ
けり込む,キック イン
けり殺す,キック トゥ デス
けれど,But
けれども,But
けん引,プル
こうこう,ソー アンド ソー
こうもり傘,アンブレラ
こうやって,イン ディス ウェイ
こう言う,サッチ
こう言う,サッチ
ここで,ザット イズ
ここん所,ディス プレイス
こざっぱり,ニート
こし器,フィルター
こじつける,フォース
こじ開ける,プライズ オープン
こそ,フォー シュア
こちこち,ドライ
こちとら,ウィー
こっ酷い,バッド
こてんこてん,ブラック アンド ブルー
こてんぱ,ブラック アンド ブルー
こてんぱん,ブラック アンド ブルー
ことができる,キャン
こととて,ビコーズ
こにちは,ハロー
こにちわ,ハロー
このおかげで,ビコーズ オブ ディス
このため,ビコーズ オブ ディス
この間,アザー デイ
この間,アザー デイ
この次から,フロム ナウ オン
この種,ディス カインド オブ
この上ない,ベスト
この上なく,モースト オブ オール
この上もなく,モースト オブ オール
この場合,イン ディス ケース
この世,ディス ワールド
この世を去る,リーブ ディス ワールド
この度,アット ディス タイム
この分,アット ディス レート
この辺,ディス エリア
この方,ディス パースン
この方,ディス パースン
この様に,イン ディス マナー
この類,ディス カインド
こびり付く,スティック トゥ
こます,ドゥ
こみ上げる,フィル
こよない,ベスト
こりゃ,ヘイ ゼア
これっきり,アン エンド ポイント
これで,ヒア
これと言った,ナッシング スペシャル
これと言って,ナッシング スペシャル
これと同じ,セイム アズ ディス
これにより,フロム ディス
ころり,イーズリー
こんな,サッチ
こんなに,ソー
こんな風に,イン ディス ウェイ
こんにちわ,ハロー
こんばんわ,グッド イーブニング
ごたごた,トラブル
ごちゃごちゃ,ミックス アップ
ごった,ミックス
ごっちゃ,ミックス アップ
ごっつい,ラフ
ごつい,ラフ
ごろつく,ロール アバウト
ごろりと横になる,スロー ワンセルフ ダウン
ご機嫌,プレザント
ご苦労,トラブル
ご降誕,バース
ご座います,イグジスト
ご自身,ヒムセルフ
ご主人,ユア ハズバンド
ご心配なく,ネバー マインド
ご新造,ワイフ
ご新造,ワイフ
ご成功,ユア サクセス
ご多分,コモン
ご注文,オーダー
ご殿,パレース
ご念,ウォーリィ
ご飯,ミール
ご無沙汰,ロング サイレンス
ご迷惑,トラブル
ご免,ユア パードゥン
ご免なさい,エクスキューズ ミー
ご用,ユア オーダー
ご用の方,カスタマー
ご用聞き,ルート マン
ご覧,ルック
ご覧なさい,ルック
ご了承,アンダースタンディング
ご令嬢,ドーター
ご令息,サン
さあ,カム ナウ
さあさあ,カム ナウ
さあっと,クワイト サドンリー
さえ,イーブン
さくらの木,チェリー ツリー
さっき,サム タイム アゴー
さっぱり,ニート
さっぱりした,クリーン
さてさて,ウェル
さては,アンド ゼン
さばけ口,マーケット
さもしい,ミーン
さよか,ノー サンクス
さる事,サム  ライク ザット
さ迷う,ノック アラウンド
さ来週,ウィーク アフター ネクスト
ざあざあ,ホワイト ノイズ サウンド
ざあっ,サウンド オブ ウォーター
ざら,コモン
ざらざら,フィーリング ラフ
ざらつく,ラフ フィーリング
ざらにある,コモン
ざらにいる,コモン
ざる,ノット
ざわざわ,ノイジー
ざわつく,ノイジー
しいんと,サイレント
しおらしい,ジェントル
しか,オンリー
しかない,ハブ ノー チョイス
しがない,プアー
しくじる,フェイル
しくる,フェイル
しっとり,クワイアット
しばく,ストライク
しまいに,アット ザ エンド
しゃんと,イン シェイプ
しやすい,イージー トゥ メイク
しょうも無い,スチューピッド
しょうも無い,スチューピッド
しょっちゅう,オールウェイズ
しょぼくれる,ルーズ ハート
しようも無い,スチューピッド
しようも無い,スチューピッド
しらばくれる,アクト アズ イノセント
しらばっくれる,アクト アズ イノセント
しらを切る,プレイ イノセント
しんと,サイレント
しんどい,タイアード
しんみり,シーリアス
し損じる,フェイル
し損ずる,フェイル
じっくり,ケアフリー
じめじめ,ウェット
じゃ,ウェル
じゃあ,ウェル
じゃあまた明日,シー ユー トゥモロー
じゃが芋,ポテト
じゃまたね,シー ユー レイター
じろじろ見る,ルック ハード アット
すいません,エクスキューズ ミー
すかっと,クリアー
すくすく,ファスト
すくすくと,ファスト
すっかり,オール
すっきり,クリアー
すっきりと,クリアー
すっくと,ストレート
すっと,ストレート
すっとこどっこい,フール
すっ飛ぶ,ラッシュ オフ
すばしこい,クイック
すばしっこい,クイック
すべき,シュドゥ ドゥ
すべすべ,スムーズ
すまし込む,ルック ワイズ
すまん,ソーリィ
すら,イーブン
すらっと,スリム
すらりと,スリム
すり寄る,ドロー クローズ トゥ
すり替える,スイッチ
すり抜ける,スリップ スルー
すれば,イフ ソー
すれ違う,ミス イーチ アザー
すんなり,スリム
すんません,エクスキューズ ミー
すんまへん,エクスキューズ ミー
ずっと,オール アロング
ずつ,イーチ
ずぶり,スルー
ずらかる,リーブ
ずらす,シフト
ずれる,スライド
せざるを得ない,ハズ トゥ ドゥ
せず,ウィズアウト
せずに,ウィズアウト
せせこましい,ナロー
せせらぎ,スモール ストリーム
せっ生,ヘルス メンテナンス
せびる,ディマンド マネー
せめて,アット リースト
せよ,イーブン イフ
せん孔機,ドリル
そうかと言って,But スティル
そうさ,シュア シング
そうする,ドゥ ソー
そうすれば,イフ ソー
そうだ,ザット イズ ソー
そうでない,ノット ソー
そうね,オゥ ウェル
そう言った,ライク ザット
そう身,スリム フィギュア
そう氷,パック アイス
そぐわない,ドゥ ノット マッチ
そこそこ,アバウト
そこまで,ゴー ザット ファー
そこら辺,アラウンド ゼア
そしたら,ゼン
そっくり,オール
そつ,ミス
そつがない,ウィズアウト エラー
そつのない,ウィズアウト エラー
そない,ソー
そのよう,ザット カインド オブ
その為,フォー ザット リーズン
その気,ザット イン マインド
その気になる,フィール ライク イット
その後,アフター ザット
その後,アフター ザット
その時,アット ザット タイム
その実,イン ファクト
その上,オン トップ オブ
その場合には,イン ザット ケース
その節,アット ザット タイム
その代り,インステッド
その代わり,インステッド
その通り,ジャスト ライク ザット
その道,ライン
その日,ザット デイ
その物,ベリィ シング
その癖,アンド イェット
その辺り,ザット エリア
そびれる,フェイル トゥ ドゥ
そよ風,ソフト ウィンド
そらで歌う,シング フロム メモリー
そらで覚える,ラーン バイ ハート
そらで言う,スピーク フロム メモリー
それからというもの,アフター ザット
それじゃ,ウェル
それすら,イーブン ザット
それっぽい,ライク ザット
それなのに,アンド イェット
それならそうと,イーブン ソー
それならそれで,イーブン ソー
それなり,イン イットセルフ
それにしても,アット エニー レート
それはさておき,アパート フロム ザット
それはそうと,バイ ザ ウェイ
それより,But
それら,ゾーズ オーバー ゼア
それ以来,シンス ゼン
それ計り,ザット マッチ
それ故,フォー ザット リーズン
それ迄,アンティル ゼン
そわそわ,ナーバス
そんだけ,オンリー ザット
そんな,サッチ
そんなに,ソー マッチ
そんな具合に,イン ザット マナー
そんな風に,イン ザット マナー
ぞろ目,セイム レベル
たき火,オープン ファイヤー
たき木,フューエル
ただ今,ライト アウェイ
たった,オンリー
たった今,ジャスト ナウ
たっぷり,フル
たどたどしい,ウィズ ディフィカルティ
たびに,イーチ タイム
たりとも,イーブン
たる,フー ァー
たんま,タイム アウト
だい,ホエア
だから,ソー
だからこそ,フォー ディス リーズン
だからって,イーブン ソー
だからと言って,ジャスト ビコーズ
だが,But
だけど,ハウエヴァ
だけども,ゾウ
だけれども,ゾウ
ださい,アウト オブ ファッション
だって,But
だの,アンド
だぶつく,トゥー ラージ
だめになる,フェイル
だらける,レイジー
だれる,ルーズ インタレスト
だ捕,キャプチャ
ちっと,ビット
ちっぽけ,ベリィ スモール
ちと,ビット
ちびちび,メイキング サム  ラスト
ちびっ子,スモール チャイルド
ちまちま,スモール
ちゃいかん,マスト ノット ドゥ
ちゃち,チープ
ちゃり,バイシクル
ちゃりんこ,バイシクル
ちゃん,ダディー
ちゃんぽんに,オール トゥギャザー
ちゅう,キス
ちょい,ショート タイム
ちょいちょい,オーフン
ちょい役,ビット パート
ちょくちょく,オーフン
ちょこっと,ラザー
ちょっくら,リトル
ちょっとそこまで,トイレット ブレイク
ちょっぴり,ベリィ リトル ビット
ちょぼ,ドット
ちょろい,イージー
ちょんぼ,ミステイク
ちょん切る,チョップ サム  オフ
ちらっと,バイ アクシデント
ちらほら,ヒア アンド ゼア
ちらり,バイ アクシデント
ちり紙,トイレット ペーパー
ちんけ,ワースト
ちんちくりん,ショート
っつーか,or ラザー
っつうか,or ラザー
っていうか,or ラザー
ってゆうか,or ラザー
っぱなし,リーブ
つい,ジャスト
ついつい,バイ ミステイク
つかみ取る,ゲット
つき,ラック
つぎ込む,プット イントゥ
つけ始める,ビギン トゥ ライト
つつ,ホワイル
つなぎ合わせる,ジョイン
つなぎ服,ボイラー スート
つるつる,スムーズ
つれない,コウルド
づつ,イーチ
てっきり,ビヨンド ダウト
てめえ,ユー
てんで,アット オール
で,アット
であろう,ウィル
できこと,イベント
でくの坊,ウッドン ドール
でさえ,イーブン
でしょう,シンク
ですが,But
でっち上げる,メイク アップ
でないと,ウィズアウト
でなければ,ウィズアウト
では,ゼン
でも,But
でもある,オールソー ビー
でもない,ノット ライク
でんぐり返る,ターン オーバー
と,イフ
とことん,エンド
として,フォー
とと,フィッシュ
となる,ビカム
とは言え,ゾウ
とびっきり,チョイス
とび出る,ジャンプ アウト
とべ,ラスト
とも,オブ コース
ともあろうもの,オブ オール ピープル
とやかく言う,ファインド フォールト
とろい,スロー
とんかち,ハマー
とんずら,エスケープ
とんだ,テリブル
とんと,ノット アット オール
と共に,トゥギャザー ウィズ
と言う,セイド
と言うのに,イーブン ゾウ
と言うのは,ビコーズ
と言うのも,ビコーズ
と言う訳だ,ディス イズ ホワイ
と言えば,スピーキング オブ
と言える,ワン キャン セイ
と言って,ハウエヴァ
と同じように,ジャスト ライク
と同じ様に,ジャスト ライク
どういう風に,イン ホワット ウェイ
どうか,プリーズ
どうしょう,ホワット トゥ ドゥ
どうしよう,ホワット トゥ ドゥ
どうせ,イン エニー ケース
どうぞ,プリーズ
どうってことはない,ナッシング スペシャル
どうということもない,ナッシング スペシャル
どうも,サンクス
どうも有難う,サンク ユー
どうやって,ハウ
どう言う風に,イン ホワット ウェイ
どう致しまして,ユー ァー ウェルカム
どかどか,オール トゥギャザー
どきどき,ビート
どぎつい,ラウド
どぎまぎ,ナーバス
どさ回り,オン ザ ロード
どさ回りをやる,ゴー オン ツアー
どしゃ降り,ヘヴィ レイン
どたばた,ノイジー
どちらにしろ,イーザー ウェイ
どっこいどっこい,アバウト ザ セイム
どっさり,ロット オブ
どっと,サドンリー
どなり立てる,スタンド アンド シャウト
どの位,ハウ ロング
どの位,ハウ ロング
どの場合にも,イン エニー ケース
どやす,ヒット
どれだけ,ハウ ロング
どれでも,エニー ワン
どれ位,ハウ ロング
どれ位,ハウ ロング
どんな,ホワット
どんなに,ハウ
どんぴしゃり,デッド オン
どんより,ヘヴィ
どん詰り,エンド
どん尻,テール エンド
どん底,ベリィ ボトム
な,コマンド
なあ,ヘイ
ない交ぜにする,ブレンド
なぎ倒す,ビート
なければならない,ハブ トゥ ドゥ
なければならぬ,ハブ トゥ ドゥ
なければなりません,ハブ トゥ ドゥ
なはる,ドゥ
なら,イフ
ならでは,But
ならない,マスト ノット ドゥ
ならぬ,マスト ノット ドゥ
ならば,イフ
なり,or
なんだかんだ,サム  or アザー
なんて,サッチ アズ
なんにしても,イーブン ソー
における,イン
にかけて,アバウト
にかけては,アット ホーム ウィズ
にこり,スマイル
にしては,フォー
にしても,イーブン イフ
にせよ,イーブン イフ
にっこり,スマイル
にて,アット
になる,ウィル ビカム
にも,オールソー
にゃにゃ,キャット
にゃんにゃん,キャット
にわか雨,レイン シャワー
に依って,バイ
に依り,バイ
に依る,ビコーズ オブ
に違いない,ノー ダウト ザット
に因って,バイ
に因り,バイ
に因る,ビコーズ オブ
に於いて,イン
に過ぎない,ノー モア ザン
に似て,シミラー トゥ
に取って,トゥ
に就いて,アロング
に就て,アロング
に准じて,イン プロポーション
に準じて,イン プロポーション
に照らして,イン ライト オブ
に対して,アゲンスト
に対する,イン
に反して,アゲンスト
に付いて,アロング
に付き,ビコーズ オブ
ぬうっと,サドンリー
ぬえ,マン オブ ミステリー
ぬえ的,ストレインジ
ぬぐい取る,ワイプ オフ
ぬっと,サドンリー
ね,イズ イット ソー
ねえ,イズ イット ソー
ねじ伏せる,ホールド ダウン
ねずみ取り,ラット ポイズン
ねた,マテリアル
ねばならない,ハブ トゥ ドゥ
ねばならぬ,ハブ トゥ ドゥ
ねばなりません,ハブ トゥ ドゥ
のっと,サドンリー
のっぽ,ビーン ポール
のどから手が出る,ウォント サム 
のに,イン オーダー トゥ
のべつ,オール ザ タイム
のぼせ上がる,ビサイド ワンセルフ
のみ,オンリー
のみならず,アズ ウェル アズ
のめり込む,フォール フォー
のめる,フォール
のらりくらり,レイジー
の向かいに,オポジット オブ
の辺りに,クローズ バイ
の様に,ライク
は,Yes
はあ,Yes
はい,Yes
はぎ取る,ティアー オフ
はぐる,ロール アップ
はけ口,マーケット
はち切れる,バースト
はっきり,クリアリー
はて,レット ミー シー
はてな,レット ミー シー
はね上がる,ジャンプ アップ
はみ出す,クラウディド アウト
はみ出る,クラウディド アウト
はめ倒す,メイク ラブ
はらはら,エキサイティング
はる,ドゥ
ばあちゃん,グランマ
ばい煙,ダーティー スモーク
ばったり,サドンリー
ばっちい,ダーティー
ばっちり,シュア シング
ばっと,サドンリー
ばね秤,スプリング バランス
ばやい,ケース
ばらす,レイ オープン
ばらつく,レイン
ばりばり,ワーク ハード
ばわい,ケース
ぱたり,サドン ストップ
ぱたん,サドン ストップ
ぱちり,サドンリー
ぱっと,サドンリー
ひけらかす,ショー オフ
ひっくり返す,ターン オーバー
ひっそり,クワイアット
ひとつとっても,ワン イグザンプル オブ
ひとり言,スピーキング トゥ ワンセルフ
ひとり子,アン オンリー チャイルド
ひと雨,シャワー
ひと回り,ワン ターン
ひと月,ワン マンス
ひと言,シングル ワード
ひと口,ワン ワード
ひと時,モーメント
ひと肌,スキン
ひと晩,ワン イーブニング
ひと目,ルック
ひど過ぎる,トゥー マッチ
ひな形,モデル
ひな鳥,ベイビー バード
ひもじい,ハングリー
ひやりはっと,クローズ コール
ひょいと,バイ チャンス
ひょっこり,バイ チャンス
ひょっとしたら,バイ サム ポッシビリティ
ひょっとして,バイ エニー チャンス
ひょっとすると,パハップス
ひょろりと,ロング アンド シン
ひょんな,ストレインジ
ひん曲げる,ベンド
ひ弱,ウィーク
ひ弱い,ウィーク
びしょびしょ,ウェット スルー
びっしょり,ウェット スルー
びっしり,クラウディド クローズ
びり,アット ザ ボトム
びんびん,ハード
ぴいぴい,プアー
ぴしゃり,フラット
ぴたっと,サドンリー
ぴたりと,サドンリー
ぴったり,シャープ
ぴりっとくる,ホット
ぴりぴり,ホット
ぴんと張る,プル タイト
ぴんと来る,ゲット
ふい,エンディング ウィズアウト リザルト
ふいにする,ウェィスト オール
ふいになる,カム トゥ ナッシング
ふかふかした,ソフト
ふき取る,ワイプ オフ
ふくよか,フル
ふしだら,ファスト
ふにゃふにゃ,ソフト
ふらっと,バイ チャンス
ぶかぶか,トゥー ビッグ
ぶち当たる,ヒット
ぶっつけ,ファースト
ぶっとい,ファット
ぶっ殺す,ビート トゥ デス
ぶっ飛ばす,ビート
ぶどう酒,ワイン
ぶらつく,スウィング
ぶらぶら,スウィング
ぶら下がる,ハング フロム
ぶら下げる,ハング
ぶりぶり,イン アンガー
ぶり返す,カム バック
ぶれ,カメラ シェイク
ぶん殴る,ノック
ぷりぷり,イン アンガー
ぷりぷりして,イン アンガー
ぷんぷんして,イン アンガー
へこたれる,ルーズ ハート
へし折る,ブレイク
へそをまげる,ゲット アングリー
へたれ,レイジー
へべれけ,ドランク
へぼ,プアー ハンド
へりくだって,キャップ イン ハンド
べからざる,マスト ノット
べきではない,シュドゥ ノット
べこべこ,エンプティー
べそをかく,レディ トゥ クライ
べた,プアー
べたべた,オール オーバー
べた褒め,ハイ プレイズ
べた褒め,ハイ プレイズ
べったり,ハード
ぺけ,ノー グッド
ぺったり,ファスト
ほかす,スロー アウェイ
ほかほか,ウォーム
ほくほく,プリーズド ウィズ ワンセルフ
ほぞを噛む,ベリィ ソーリィ
ほっこり,ソフト
ほっつく,ウェィスト マネー
ほつく,ウェィスト マネー
ほとんど人,モースト ピープル
ほど近い,ニヤー
ほな,ウェル ゼン
ほめぱげ,ホーム ペイジ
ほやほや,フレッシュ
ほら話,トール ストーリー
ほ乳瓶,ベイビー ボトゥル
ぼちぼち,リトル バイ リトル
ぼつぼつ,ヒア アンド ゼア
ぼぼ,ベイビー
ぼらぼら,ワン アフター アナザー
ぼろ儲け,イージー マネー
ぽたり,サドンリー
ぽっくり,サドンリー
ぽってり,ファット
ぽつぽつ,ビット バイ ビット
まあ,ユー マイト セイ
まいう,デリシャス
まいうー,デリシャス
まき散らす,スプレッド
まさかの時,レイニー デイ
まざまざと,クリアリー
