Siebel Enterprise Applications Siebel Server Manager, Version 8.1.1.11 [23030] LANG_INDEPENDENT 
Copyright (c) 1994-2012, Oracle. All rights reserved.

The Programs (which include both the software and documentation) contain
proprietary information; they are provided under a license agreement containing
restrictions on use and disclosure and are also protected by copyright, patent,
and other intellectual and industrial property laws. Reverse engineering,
disassembly, or decompilation of the Programs, except to the extent required to
obtain interoperability with other independently created software or as specified
by law, is prohibited.

Oracle, JD Edwards, PeopleSoft, and Siebel are registered trademarks of
Oracle Corporation and/or its affiliates. Other names may be trademarks
of their respective owners.

If you have received this software in error, please notify Oracle Corporation
immediately at 1.800.ORACLE1.

Type "help" for list of commands, "help <topic>" for detailed help

Connected to 12 server(s) out of a total of 12 server(s) in the enterprise

srvrmgr> load preferences
File: /foobar/siebel/81/siebsrvr/bin/.Siebel_svrmgr.pref

srvrmgr> list comp

SV_NAME     |CC_ALIAS         |CC_NAME                                    |CT_ALIAS   |CG_ALIAS |CC_RUNMODE |CP_DISP_RUN_STATE|CP_STARTMODE|CP_NUM_RUN_TASKS|CP_MAX_TASKS|CP_ACTV_MTS_PROCS|CP_MAX_MTS_PROCS|CP_START_TIME      |CP_END_TIME        |CP_STATUS|CC_INCARN_NO|CC_DESC_TEXT|
sieb_serv056|eEventsObjMgr_enu|eEvents Object Manager (ENU)               |AppObjMgr  |MktgOM   |Interactive|Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:32|Enabled  |            |            |
sieb_serv056|eEventsObjMgr_esn|eEvents Object Manager (ESN)               |AppObjMgr  |MktgOM   |Interactive|Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:32|Enabled  |            |            |
sieb_serv056|eEventsObjMgr_ptb|eEvents Object Manager (PTB)               |AppObjMgr  |MktgOM   |Interactive|Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:32|Enabled  |            |            |
sieb_serv056|eMarketObjMgr_enu|eMarketing Object Manager (ENU)            |AppObjMgr  |MktgOM   |Interactive|Shutdown         |Manual      |0               |1000        |0                |10              |                   |2016-09-19 14:42:32|Enabled  |            |            |
sieb_serv056|eMarketObjMgr_esn|eMarketing Object Manager (ESN)            |AppObjMgr  |MktgOM   |Interactive|Shutdown         |Manual      |0               |1000        |0                |10              |                   |2016-09-19 14:42:32|Enabled  |            |            |
sieb_serv056|eMarketObjMgr_ptb|eMarketing Object Manager (PTB)            |AppObjMgr  |MktgOM   |Interactive|Shutdown         |Manual      |0               |1000        |0                |10              |                   |2016-09-19 14:42:32|Enabled  |            |            |
sieb_serv045|EAIObjMgrXXXXX_enu|EAI Object Manager (ENU)                   |EAIObjMgr  |EAI      |Interactive|Shutdown         |Manual      |0               |400         |0                |20              |                   |2016-09-19 14:42:30|Enabled  |            |            |
sieb_serv045|EAIObjMgr_enu    |EAI Object Manager (ENU)                   |EAIObjMgr  |EAI      |Interactive|Online           |Auto        |0               |400         |10               |20              |2016-09-19 14:42:30|                   |Enabled  |            |            |
sieb_serv045|InfraEAIOutbound |EAI Outbound Server                        |BusSvcMgr  |EAI      |Batch      |Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:30|Enabled  |            |            |
sieb_serv045|EIM              |Enterprise Integration Mgr                 |EIM        |EAI      |Batch      |Shutdown         |Manual      |0               |5           |                 |                |                   |2016-09-19 14:42:30|Enabled  |            |            |
sieb_serv045|FSMSrvr          |File System Manager                        |FSMSrvr    |SystemAux|Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:25|                   |Enabled  |            |            |
sieb_serv045|JMSReceiver      |JMS Receiver                               |EAIJMSRcvr |EAI      |Batch      |Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:30|Enabled  |            |            |
sieb_serv045|MqSeriesAMIRcvr  |MQSeries AMI Receiver                      |EAIRcvr    |EAI      |Background |Shutdown         |Manual      |0               |20          |                 |                |                   |2016-09-19 14:42:30|Enabled  |            |            |
sieb_serv045|MqSeriesSrvRcvr  |MQSeries Server Receiver                   |EAIRcvr    |EAI      |Background |Shutdown         |Manual      |0               |20          |                 |                |                   |2016-09-19 14:42:30|Enabled  |            |            |
sieb_serv045|MSMQRcvr         |MSMQ Receiver                              |EAIRcvr    |EAI      |Background |Shutdown         |Manual      |0               |20          |                 |                |                   |2016-09-19 14:42:30|Enabled  |            |            |
sieb_serv045|SMQReceiver      |SMQ Receiver                               |EAIRcvr    |EAI      |Background |Shutdown         |Manual      |0               |20          |                 |                |                   |2016-09-19 14:42:30|Enabled  |            |            |
sieb_serv045|ServerMgr        |Server Manager                             |ServerMgr  |System   |Interactive|Running          |Auto        |2               |20          |                 |                |2016-09-19 14:42:25|                   |Enabled  |            |            |
sieb_serv045|SRBroker         |Server Request Broker                      |ReqBroker  |System   |Interactive|Running          |Auto        |47              |100         |1                |1               |2016-09-19 14:42:25|                   |Enabled  |            |            |
sieb_serv045|SRProc           |Server Request Processor                   |SRProc     |SystemAux|Interactive|Running          |Auto        |2               |20          |1                |1               |2016-09-19 14:42:25|                   |Enabled  |            |            |
sieb_serv045|SvrTblCleanup    |Server Tables Cleanup                      |BusSvcMgr  |SystemAux|Background |Shutdown         |Manual      |0               |1           |                 |                |                   |2016-09-19 14:42:25|Enabled  |            |            |
sieb_serv045|SvrTaskPersist   |Server Task Persistance                    |BusSvcMgr  |SystemAux|Background |Running          |Auto        |1               |1           |                 |                |2016-09-19 14:42:25|                   |Enabled  |            |            |
sieb_serv045|AdminNotify      |Siebel Administrator Notification Component|AdminNotify|SystemAux|Batch      |Online           |Auto        |0               |10          |1                |1               |2016-09-19 14:42:25|                   |Enabled  |            |            |
sieb_serv045|SCBroker         |Siebel Connection Broker                   |SCBroker   |System   |Background |Running          |Auto        |2               |2           |                 |                |2016-09-19 14:42:25|                   |Enabled  |            |            |
sieb_serv045|LoyEngineBatch   |eLoyalty Processing Engine - Batch         |BusSvcMgr  |LoyaltyEngine|Batch      |Running          |Auto        |27              |60          |3                |3               |2016-09-20 13:07:34|                   |Enabled  |            |            |
sieb_serv045|LoyEngineInteractive|eLoyalty Processing Engine - Interactive   |BusSvcMgr  |LoyaltyEngine|Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:30|                   |Enabled  |            |            |
sieb_serv045|LoyEngineRealtime|eLoyalty Processing Engine - Realtime      |BusSvcMgr  |LoyaltyEngine|Batch      |Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:30|Enabled  |            |            |
sieb_serv045|LoyEngineRealtimeTier|eLoyalty Processing Engine - Realtime - Tier|BusSvcMgr  |LoyaltyEngine|Batch      |Online           |Auto        |0               |50          |1                |1               |2016-09-19 14:42:30|                   |Enabled  |            |            |
sieb_serv052|EAIObjMgrXXXXX_enu|EAI Object Manager (ENU)                   |EAIObjMgr  |EAI      |Interactive|Shutdown         |Manual      |0               |400         |0                |20              |                   |2016-09-19 14:42:43|Enabled  |            |            |
sieb_serv052|EAIObjMgr_enu    |EAI Object Manager (ENU)                   |EAIObjMgr  |EAI      |Interactive|Online           |Auto        |0               |400         |10               |20              |2016-09-19 14:42:43|                   |Enabled  |            |            |
sieb_serv052|InfraEAIOutbound |EAI Outbound Server                        |BusSvcMgr  |EAI      |Batch      |Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:43|Enabled  |            |            |
sieb_serv052|EIM              |Enterprise Integration Mgr                 |EIM        |EAI      |Batch      |Shutdown         |Manual      |0               |5           |                 |                |                   |2016-09-19 14:42:43|Enabled  |            |            |
sieb_serv052|FSMSrvr          |File System Manager                        |FSMSrvr    |SystemAux|Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:33|                   |Enabled  |            |            |
sieb_serv052|JMSReceiver      |JMS Receiver                               |EAIJMSRcvr |EAI      |Batch      |Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:43|Enabled  |            |            |
sieb_serv052|MqSeriesAMIRcvr  |MQSeries AMI Receiver                      |EAIRcvr    |EAI      |Background |Shutdown         |Manual      |0               |20          |                 |                |                   |2016-09-19 14:42:43|Enabled  |            |            |
sieb_serv052|MqSeriesSrvRcvr  |MQSeries Server Receiver                   |EAIRcvr    |EAI      |Background |Shutdown         |Manual      |0               |20          |                 |                |                   |2016-09-19 14:42:43|Enabled  |            |            |
sieb_serv052|MSMQRcvr         |MSMQ Receiver                              |EAIRcvr    |EAI      |Background |Shutdown         |Manual      |0               |20          |                 |                |                   |2016-09-19 14:42:43|Enabled  |            |            |
sieb_serv052|SMQReceiver      |SMQ Receiver                               |EAIRcvr    |EAI      |Background |Shutdown         |Manual      |0               |20          |                 |                |                   |2016-09-19 14:42:43|Enabled  |            |            |
sieb_serv052|ServerMgr        |Server Manager                             |ServerMgr  |System   |Interactive|Running          |Auto        |3               |20          |                 |                |2016-09-19 14:42:33|                   |Enabled  |            |            |
sieb_serv052|SRBroker         |Server Request Broker                      |ReqBroker  |System   |Interactive|Running          |Auto        |47              |100         |1                |1               |2016-09-19 14:42:33|                   |Enabled  |            |            |
sieb_serv052|SRProc           |Server Request Processor                   |SRProc     |SystemAux|Interactive|Running          |Auto        |2               |20          |1                |1               |2016-09-19 14:42:33|                   |Enabled  |            |            |
sieb_serv052|SvrTblCleanup    |Server Tables Cleanup                      |BusSvcMgr  |SystemAux|Background |Shutdown         |Manual      |0               |1           |                 |                |                   |2016-09-19 14:42:33|Enabled  |            |            |
sieb_serv052|SvrTaskPersist   |Server Task Persistance                    |BusSvcMgr  |SystemAux|Background |Running          |Auto        |1               |1           |                 |                |2016-09-19 14:42:33|                   |Enabled  |            |            |
sieb_serv052|AdminNotify      |Siebel Administrator Notification Component|AdminNotify|SystemAux|Batch      |Online           |Auto        |0               |10          |1                |1               |2016-09-19 14:42:33|                   |Enabled  |            |            |
sieb_serv052|SCBroker         |Siebel Connection Broker                   |SCBroker   |System   |Background |Running          |Auto        |2               |2           |                 |                |2016-09-19 14:42:33|                   |Enabled  |            |            |
sieb_serv052|LoyEngineBatch   |eLoyalty Processing Engine - Batch         |BusSvcMgr  |LoyaltyEngine|Batch      |Running          |Auto        |27              |60          |3                |3               |2016-09-20 13:07:36|                   |Enabled  |            |            |
sieb_serv052|LoyEngineInteractive|eLoyalty Processing Engine - Interactive   |BusSvcMgr  |LoyaltyEngine|Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:43|                   |Enabled  |            |            |
sieb_serv052|LoyEngineRealtime|eLoyalty Processing Engine - Realtime      |BusSvcMgr  |LoyaltyEngine|Batch      |Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:43|Enabled  |            |            |
sieb_serv052|LoyEngineRealtimeTier|eLoyalty Processing Engine - Realtime - Tier|BusSvcMgr  |LoyaltyEngine|Batch      |Online           |Auto        |0               |50          |1                |1               |2016-09-19 14:42:43|                   |Enabled  |            |            |
sieb_serv050|FSMSrvr          |File System Manager                        |FSMSrvr    |SystemAux|Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:34|                   |Enabled  |            |            |
sieb_serv050|SMSMLObjMgr_enu  |Marketing Object Manager (ENU)             |AppObjMgr  |MktgOM   |Interactive|Running          |Auto        |1               |20          |1                |1               |2016-09-19 14:42:40|                   |Enabled  |            |            |
sieb_serv050|SMObjMgr_enu     |Marketing Object Manager (ENU)             |AppObjMgr  |MktgOM   |Interactive|Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:40|                   |Enabled  |            |            |
sieb_serv050|SMObjMgr_esn     |Marketing Object Manager (ESN)             |AppObjMgr  |MktgOM   |Interactive|Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:40|                   |Enabled  |            |            |
sieb_serv050|SMSMLObjMgr_esn  |Marketing Object Manager (ESN)             |AppObjMgr  |MktgOM   |Interactive|Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:40|                   |Enabled  |            |            |
sieb_serv050|SMObjMgr_ptb     |Marketing Object Manager (PTB)             |AppObjMgr  |MktgOM   |Interactive|Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:40|                   |Enabled  |            |            |
sieb_serv050|SMSMLObjMgr_ptb  |Marketing Object Manager (PTB)             |AppObjMgr  |MktgOM   |Interactive|Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:40|                   |Enabled  |            |            |
sieb_serv050|ServerMgr        |Server Manager                             |ServerMgr  |System   |Interactive|Running          |Auto        |3               |20          |                 |                |2016-09-19 14:42:29|                   |Enabled  |            |            |
sieb_serv050|SRBroker         |Server Request Broker                      |ReqBroker  |System   |Interactive|Running          |Auto        |35              |100         |1                |1               |2016-09-19 14:42:29|                   |Enabled  |            |            |
sieb_serv050|SRProc           |Server Request Processor                   |SRProc     |SystemAux|Interactive|Running          |Auto        |2               |20          |1                |1               |2016-09-19 14:42:34|                   |Enabled  |            |            |
sieb_serv050|SvrTblCleanup    |Server Tables Cleanup                      |BusSvcMgr  |SystemAux|Background |Shutdown         |Manual      |0               |1           |                 |                |                   |2016-09-19 14:42:34|Enabled  |            |            |
sieb_serv050|SvrTaskPersist   |Server Task Persistance                    |BusSvcMgr  |SystemAux|Background |Running          |Auto        |1               |1           |                 |                |2016-09-19 14:42:34|                   |Enabled  |            |            |
sieb_serv050|AdminNotify      |Siebel Administrator Notification Component|AdminNotify|SystemAux|Batch      |Online           |Auto        |0               |10          |1                |1               |2016-09-19 14:42:34|                   |Enabled  |            |            |
sieb_serv050|SCBroker         |Siebel Connection Broker                   |SCBroker   |System   |Background |Running          |Auto        |2               |2           |                 |                |2016-09-19 14:42:29|                   |Enabled  |            |            |
sieb_serv050|eEventsObjMgr_enu|eEvents Object Manager (ENU)               |AppObjMgr  |MktgOM   |Interactive|Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:40|Enabled  |            |            |
sieb_serv050|eEventsObjMgr_esn|eEvents Object Manager (ESN)               |AppObjMgr  |MktgOM   |Interactive|Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:40|Enabled  |            |            |
sieb_serv050|eEventsObjMgr_ptb|eEvents Object Manager (PTB)               |AppObjMgr  |MktgOM   |Interactive|Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:40|Enabled  |            |            |
sieb_serv050|eMarketObjMgr_enu|eMarketing Object Manager (ENU)            |AppObjMgr  |MktgOM   |Interactive|Shutdown         |Manual      |0               |1000        |0                |10              |                   |2016-09-19 14:42:40|Enabled  |            |            |
sieb_serv050|eMarketObjMgr_esn|eMarketing Object Manager (ESN)            |AppObjMgr  |MktgOM   |Interactive|Shutdown         |Manual      |0               |1000        |0                |10              |                   |2016-09-19 14:42:40|Enabled  |            |            |
sieb_serv050|eMarketObjMgr_ptb|eMarketing Object Manager (PTB)            |AppObjMgr  |MktgOM   |Interactive|Shutdown         |Manual      |0               |1000        |0                |10              |                   |2016-09-19 14:42:40|Enabled  |            |            |
sieb_serv057|AsgnSrvr         |Assignment Manager                         |AsgnSrvr   |AsgnMgmt |Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv057|AsgnBatch        |Batch Assignment                           |AsgnBatch  |AsgnMgmt |Batch      |Online           |Auto        |0               |20          |                 |                |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv057|CommConfigMgr    |Communications Configuration Manager       |BusSvcMgr  |CommMgmt |Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv057|CommInboundProcessor|Communications Inbound Processor           |BusSvcMgr  |CommMgmt |Batch      |Online           |Auto        |0               |50          |1                |1               |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv057|CommInboundRcvr  |Communications Inbound Receiver            |CommInboundRcvr|CommMgmt |Batch      |Online           |Auto        |0               |21          |1                |1               |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv057|CommOutboundMgr  |Communications Outbound Manager            |BusSvcMgr  |CommMgmt |Batch      |Online           |Auto        |0               |150         |1                |3               |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv057|CommSessionMgr   |Communications Session Manager             |CommSessionMgr|CommMgmt |Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv057|EAIObjMgr_enu    |EAI Object Manager (ENU)                   |EAIObjMgr  |EAI      |Interactive|Online           |Auto        |0               |240         |5                |6               |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv057|EAIObjMgrXXXXX_enu|EAI Object Manager (ENU)                   |EAIObjMgr  |EAI      |Interactive|Online           |Auto        |0               |240         |5                |6               |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv057|InfraEAIOutbound |EAI Outbound Server                        |BusSvcMgr  |EAI      |Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv057|MailMgr          |Email Manager                              |MailMgr    |CommMgmt |Background |Online           |Auto        |0               |20          |                 |                |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv057|EIM              |Enterprise Integration Mgr                 |EIM        |EAI      |Batch      |Online           |Auto        |0               |5           |                 |                |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv057|FSMSrvr          |File System Manager                        |FSMSrvr    |SystemAux|Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:32|                   |Enabled  |            |            |
sieb_serv057|JMSReceiver      |JMS Receiver                               |EAIJMSRcvr |EAI      |Batch      |Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:37|Enabled  |            |            |
sieb_serv057|MqSeriesAMIRcvr  |MQSeries AMI Receiver                      |EAIRcvr    |EAI      |Background |Shutdown         |Manual      |0               |20          |                 |                |                   |2016-09-19 14:42:37|Enabled  |            |            |
sieb_serv057|MqSeriesSrvRcvr  |MQSeries Server Receiver                   |EAIRcvr    |EAI      |Background |Shutdown         |Manual      |0               |20          |                 |                |                   |2016-09-19 14:42:37|Enabled  |            |            |
sieb_serv057|MSMQRcvr         |MSMQ Receiver                              |EAIRcvr    |EAI      |Background |Shutdown         |Manual      |0               |20          |                 |                |                   |2016-09-19 14:42:37|Enabled  |            |            |
sieb_serv057|PageMgr          |Page Manager                               |PageMgr    |CommMgmt |Background |Shutdown         |Manual      |0               |20          |                 |                |                   |2016-09-19 14:42:37|Enabled  |            |            |
sieb_serv057|SMQReceiver      |SMQ Receiver                               |EAIRcvr    |EAI      |Background |Shutdown         |Manual      |0               |20          |                 |                |                   |2016-09-19 14:42:37|Enabled  |            |            |
sieb_serv057|ServerMgr        |Server Manager                             |ServerMgr  |System   |Interactive|Running          |Auto        |4               |20          |                 |                |2016-09-19 14:42:27|                   |Enabled  |            |            |
sieb_serv057|SRBroker         |Server Request Broker                      |ReqBroker  |System   |Interactive|Running          |Auto        |49              |100         |1                |1               |2016-09-19 14:42:27|                   |Enabled  |            |            |
sieb_serv057|SRProc           |Server Request Processor                   |SRProc     |SystemAux|Interactive|Running          |Auto        |2               |20          |1                |1               |2016-09-19 14:42:32|                   |Enabled  |            |            |
sieb_serv057|SvrTblCleanup    |Server Tables Cleanup                      |BusSvcMgr  |SystemAux|Background |Shutdown         |Manual      |0               |1           |                 |                |                   |2016-09-19 14:42:32|Enabled  |            |            |
sieb_serv057|SvrTaskPersist   |Server Task Persistance                    |BusSvcMgr  |SystemAux|Background |Running          |Auto        |1               |1           |                 |                |2016-09-19 14:42:32|                   |Enabled  |            |            |
sieb_serv057|AdminNotify      |Siebel Administrator Notification Component|AdminNotify|SystemAux|Batch      |Online           |Auto        |0               |10          |1                |1               |2016-09-19 14:42:32|                   |Enabled  |            |            |
sieb_serv057|SCBroker         |Siebel Connection Broker                   |SCBroker   |System   |Background |Running          |Auto        |2               |2           |                 |                |2016-09-19 14:42:27|                   |Enabled  |            |            |
sieb_serv057|SmartAnswer      |Smart Answer Manager                       |BusSvcMgr  |CommMgmt |Batch      |Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:37|Enabled  |            |            |
sieb_serv057|LoyEngineBatch   |eLoyalty Processing Engine - Batch         |BusSvcMgr  |LoyaltyEngine|Batch      |Shutdown         |Manual      |0               |60          |0                |3               |                   |2016-09-19 14:42:37|Enabled  |            |            |
sieb_serv057|LoyEngineInteractive|eLoyalty Processing Engine - Interactive   |BusSvcMgr  |LoyaltyEngine|Batch      |Shutdown         |Manual      |0               |20          |0                |1               |                   |2016-09-19 14:42:37|Enabled  |            |            |
sieb_serv057|LoyEngineRealtime|eLoyalty Processing Engine - Realtime      |BusSvcMgr  |LoyaltyEngine|Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv057|LoyEngineRealtimeTier|eLoyalty Processing Engine - Realtime - Tier|BusSvcMgr  |LoyaltyEngine|Batch      |Online           |Auto        |0               |50          |1                |1               |2016-09-19 14:42:37|                   |Enabled  |            |            |
sieb_serv049|EAIObjMgr_enu    |EAI Object Manager (ENU)                   |EAIObjMgr  |EAI      |Interactive|Online           |Auto        |0               |400         |10               |20              |2016-09-19 14:42:51|                   |Enabled  |            |            |
sieb_serv049|EAIObjMgrXXXXX_enu|EAI Object Manager (ENU)                   |EAIObjMgr  |EAI      |Interactive|Online           |Auto        |0               |400         |10               |20              |2016-09-19 14:42:51|                   |Enabled  |            |            |
sieb_serv049|InfraEAIOutbound |EAI Outbound Server                        |BusSvcMgr  |EAI      |Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:51|                   |Enabled  |            |            |
sieb_serv049|EIM              |Enterprise Integration Mgr                 |EIM        |EAI      |Batch      |Online           |Auto        |0               |5           |                 |                |2016-09-19 14:42:51|                   |Enabled  |            |            |
sieb_serv049|FSMSrvr          |File System Manager                        |FSMSrvr    |SystemAux|Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:41|                   |Enabled  |            |            |
sieb_serv049|JMSReceiver      |JMS Receiver                               |EAIJMSRcvr |EAI      |Batch      |Online           |Auto        |0               |20          |1                |1               |2016-09-19 14:42:51|                   |Enabled  |            |            |
sieb_serv049|loyaltyObjMgr_enu|Loyalty Object Manager (ENU)               |AppObjMgr  |Loyalty  |Interactive|Running          |Auto        |1               |50          |1                |1               |2016-09-19 14:42:51|                   |Enabled  |            |            |
sieb_serv049|loyaltySMLObjMgr_enu|Loyalty Object Manager (ENU)               |AppObjMgr  |Loyalty  |Interactive|Running          |Auto        |2               |50          |1                |1               |2016-09-19 14:42:51|                   |Enabled  |            |            |
sieb_serv049|loyaltySMLObjMgr_esn|Loyalty Object Manager (ESN)               |AppObjMgr  |Loyalty  |Interactive|Online           |Auto        |0               |50          |1                |1               |2016-09-19 14:42:51|                   |Enabled  |            |            |
sieb_serv049|loyaltyObjMgr_esn|Loyalty Object Manager (ESN)               |AppObjMgr  |Loyalty  |Interactive|Online           |Auto        |0               |50          |1                |1               |2016-09-19 14:42:51|                   |Enabled  |            |            |
sieb_serv049|loyaltyObjMgr_ptb|Loyalty Object Manager (PTB)               |AppObjMgr  |Loyalty  |Interactive|Online           |Auto        |0               |50          |1                |1               |2016-09-19 14:42:51|                   |Enabled  |            |            |
sieb_serv049|loyaltySMLObjMgr_ptb|Loyalty Object Manager (PTB)               |AppObjMgr  |Loyalty  |Interactive|Running          |Auto        |1               |50          |1                |1               |2016-09-19 14:42:51|                   |Enabled  |            |            |
