release,date,author,status,maturity,version,first,distribution,abstract
XAO-Base-1.01,2002-01-03T03:01:16,XAOINC,backpan,released,1.01,1,XAO-Base,"Set of base classes for the XAO family of products"
XAO-FS-1.01,2002-01-03T03:03:15,XAOINC,backpan,released,1.01,1,XAO-FS,"XAO Foundation Server"
XAO-Web-1.0,2002-01-03T03:05:25,XAOINC,backpan,released,1.0,1,XAO-Web,"XAO Web Developer, dynamic content building suite"
XAO-PodView-1.0,2002-01-03T03:08:17,XAOINC,backpan,released,1.0,1,XAO-PodView,"POD files viewer for XAO::Web"
DBIx-XHTML_Table-0.98,2002-01-03T05:14:13,JEFFA,backpan,released,0.98,,DBIx-XHTML_Table,"Create XHTML tables from SQL queries"
grepmail-4.70,2002-01-03T05:46:16,DCOPPIT,backpan,released,4.70,,grepmail,"search mailboxes for mail matching a regular expression"
WWW-Link-0.032,2002-01-03T07:32:51,MIKEDLR,backpan,released,0.032,,WWW-Link,"maintain information about the state of links"
Pod-POM-0.12,2002-01-03T09:34:54,ABW,backpan,released,0.12,,Pod-POM,"a sample Pod document for testing Pod::POM"
RPC-XML-0.30,2002-01-03T09:49:30,RJRAY,backpan,released,0.30,,RPC-XML,"Turn Perl code into an XML description for RPC::XML::Server"
Filesys-SmbClient-0.7,2002-01-03T11:02:29,ALIAN,backpan,released,0.7,,Filesys-SmbClient,"Interface for access Samba filesystem with libsmclient.so"
SMS-Ringtone-RTTTL-Parser-0.04,2002-01-03T12:40:38,CMANLEY,backpan,released,0.04,,SMS-Ringtone-RTTTL-Parser,"parse and validate RTTTL strings."
SMS-Ringtone-RTTTL-MIDI-0.04,2002-01-03T12:42:28,CMANLEY,latest,released,0.04,,SMS-Ringtone-RTTTL-MIDI,"convert RTTTL strings to MIDI format."
Mysql-Locker-1.00,2002-01-03T12:42:44,CMANLEY,latest,released,1.00,1,Mysql-Locker,"Safe way of locking and unlocking MySQL tables."
Logger.2.0,2002-01-03T13:49:00,PENGAS,backpan,released,2.0,,Logger,"Debugging tool which outputs logging messages in a nifty format."
XML-Filter-XSLT-0.01,2002-01-03T14:10:32,MSERGEANT,backpan,released,0.01,1,XML-Filter-XSLT,"XSLT as a SAX Filter"
Log-LogLite-0.8,2002-01-03T14:31:35,RANI,cpan,released,0.8,,Log-LogLite,"The Log::LogLite class helps us create simple logs for our application."
Net-Layers-Datalink-Message-0.01,2002-01-03T16:24:23,ZAKZ,backpan,released,0.01,1,Net-Layers-Datalink-Message,"Perl extension for packaging and unpackaging a message."
Net-Layers-Physical-Unreliable-0.01,2002-01-03T16:26:14,ZAKZ,backpan,released,0.01,1,Net-Layers-Physical-Unreliable,"Perl extension for testing network layer protocols on an unreliable physical layer."
ClearCase-ClearPrompt-1.25,2002-01-03T16:40:48,DSB,backpan,released,1.25,,ClearCase-ClearPrompt,"Handle clearprompt in a portable, convenient way"
SMS-Ringtone-RTTTL-Parser-0.05,2002-01-03T19:58:31,CMANLEY,backpan,released,0.05,,SMS-Ringtone-RTTTL-Parser,"parse and validate RTTTL strings."
EasyTCP-0.01,2002-01-03T20:21:16,MNAGUIB,backpan,released,0.01,1,EasyTCP,"Easily create TCP/IP clients and servers via an OO interface and event callbacks"
Net-SMS-GenieNL-0.02,2002-01-03T21:07:59,CMANLEY,backpan,released,0.02,,Net-SMS-GenieNL,"Send SMS's via free SMS service of www.genie.nl."
Curses-UI-0.53,2002-01-03T22:45:54,MMAKAAY,backpan,released,0.53,1,Curses-UI,
Params-Validate-0.08,2002-01-04T00:19:35,DROLSKY,backpan,released,0.08,,Params-Validate,"Validate method/function parameters"
CGI-Widget-0.13,2002-01-04T00:21:25,ALLENDAY,cpan,released,0.13,,CGI-Widget,"Base class for CGI::Widget::..."
XAO-Base-1.02,2002-01-04T02:44:50,XAOINC,backpan,released,1.02,,XAO-Base,"Set of base classes for the XAO family of products"
XAO-FS-1.02,2002-01-04T02:45:05,XAOINC,backpan,released,1.02,,XAO-FS,"XAO Foundation Server"
XAO-PodView-1.01,2002-01-04T02:45:20,XAOINC,backpan,released,1.01,,XAO-PodView,"POD files viewer for XAO::Web"
XAO-Web-1.01,2002-01-04T02:47:11,XAOINC,backpan,released,1.01,,XAO-Web,"XAO Web Developer, dynamic content building suite"
XAO-PodView-1.02,2002-01-04T03:38:58,XAOINC,cpan,released,1.02,,XAO-PodView,"POD files viewer for XAO::Web"
XAO-Web-1.02,2002-01-04T03:44:00,XAOINC,backpan,released,1.02,,XAO-Web,"XAO Web Developer, dynamic content building suite"
Params-Validate-0.09,2002-01-04T03:49:01,DROLSKY,backpan,released,0.09,,Params-Validate,"Validate method/function parameters"
HTML-FillInForm-0.23,2002-01-04T05:41:42,TJMATHER,backpan,released,0.23,,HTML-FillInForm,"Populates HTML Forms with CGI data."
WebTools-1.12,2002-01-04T12:02:43,JLISHEV,backpan,released,1.12,,WebTools,"Full featured WEB Development Tools (compare with Php language) in Perl syntax"
GD-1.38,2002-01-04T15:33:18,LDS,cpan,released,1.38,,GD,"Interface to Gd Graphics Library"
OpenFrame-2.08,2002-01-04T15:47:52,JDUNCAN,backpan,released,2.08,,OpenFrame,"An Application Framework for Perl and the Web"
Video-DVDRip-0.28,2002-01-04T16:14:10,JRED,backpan,released,0.28,,Video-DVDRip,"GUI for copying DVDs, based on an open Low Level API"
Params-Validate-0.10,2002-01-04T17:23:22,DROLSKY,backpan,released,0.10,,Params-Validate,"Validate method/function parameters"
DBIx-FetchLoop-0.3,2002-01-04T18:05:18,BITS,cpan,released,0.3,1,DBIx-FetchLoop,"Fetch with change detection and aggregates"
Apache-Handlers-0.01,2002-01-04T18:48:45,JSMITH,backpan,released,0.01,1,Apache-Handlers,
CGI-Widget-0.14,2002-01-04T20:16:02,ALLENDAY,cpan,released,0.14,,CGI-Widget,"Base class for CGI::Widget::..."
Curses-UI-0.54,2002-01-04T21:15:45,MMAKAAY,backpan,released,0.54,,Curses-UI,"The base class for all widgets"
CGI-Safe-1.24,2002-01-04T21:46:15,OVID,cpan,released,1.24,,CGI-Safe,"Safe method of using CGI.pm. This is pretty much a two-line change for most CGI scripts."
Data-Types-0.02,2002-01-04T22:10:53,DWHEELER,backpan,released,0.02,1,Data-Types,"Validate and convert data types."
Params-Validate-0.11,2002-01-04T23:08:55,DROLSKY,backpan,released,0.11,,Params-Validate,"Validate method/function parameters"
DBIx-FetchLoop-0.4,2002-01-04T23:31:44,BITS,cpan,released,0.4,1,DBIx-FetchLoop,"Fetch with change detection and aggregates"
Lingua-EN-Fathom-1.06,2002-01-05T00:07:26,KIMRYAN,backpan,released,1.06,,Lingua-EN-Fathom,"readability and general measurements of English text"
Locale-SubCountry-1.10,2002-01-05T00:07:41,KIMRYAN,backpan,released,1.10,,Locale-SubCountry,"convert state, province, county etc. names to/from code"
Filesys-SmbClient-0.8,2002-01-05T00:41:36,ALIAN,backpan,released,0.8,,Filesys-SmbClient,"Interface for access Samba filesystem with libsmclient.so"
File-List-0.2.1,2002-01-05T04:03:23,DOPACKI,cpan,released,v0.2.1,1,File-List,"Perl extension for crawling directory trees and compiling lists of files"
XML-DOM-1.36,2002-01-05T04:11:46,TJMATHER,backpan,released,1.36,,XML-DOM,"A perl module for building DOM Level 1 compliant document structures"
Acme-EyeDrops-1.04,2002-01-05T09:15:22,ASAVIGE,backpan,released,1.04,,Acme-EyeDrops,"Visual Programming in Perl"
ShiftJIS-String-0.17,2002-01-05T11:06:25,SADAHIRO,backpan,released,0.17,,ShiftJIS-String,"functions to manipulate Shift_JIS encoded strings"
Filesys-SmbClient-0.9,2002-01-05T14:49:41,ALIAN,backpan,released,0.9,,Filesys-SmbClient,"Interface for access Samba filesystem with libsmclient.so"
DBIx-FetchLoop-0.41,2002-01-05T15:38:12,BITS,cpan,released,0.41,,DBIx-FetchLoop,"Fetch with change detection and aggregates"
ClearCase-ClearPrompt-1.26,2002-01-05T19:12:08,DSB,backpan,released,1.26,,ClearCase-ClearPrompt,"Handle clearprompt in a portable, convenient way"
Argv-1.06,2002-01-05T19:12:25,DSB,backpan,released,1.06,,Argv,"Provide an OO interface to an arg vector"
DBD-Chart-0.52,2002-01-05T20:39:09,DARNOLD,backpan,released,0.52,,DBD-Chart,"DBI driver abstraction for DBD::Chart::Plot and GD::Graph"
CGI-Widget-0.15,2002-01-05T20:41:00,ALLENDAY,latest,released,0.15,,CGI-Widget,"Base class for CGI::Widget::..."
CGI-Application-MailPage-1.0,2002-01-05T22:52:40,SAMTREGAR,cpan,released,1.0,1,CGI-Application-MailPage,"module to allow users to send HTML pages to friends."
Net-SMPP-0.94,2002-01-06T01:59:21,SAMPO,backpan,released,0.94,,Net-SMPP,"pure Perl implementation of SMPP 3.4 over TCP"
HTTP-WebTest-1.99_00,2002-01-06T03:07:37,ILYAM,backpan,developer,1.99_00,,HTTP-WebTest,"test one or more web pages, either remotely or locally"
Acme-EyeDrops-1.05,2002-01-06T03:19:20,ASAVIGE,backpan,released,1.05,,Acme-EyeDrops,"Visual Programming in Perl"
Log-Dispatch-Config-0.11,2002-01-06T09:04:48,MIYAGAWA,backpan,released,0.11,,Log-Dispatch-Config,"Log4j for Perl"
Spreadsheet-ParseExcel-Simple-0.02,2002-01-06T14:17:55,TMTM,backpan,released,0.02,,Spreadsheet-ParseExcel-Simple,"A simple interface to Excel data"
DBIx-0.01,2002-01-06T15:22:23,TBONE,backpan,released,0.01,1,DBIx,"concise SQL-based DBI usage"
DB_File-1.802,2002-01-06T16:18:55,PMQS,cpan,released,1.802,,DB_File,"Perl5 access to Berkeley DB version 1.x"
Apache-AppCluster-0.02,2002-01-06T16:33:33,MAUNDER,latest,released,0.02,1,Apache-AppCluster,"Facilitates testing of Apache::* modules"
MacOSX-File-0.10,2002-01-06T16:57:59,DANKOGAI,backpan,released,0.10,1,MacOSX-File,"A collection of modules to manipulate files on MacOS X"
WebTools-1.13,2002-01-06T17:36:44,JLISHEV,backpan,released,1.13,,WebTools,"Full featured WEB Development Tools (compare with Php language) in Perl syntax"
Apache-MP3-2.22,2002-01-06T20:38:33,LDS,backpan,released,2.22,,Apache-MP3,"Generate streamable directories of MP3 and Ogg Vorbis files"
Curses-UI-0.55,2002-01-06T21:15:56,MMAKAAY,backpan,released,0.55,,Curses-UI,"A curses based user user interface framework"
WWW-Link-0.033,2002-01-06T22:29:56,MIKEDLR,cpan,released,0.033,,WWW-Link,"maintain information about the state of links"
Link_Controller-0.033,2002-01-06T22:30:13,MIKEDLR,cpan,released,0.033,,Link_Controller,"work out which RPMs are being used by Link_Controller."
Net-DHCPClient,2002-01-07T00:05:06,JWALGENB,backpan,released,0,1,Net-DHCPClient,"A DHCP Client API"
Net-DHCPClient-1.0,2002-01-07T00:06:56,JWALGENB,latest,released,1.0,,Net-DHCPClient,"A DHCP Client API"
Audio-PSID-1.60,2002-01-07T02:38:08,LALA,backpan,released,1.60,1,Audio-PSID,"Perl class to handle PlaySID files (Commodore-64 music files), commonly known as SID files."
DBIx-0.02,2002-01-07T12:11:26,TBONE,backpan,released,0.02,1,DBIx,"concise SQL-based DBI usage"
Text-Yats-0.02,2002-01-07T12:30:45,HDIAS,cpan,released,0.02,,Text-Yats,"Yet Another Templete System"
nist-2.1.13,2002-01-07T12:46:58,AOCINAR,cpan,released,v2.1.13,,nist,
mtop-0.2.1,2002-01-07T13:14:49,MPREWITT,backpan,released,v0.2.1,,mtop,"Shows top mysql threads"
Perl-WhichPhase-0.01,2002-01-07T15:04:09,JSMITH,latest,released,0.01,1,Perl-WhichPhase,
Data-Reconciliation-0.06,2002-01-07T15:12:30,CHATEAU,cpan,released,0.06,1,Data-Reconciliation,"Perl extension for data reconciliation"
Apache-Handlers-0.02,2002-01-07T15:39:49,JSMITH,latest,released,0.02,,Apache-Handlers,
Email-Valid-Loose-0.01,2002-01-07T16:09:02,MIYAGAWA,backpan,released,0.01,1,Email-Valid-Loose,"Email::Valid which allows dot before at mark"
Email-Valid-Loose-0.02,2002-01-07T16:23:49,MIYAGAWA,backpan,released,0.02,,Email-Valid-Loose,"Email::Valid which allows dot before at mark"
BSD-stat-0.41,2002-01-07T17:51:58,DANKOGAI,backpan,released,0.41,,BSD-stat,"stat() with BSD 4.4 extentions"
CGI-URI2param-1.00,2002-01-07T19:04:42,DOMM,backpan,released,1.00,1,CGI-URI2param,"PerlInitHandler to use with CGI::URI2param"
Data-Serializer-0.10,2002-01-07T20:17:18,NEELY,backpan,released,0.10,,Data-Serializer,"Modules that serialize data structures"
MIME-Lite-HTML-1.12,2002-01-07T20:30:20,ALIAN,cpan,released,1.12,,MIME-Lite-HTML,"Provide routine to transform a HTML page in a MIME-Lite mail"
Math-NumberCruncher-4.05,2002-01-07T21:31:30,SIFUKURT,backpan,released,4.05,,Math-NumberCruncher,"Very useful, commonly needed math/statistics/geometric functions."
DBD-mysql-2.1010,2002-01-07T21:33:21,JWIED,backpan,released,2.1010,,DBD-mysql,"A bundle to install Perl drivers for mSQL or MySQL"
Class-ObjectTemplate-0.5,2002-01-07T22:08:59,JASONS,cpan,released,0.5,,Class-ObjectTemplate,"Perl extension for an optimized template builder base class."
Class-ObjectTemplate-DB-0.25,2002-01-07T22:49:16,JASONS,cpan,released,0.25,,Class-ObjectTemplate-DB,"Perl extension for an optimized template builder base class with lookup capability."
Test-Harness-2.01,2002-01-07T22:57:47,MSCHWERN,backpan,released,2.01,,Test-Harness,"run perl standard test scripts with statistics"
BerkeleyDB-0.18,2002-01-07T23:11:02,PMQS,cpan,released,0.18,,BerkeleyDB,"Perl extension for Berkeley DB version 2, 3 or 4"
Math-BigInt-1.49,2002-01-08T01:35:32,TELS,backpan,released,1.49,,Math-BigInt,"Arbitrary size floating point math package"
HTML-PhotoAlbum-1.17,2002-01-08T01:48:33,NWIGER,cpan,released,1.17,1,HTML-PhotoAlbum,"Easily create web based photo albums"
Curses-UI-0.56,2002-01-08T02:35:27,MMAKAAY,backpan,released,0.56,,Curses-UI,"A curses based user user interface framework"
DBIx-Librarian-0.3,2002-01-08T04:13:30,JMAY,backpan,released,0.3,,DBIx-Librarian,"Manage SQL in repository outside code"
OurNet-FuzzyIndex-1.55,2002-01-08T05:09:51,AUTRIJUS,backpan,released,1.55,,OurNet-FuzzyIndex,"Inverted search for double-byte characters"
Apache-AuthenNTLM-0.11,2002-01-08T05:26:20,GRICHTER,backpan,released,0.11,1,Apache-AuthenNTLM,"Perform Microsoft NTLM and Basic User Authentication"
Apache-UploadMeter-0.15,2002-01-08T06:05:07,ISAAC,backpan,released,0.15,1,Apache-UploadMeter,"Apache module which implements an upload meter for form-based uploads"
File-RdistByRsync-0.1,2002-01-08T07:14:00,MUIR,backpan,released,0.1,1,File-RdistByRsync,"read rdist distfiles, emulate using rsync"
Net-SMTP-Receive-0.1,2002-01-08T08:09:00,MUIR,backpan,released,0.1,1,Net-SMTP-Receive,"receive mail via SMTP"
BSD-stat-0.42,2002-01-08T09:08:37,DANKOGAI,backpan,released,0.42,,BSD-stat,"stat() with BSD 4.4 extentions"
SQL-Secretary-0.02,2002-01-08T09:21:44,TBONE,backpan,released,0.02,1,SQL-Secretary,"concise SQL-based DBI usage"
Text-Yats-0.03,2002-01-08T10:32:25,HDIAS,latest,released,0.03,,Text-Yats,"Yet Another Templete System"
WebTools-1.14,2002-01-08T12:10:57,JLISHEV,backpan,released,1.14,,WebTools,"Full featured WEB Development Tools (compare with Php language) in Perl syntax"
Data-Reconciliation-0.07,2002-01-08T17:41:52,CHATEAU,latest,released,0.07,,Data-Reconciliation,"Perl extension for data reconciliation"
Data-Serializer-0.11,2002-01-08T20:34:02,NEELY,backpan,released,0.11,,Data-Serializer,"Modules that serialize data structures"
Harvey-1.01,2002-01-08T21:38:36,MEYERCJM,cpan,released,1.01,,Harvey,"Perl extension for creating word objects"
HTML-Lint-0.91,2002-01-08T21:56:37,PETDANCE,backpan,released,0.91,,HTML-Lint,"Perl extension for checking validity of HTML"
Apache-Htpasswd-Perishable-1.00,2002-01-08T22:41:53,ALLENDAY,latest,released,1.00,1,Apache-Htpasswd-Perishable,"Perl extension for expiring htaccess entries"
HTTP-Lite-1.0.0,2002-01-09T01:00:26,RHOOPER,backpan,released,v1.0.0,,HTTP-Lite,"Lightweight HTTP implementation"
DBD-ODBC-0.30,2002-01-09T05:07:18,JURL,cpan,released,0.30,,DBD-ODBC,"ODBC Driver for DBI"
Business-BancaSella-0.10,2002-01-09T07:57:58,EBRUNI,cpan,released,0.10,1,Business-BancaSella,"A wrapper for Banca Sella online payment system (ver 0.10)"
SWF-File-0.05,2002-01-09T15:41:58,YSAS,cpan,released,0.05,,SWF-File,"Parse SWF file."
XML-Twig-3.00,2002-01-09T16:33:44,MIROD,backpan,released,3.00,,XML-Twig,"A perl module for processing huge XML documents in tree mode."
File-Repl-1.20,2002-01-09T16:41:55,DROBERTS,backpan,released,1.20,,File-Repl,"Perl module that provides file replication utilities"
XML-Twig-3.01,2002-01-09T17:01:53,MIROD,backpan,released,3.01,,XML-Twig,"A perl module for processing huge XML documents in tree mode."
GD-Dashboard-0.01,2002-01-09T18:40:06,FERRANCE,cpan,released,0.01,1,GD-Dashboard,"Perl module to create JPEG graphics of meters and dials"
Mail-Address-Tagged-0.01,2002-01-09T23:42:48,NUANCE,latest,released,0.01,1,Mail-Address-Tagged,"construct and validate email addresses with HMAC verification"
Config-General-1.28,2002-01-09T23:43:03,TLINDEN,backpan,released,1.28,,Config-General,"Generic Config Module"
SWF-File-0.06,2002-01-10T01:32:48,YSAS,cpan,released,0.06,,SWF-File,"Parse SWF file."
MySQL-DateFormat-1.01,2002-01-10T05:43:26,TONKIN,backpan,released,1.01,1,MySQL-DateFormat,"Manipulate dates back and forth between human-readable and MySQL formats"
YAML-0.26,2002-01-10T06:33:41,INGY,backpan,released,0.26,,YAML,"YAML Ain't Markup Language (tm)"
PDF-API2-0.2.1.2_dev,2002-01-10T06:48:32,AREIBENS,backpan,released,v0.2.1.2_,,PDF-API2,"objects representing POD input paragraphs, commands, etc."
ExtUtils-AutoInstall-0.26,2002-01-10T07:19:40,AUTRIJUS,backpan,released,0.26,,ExtUtils-AutoInstall,"Automatic install of dependencies via CPAN"
Digest-Perl-MD4-1.0,2002-01-10T12:07:50,OTAKA,backpan,released,1.0,1,Digest-Perl-MD4,"Perl implementation of Ron Rivests MD4 Algorithm"
XML-Sablotron-0.80,2002-01-10T12:48:09,PAVELH,backpan,released,0.80,,XML-Sablotron,"a Perl interface to the Sablotron XSLT processor"
BSD-stat-0.43,2002-01-10T14:05:54,DANKOGAI,backpan,released,0.43,,BSD-stat,"stat() with BSD 4.4 extentions"
Proc-PID_File-0.04,2002-01-10T14:15:59,SHARYANTO,backpan,released,0.04,,Proc-PID_File,"check whether a self process is already running"
Rcs-Agent-1.00,2002-01-10T14:25:49,NICKH,backpan,released,1.00,1,Rcs-Agent,"an RCS archive manipulation method library"
DBI-1.201,2002-01-10T15:25:45,TIMB,backpan,released,1.201,,DBI,"A proxy server for the DBD::Proxy driver"
HTML-Table-1.13,2002-01-10T16:07:43,AJPEACOCK,backpan,released,1.13,,HTML-Table,"produces HTML tables"
I18N-Charset-1.13,2002-01-10T17:54:03,MTHURN,backpan,released,1.13,,I18N-Charset,"IANA Character Set Registry names and Unicode::Map8 conversion scheme names"
Math-MatrixReal-1.4,2002-01-10T20:06:14,LETO,backpan,released,1.4,,Math-MatrixReal,"Matrix of Reals"
POE-Component-Logger-1.00,2002-01-10T20:52:50,MSERGEANT,cpan,released,1.00,1,POE-Component-Logger,"A POE logging class"
PadWalker-0.05,2002-01-10T21:17:35,ROBIN,backpan,released,0.05,,PadWalker,"walk pads"
Net-Telnet-Cisco-1_05,2002-01-10T21:21:00,JOSHUA,backpan,released,1_05,,Net-Telnet-Cisco,"interact with a Cisco router"
Net-SMS-GenieNL-0.03,2002-01-10T22:04:32,CMANLEY,backpan,released,0.03,,Net-SMS-GenieNL,"Send SMS's via free SMS service of www.genie.nl."
Statistics-Lite-1.0,2002-01-10T22:30:35,BRIANL,cpan,released,1.0,1,Statistics-Lite,"Small stats stuff."
Video-DVDRip-0.29,2002-01-10T22:54:48,JRED,backpan,released,0.29,,Video-DVDRip,"GUI for copying DVDs, based on an open Low Level API"
Statistics-Lite-1.01,2002-01-10T23:04:49,BRIANL,cpan,released,1.01,,Statistics-Lite,"Small stats stuff."
SQL-Catalog-2.3,2002-01-10T23:42:02,TBONE,backpan,released,2.3,,SQL-Catalog,"query queries, label queries, db independant SQL, separate Perl and SQL"
EasyTCP-0.02,2002-01-10T23:58:29,MNAGUIB,backpan,released,0.02,,EasyTCP,"Easily create TCP/IP clients and servers"
Curses-UI-0.60,2002-01-11T01:04:36,MMAKAAY,backpan,released,0.60,,Curses-UI,"A curses based user user interface framework"
Tk-Date-0.40,2002-01-11T02:01:08,SREZIC,cpan,released,0.40,,Tk-Date,"a date/time widget for perl/Tk"
Syndication-NewsML-0.07,2002-01-11T03:33:14,BQUINN,cpan,released,0.07,,Syndication-NewsML,"Parser for NewsML documents"
Module-Build-0.05,2002-01-11T04:26:38,KWILLIAMS,backpan,released,0.05,,Module-Build,"Perl extension for blah blah blah"
Net-SMPP-0.95,2002-01-11T04:55:46,SAMPO,backpan,released,0.95,,Net-SMPP,"pure Perl implementation of SMPP 3.4 over TCP"
Number-Phone-DE-Mobile-1_1,2002-01-11T05:01:00,NETSRAK,latest,released,1_1,1,Number-Phone-DE-Mobile,
BSD-stat-1.00,2002-01-11T10:16:29,DANKOGAI,backpan,released,1.00,,BSD-stat,"stat() with BSD 4.4 extentions"
SchemaView-Plus-0.15,2002-01-11T12:33:15,MILSO,backpan,released,0.15,,SchemaView-Plus,"SchemaView Plus GUI for drawing database schemas"
Class-Base-0.01,2002-01-11T13:04:04,ABW,backpan,released,0.01,1,Class-Base,"useful base class for deriving other modules"
XML-SAX-Writer-0.36,2002-01-11T13:25:17,RBERJON,backpan,released,0.36,,XML-SAX-Writer,"SAX2 XML Writer"
Image-DS9-0.13,2002-01-11T15:08:19,DJERIUS,backpan,released,0.13,,Image-DS9,"interface to the DS9 image display and analysis program"
BSD-stat-1.10,2002-01-11T15:56:47,DANKOGAI,backpan,released,1.10,,BSD-stat,"stat() with BSD 4.4 extentions"
SWF-File-0.07,2002-01-11T17:27:03,YSAS,cpan,released,0.07,,SWF-File,"Parse SWF file."
BSD-stat-1.11,2002-01-11T19:25:08,DANKOGAI,backpan,released,1.11,,BSD-stat,"stat() with BSD 4.4 extentions"
Astro-ADS-1.20,2002-01-11T20:10:28,AALLAN,cpan,released,1.20,,Astro-ADS,"tool to query ADS and print out the result"
SNMP-Multi-2.0,2002-01-11T20:39:25,JOSHUA,cpan,released,2.0,1,SNMP-Multi,"Perform SNMP operations on multiple hosts simultaneously"
PostScript-Simple-0.01_1,2002-01-11T22:29:08,MCNEWTON,backpan,developer,0.01_1,1,PostScript-Simple,"Produce PostScript files from Perl"
Filter-1.28,2002-01-11T23:11:21,PMQS,cpan,released,1.28,,Filter,"Source Filters"
Win32-ProcFarm-2.13,2002-01-11T23:43:28,TEVERETT,backpan,released,2.13,,Win32-ProcFarm,"manages access to the TCP port for ProcFarm system"
CGI.pm-2.80,2002-01-12T02:47:17,LDS,backpan,released,2.80,,CGI,"Simple Common Gateway Interface Class"
DBIx-XHTML_Table-0.99,2002-01-12T03:32:48,JEFFA,backpan,released,0.99,,DBIx-XHTML_Table,"Create XHTML tables from SQL queries"
Curses-UI-0.61,2002-01-12T03:37:53,MMAKAAY,backpan,released,0.61,,Curses-UI,"A curses based user user interface framework"
ShiftJIS-String-0.18,2002-01-12T06:54:11,SADAHIRO,backpan,released,0.18,,ShiftJIS-String,"functions to manipulate Shift_JIS encoded strings"
GD-Dashboard-0.02,2002-01-12T06:59:29,FERRANCE,cpan,released,0.02,,GD-Dashboard,"Perl module to create JPEG graphics of meters and dials"
Mt-0.01,2002-01-12T07:46:12,ROMM,backpan,released,0.01,1,Mt,"Provide a wrapper for the tape manager 'mt' program"
Inline-Ruby-0.01,2002-01-12T08:55:39,NEILW,backpan,released,0.01,1,Inline-Ruby,"Write Perl subroutines and classes in Ruby."
Math-MatrixReal-1.5,2002-01-12T09:29:48,LETO,backpan,released,1.5,,Math-MatrixReal,"Matrix of Reals"
